section,array,year,scope,metric,value,unit,notes
ramp_group,Sanyo,2023,stable,range_mean,0.0028490028490028487,,
ramp_group,Sanyo,2023,stable,max_abs_first_difference_mean,0.0028490028490028487,,
ramp_group,Sanyo,2023,stable,slope_mean,2.4349748235569252e-06,,
ramp_group,Sanyo,2023,stable,coefficient_of_variation_mean,1.8924518512946973,,
ramp_group,Sanyo,2023,moderate,mean_mean,304.328561832808,,
ramp_group,Sanyo,2023,moderate,std_mean,40.981996028212045,,
ramp_group,Sanyo,2023,moderate,range_mean,147.69544364508394,,
ramp_group,Sanyo,2023,moderate,max_abs_first_difference_mean,25.20743405275779,,
ramp_group,Sanyo,2023,moderate,slope_mean,-0.07276518177278453,,
ramp_group,Sanyo,2023,moderate,coefficient_of_variation_mean,0.17935016687928862,,
ramp_group,Sanyo,2023,ramp,mean_mean,407.7535319090306,,
ramp_group,Sanyo,2023,ramp,std_mean,64.03669908211761,,
ramp_group,Sanyo,2023,ramp,range_mean,222.54188948306592,,
ramp_group,Sanyo,2023,ramp,max_abs_first_difference_mean,46.36720142602496,,
ramp_group,Sanyo,2023,ramp,slope_mean,0.04754525788011434,,
ramp_group,Sanyo,2023,ramp,coefficient_of_variation_mean,0.14345477447614535,,
