site,model,h,support,analysis,scope,selected_alpha,points,origins,SSE,SAE,signed_error,RMSE,MAE,bias
Sanyo,Ridge,12,horizon_specific,primary,full,100.0,79068,6589,3351.566280579267,9086.532777311062,713.9994064991054,0.20588444187682467,0.11492048334738532,0.009030194345362287
Sanyo,Ridge,12,horizon_specific,primary,power-active,100.0,36190,3201,2938.206157110036,6759.283113947471,-323.51926134946837,0.28493568337698544,0.1867721225185817,-0.008939465635519988
Sanyo,Ridge,12,horizon_specific,primary,low-power,100.0,42878,3802,413.3601234692312,2327.2496633635915,1037.5186678485736,0.09818542609287204,0.054276077787293986,0.02419699304651741
Sanyo,Ridge,12,horizon_specific,daily_matched,full,100.0,79005,6589,3347.4551219704244,9072.553051361268,714.3348053250232,0.2058401515472465,0.11483517563902625,0.009041640469907263
Sanyo,Ridge,12,horizon_specific,daily_matched,power-active,100.0,36190,3201,2938.206157110036,6759.283113947471,-323.51926134946837,0.28493568337698544,0.1867721225185817,-0.008939465635519988
Sanyo,Ridge,12,horizon_specific,daily_matched,low-power,100.0,42815,3802,409.24896486038864,2313.269937413797,1037.8540666744916,0.09776779503561533,0.05402942747667399,0.024240431313196115
Sanyo,Ridge,12,common_H144,primary,full,100.0,49920,4160,1002.7127317521354,3801.058448669641,-196.42754622769442,0.1417264719931478,0.07614299776982454,-0.003934846679240674
Sanyo,Ridge,12,common_H144,primary,power-active,100.0,9137,838,723.2379106400596,1732.817328452409,-1008.7840554469265,0.28134472636834035,0.1896483887985563,-0.11040648521910107
Sanyo,Ridge,12,common_H144,primary,low-power,100.0,40783,3466,279.47482111207574,2068.2411202172334,812.3565092192318,0.0827812078310043,0.05071331486691105,0.01991899833801417
Sanyo,Ridge,12,common_H144,daily_matched,full,100.0,49860,4160,999.4154444425772,3788.597829675719,-194.57304044590612,0.1415783645268493,0.07598471379213236,-0.0039023874939010453
Sanyo,Ridge,12,common_H144,daily_matched,power-active,100.0,9137,838,723.2379106400596,1732.817328452409,-1008.7840554469265,0.28134472636834035,0.1896483887985563,-0.11040648521910107
Sanyo,Ridge,12,common_H144,daily_matched,low-power,100.0,40723,3466,276.1775338025176,2055.7805012233093,814.2110150010203,0.08235202664521775,0.050482049486121096,0.01999388588760701
Sanyo,Ridge,48,horizon_specific,primary,full,100.0,283440,5905,150956.39227648577,114816.20357257269,-49677.79297247422,0.7297854229881575,0.40508115852587034,-0.17526740393901433
Sanyo,Ridge,48,horizon_specific,primary,power-active,100.0,129528,3389,137638.3248216189,85208.11081570816,-65349.894479418595,1.0308319225948048,0.6578354550036144,-0.504523303682745
Sanyo,Ridge,48,horizon_specific,primary,low-power,100.0,153912,3982,13318.067454866818,29608.092756864546,15672.101506944397,0.29416050626139517,0.1923702684447252,0.10182507866147147
Sanyo,Ridge,48,horizon_specific,daily_matched,full,100.0,283197,5905,150895.8256291603,114709.76209644668,-49769.184937546044,0.729951976108854,0.40505288578779675,-0.17574050903627525
Sanyo,Ridge,48,horizon_specific,daily_matched,power-active,100.0,129528,3389,137638.3248216189,85208.11081570816,-65349.894479418595,1.0308319225948048,0.6578354550036144,-0.504523303682745
Sanyo,Ridge,48,horizon_specific,daily_matched,low-power,100.0,153669,3982,13257.500807541323,29501.651280738533,15580.70954187257,0.29372282635538766,0.19198180036792414,0.10139136417802269
Sanyo,Ridge,48,common_H144,primary,full,100.0,199680,4160,77000.1668467466,68419.49601404338,-19693.914022107838,0.620981338487827,0.34264571321135506,-0.09862737390879325
Sanyo,Ridge,48,common_H144,primary,power-active,100.0,48051,1661,63813.53283299405,39085.072266679716,-35178.07633425515,1.1524051200767238,0.8134080927905708,-0.7320987353906298
Sanyo,Ridge,48,common_H144,primary,low-power,100.0,151629,3682,13186.634013752517,29334.423747363682,15484.162312147308,0.2949007255150817,0.19346182951390356,0.10211873923950766
Sanyo,Ridge,48,common_H144,daily_matched,full,100.0,199440,4160,76940.34692745007,68314.14884145772,-19784.211683639332,0.6211134550341982,0.34252982772491836,-0.099198815100478
Sanyo,Ridge,48,common_H144,daily_matched,power-active,100.0,48051,1661,63813.53283299405,39085.072266679716,-35178.07633425515,1.1524051200767238,0.8134080927905708,-0.7320987353906298
Sanyo,Ridge,48,common_H144,daily_matched,low-power,100.0,151389,3682,13126.81409445599,29229.076574777995,15393.864650615813,0.2944642033862808,0.19307265768832607,0.10168416893311807
Sanyo,Ridge,96,horizon_specific,primary,full,100.0,482304,5024,535299.8746977407,331287.4280468532,-174411.94431593275,1.0535087304764243,0.686885093316359,-0.36162242966248
Sanyo,Ridge,96,horizon_specific,primary,power-active,100.0,215712,3629,468216.37119358964,243039.17712157505,-208121.725984216,1.4732828881266389,1.1266836203900341,-0.9648129264214137
Sanyo,Ridge,96,horizon_specific,primary,low-power,100.0,266592,4253,67083.50350415084,88248.25092527809,33709.78166828316,0.5016309355963993,0.3310236275855168,0.12644708644026514
Sanyo,Ridge,96,horizon_specific,daily_matched,full,100.0,481821,5024,535019.879088769,330982.15717974055,-174390.9962569134,1.053760941633981,0.6869400818555865,-0.3619414601209026
Sanyo,Ridge,96,horizon_specific,daily_matched,power-active,100.0,215712,3629,468216.37119358964,243039.17712157505,-208121.725984216,1.4732828881266389,1.1266836203900341,-0.9648129264214137
Sanyo,Ridge,96,horizon_specific,daily_matched,low-power,100.0,266109,4253,66803.50789517928,87942.98005816544,33730.72972730252,0.5010370626143855,0.33047728584213776,0.12675531352679736
Sanyo,Ridge,96,common_H144,primary,full,100.0,399360,4160,360063.24362197594,245735.71225501483,-94706.30373819076,0.9495265505119608,0.6153237987154818,-0.2371451916521203
Sanyo,Ridge,96,common_H144,primary,power-active,100.0,134235,2765,293186.04338819557,157725.15524497328,-128456.91426314253,1.4778786076296078,1.1749927756916847,-0.956955445771539
Sanyo,Ridge,96,common_H144,primary,low-power,100.0,265125,3970,66877.20023378033,88010.55701004154,33750.610524951786,0.5022427784644401,0.33195872516753056,0.1273007469116522
Sanyo,Ridge,96,common_H144,daily_matched,full,100.0,398880,4160,359786.7194595589,245433.11118084934,-94688.0254721186,0.9497327925818673,0.6153056337265578,-0.23738474095497045
Sanyo,Ridge,96,common_H144,daily_matched,power-active,100.0,134235,2765,293186.04338819557,157725.15524497328,-128456.91426314253,1.4778786076296078,1.1749927756916847,-0.956955445771539
Sanyo,Ridge,96,common_H144,daily_matched,low-power,100.0,264645,3970,66600.67607136325,87707.95593587607,33768.88879102395,0.501657688018075,0.3314173928692251,0.12760070581731736
Sanyo,Ridge,144,horizon_specific,primary,full,100.0,599040,4160,500522.23994946404,371092.4571433566,-126016.2750576481,0.9140790984407403,0.6194785943231781,-0.2103637070273239
Sanyo,Ridge,144,horizon_specific,primary,power-active,100.0,259345,3869,405077.8038534961,254737.74740137454,-176727.6372526723,1.2497705414774407,0.9822350436730014,-0.6814383822810246
Sanyo,Ridge,144,horizon_specific,primary,low-power,100.0,339695,4160,95444.43609596787,116354.70974198221,50711.3621950242,0.5300669553823041,0.34252700140414843,0.14928498269042584
Sanyo,Ridge,144,horizon_specific,daily_matched,full,100.0,598317,4160,499520.60153810144,370513.35643527075,-126256.46257737189,0.9137155813137657,0.6192592830143063,-0.21101934689699922
Sanyo,Ridge,144,horizon_specific,daily_matched,power-active,100.0,259345,3869,405077.8038534961,254737.74740137454,-176727.6372526723,1.2497705414774407,0.9822350436730014,-0.6814383822810246
Sanyo,Ridge,144,horizon_specific,daily_matched,low-power,100.0,338972,4160,94442.79768460528,115775.60903389637,50471.17467530043,0.5278402561661436,0.3415491811532999,0.14889481926324427
Sanyo,Ridge,144,common_H144,primary,full,100.0,599040,4160,500522.23994946404,371092.4571433566,-126016.2750576481,0.9140790984407403,0.6194785943231781,-0.2103637070273239
Sanyo,Ridge,144,common_H144,primary,power-active,100.0,259345,3869,405077.8038534961,254737.74740137454,-176727.6372526723,1.2497705414774407,0.9822350436730014,-0.6814383822810246
Sanyo,Ridge,144,common_H144,primary,low-power,100.0,339695,4160,95444.43609596787,116354.70974198221,50711.3621950242,0.5300669553823041,0.34252700140414843,0.14928498269042584
Sanyo,Ridge,144,common_H144,daily_matched,full,100.0,598317,4160,499520.60153810144,370513.35643527075,-126256.46257737189,0.9137155813137657,0.6192592830143063,-0.21101934689699922
Sanyo,Ridge,144,common_H144,daily_matched,power-active,100.0,259345,3869,405077.8038534961,254737.74740137454,-176727.6372526723,1.2497705414774407,0.9822350436730014,-0.6814383822810246
Sanyo,Ridge,144,common_H144,daily_matched,low-power,100.0,338972,4160,94442.79768460528,115775.60903389637,50471.17467530043,0.5278402561661436,0.3415491811532999,0.14889481926324427
Sanyo,Ridge+day,12,horizon_specific,primary,full,1000.0,79068,6589,1475.1844614345423,6327.057606968787,820.3498897526974,0.13659122117382674,0.08002045842779364,0.010375245228824524
Sanyo,Ridge+day,12,horizon_specific,primary,power-active,1000.0,36190,3201,1222.0660961593085,4551.7955987384485,486.979652606701,0.18376087758690351,0.12577495437243572,0.013456193771945317
Sanyo,Ridge+day,12,horizon_specific,primary,low-power,1000.0,42878,3802,253.118365275234,1775.262008230338,333.3702371459964,0.07683242992540226,0.04140263091166421,0.007774855103922673
Sanyo,Ridge+day,12,horizon_specific,daily_matched,full,1000.0,79005,6589,1473.4528679784019,6318.894657633813,812.186940417723,0.13656544855437286,0.07998094623927363,0.010280196701698918
Sanyo,Ridge+day,12,horizon_specific,daily_matched,power-active,1000.0,36190,3201,1222.0660961593085,4551.7955987384485,486.979652606701,0.18376087758690351,0.12577495437243572,0.013456193771945317
Sanyo,Ridge+day,12,horizon_specific,daily_matched,low-power,1000.0,42815,3802,251.3867718190935,1767.0990588953634,325.20728781102196,0.07662548498799861,0.04127289638900767,0.007595639094032978
Sanyo,Ridge+day,12,common_H144,primary,full,1000.0,49920,4160,390.83175558681455,2524.9639369418996,-213.80100606069075,0.08848255065587339,0.050580207070150235,-0.0042828727175619145
Sanyo,Ridge+day,12,common_H144,primary,power-active,1000.0,9137,838,219.78514586608875,1031.712340525322,-302.29727148132844,0.15509484255006234,0.11291587397672342,-0.03308495912020668
Sanyo,Ridge+day,12,common_H144,primary,low-power,1000.0,40783,3466,171.04660972072585,1493.251596416578,88.49626542063758,0.06476161203496998,0.03661455990036481,0.002169930250855444
Sanyo,Ridge+day,12,common_H144,daily_matched,full,1000.0,49860,4160,389.37355988460996,2517.5897459849075,-221.17519701768268,0.08837045514339338,0.05049317581197167,-0.004435924529034951
Sanyo,Ridge+day,12,common_H144,daily_matched,power-active,1000.0,9137,838,219.78514586608875,1031.712340525322,-302.29727148132844,0.15509484255006234,0.11291587397672342,-0.03308495912020668
Sanyo,Ridge+day,12,common_H144,daily_matched,low-power,1000.0,40723,3466,169.58841401852118,1485.8774054595858,81.1220744636456,0.06453245796683132,0.03648742493086427,0.0019920456367076493
Sanyo,Ridge+day,48,horizon_specific,primary,full,1000.0,283440,5905,9902.145570862418,33618.877623307584,-12266.644689357468,0.18691066542318013,0.11861020894477697,-0.04327774728110877
Sanyo,Ridge+day,48,horizon_specific,primary,power-active,1000.0,129528,3389,8546.14362543918,23673.39212367665,-11662.111768855648,0.2568640132698016,0.18276659968251383,-0.09003545000969403
Sanyo,Ridge+day,48,horizon_specific,primary,low-power,1000.0,153912,3982,1356.0019454232379,9945.48549963093,-604.5329205018207,0.09386288862875584,0.06461799924392464,-0.00392778289218398
Sanyo,Ridge+day,48,horizon_specific,daily_matched,full,1000.0,283197,5905,9893.505348185163,33581.609060485134,-12303.913252179913,0.18690924027695668,0.11858038418657378,-0.04344648160884442
Sanyo,Ridge+day,48,horizon_specific,daily_matched,power-active,1000.0,129528,3389,8546.14362543918,23673.39212367665,-11662.111768855648,0.2568640132698016,0.18276659968251383,-0.09003545000969403
Sanyo,Ridge+day,48,horizon_specific,daily_matched,low-power,1000.0,153669,3982,1347.3617227459836,9908.216936808485,-641.8014833242662,0.09363731889253835,0.06447765611026612,-0.004176518903124678
Sanyo,Ridge+day,48,common_H144,primary,full,1000.0,199680,4160,3744.282759576888,18150.718411661583,-6695.484556695503,0.13693581001179414,0.09089903050711931,-0.03353107249947668
Sanyo,Ridge+day,48,common_H144,primary,power-active,1000.0,48051,1661,2447.899418305732,8477.956032135822,-5915.735531609481,0.22570728119669026,0.17643662009397978,-0.12311368195478722
Sanyo,Ridge+day,48,common_H144,primary,low-power,1000.0,151629,3682,1296.3833412711556,9672.762379525762,-779.7490250860217,0.09246461919809607,0.06379229817202357,-0.005142479506466584
Sanyo,Ridge+day,48,common_H144,daily_matched,full,1000.0,199440,4160,3735.9196755360235,18114.063716713354,-6732.1392516437345,0.13686507265330633,0.09082462754068067,-0.03375521084859474
Sanyo,Ridge+day,48,common_H144,daily_matched,power-active,1000.0,48051,1661,2447.899418305732,8477.956032135822,-5915.735531609481,0.22570728119669026,0.17643662009397978,-0.12311368195478722
Sanyo,Ridge+day,48,common_H144,daily_matched,low-power,1000.0,151389,3682,1288.020257230291,9636.107684577531,-816.403720034253,0.09223891517720706,0.06365130679625026,-0.005392754559672453
Sanyo,Ridge+day,96,horizon_specific,primary,full,1000.0,482304,5024,20977.006193110854,68926.7532923024,-42525.18595846088,0.20855054126038516,0.14291142783867103,-0.08817091701180352
Sanyo,Ridge+day,96,horizon_specific,primary,power-active,1000.0,215712,3629,18070.05592614053,48120.58626463487,-37071.058550486516,0.28942936755472626,0.22307792920484196,-0.1718544102807749
Sanyo,Ridge+day,96,horizon_specific,primary,low-power,1000.0,266592,4253,2906.9502669703274,20806.167027667543,-5454.127407974338,0.104422778424067,0.07804497894785868,-0.020458706217644708
Sanyo,Ridge+day,96,horizon_specific,daily_matched,full,1000.0,481821,5024,20965.90205814375,68869.08852076692,-42557.76489856033,0.20859981263638017,0.1429350080647521,-0.08832691995276322
Sanyo,Ridge+day,96,horizon_specific,daily_matched,power-active,1000.0,215712,3629,18070.05592614053,48120.58626463487,-37071.058550486516,0.28942936755472626,0.22307792920484196,-0.1718544102807749
Sanyo,Ridge+day,96,horizon_specific,daily_matched,low-power,1000.0,266109,4253,2895.8461320032193,20748.50225613206,-5486.706348073803,0.10431768955780604,0.07796993809353332,-0.020618266755629472
Sanyo,Ridge+day,96,common_H144,primary,full,1000.0,399360,4160,11820.876848893742,49922.79834637175,-30796.28240688165,0.17204520163166867,0.12500700707725296,-0.07711408855889837
Sanyo,Ridge+day,96,common_H144,primary,power-active,1000.0,134235,2765,8957.093913532923,29321.251531154634,-25191.510322256734,0.2583156272129789,0.21843223847099963,-0.18766722778900238
Sanyo,Ridge+day,96,common_H144,primary,low-power,1000.0,265125,3970,2863.782935360829,20601.546815217123,-5604.772084624913,0.10393090468231392,0.07770503277781093,-0.02114011158745842
Sanyo,Ridge+day,96,common_H144,daily_matched,full,1000.0,398880,4160,11809.928033580753,49865.7602303756,-30829.48800252045,0.17206894462605712,0.12501444101076914,-0.0772901323769566
Sanyo,Ridge+day,96,common_H144,daily_matched,power-active,1000.0,134235,2765,8957.093913532923,29321.251531154634,-25191.510322256734,0.2583156272129789,0.21843223847099963,-0.18766722778900238
Sanyo,Ridge+day,96,common_H144,daily_matched,low-power,1000.0,264645,3970,2852.8341200478367,20544.508699220973,-5637.977680263715,0.10382606950340506,0.07763044342126613,-0.021303926695247277
Sanyo,Ridge+day,144,horizon_specific,primary,full,1000.0,599040,4160,26888.28522518751,90777.95012596891,-61697.410563676836,0.21186228005424065,0.15153904601690857,-0.10299380769844557
Sanyo,Ridge+day,144,horizon_specific,primary,power-active,1000.0,259345,3869,23171.16345286362,64109.40579001514,-56839.97071617583,0.2989062394061101,0.24719738491204818,-0.2191674052562256
Sanyo,Ridge+day,144,horizon_specific,primary,low-power,1000.0,339695,4160,3717.121772323876,26668.544335953808,-4857.439847501,0.10460653510003,0.07850732079057333,-0.014299415203347121
Sanyo,Ridge+day,144,horizon_specific,daily_matched,full,1000.0,598317,4160,26872.278162465213,90691.50302807655,-61706.43971203523,0.2119271373577942,0.15157768044042966,-0.10313335524819657
Sanyo,Ridge+day,144,horizon_specific,daily_matched,power-active,1000.0,259345,3869,23171.16345286362,64109.40579001514,-56839.97071617583,0.2989062394061101,0.24719738491204818,-0.2191674052562256
Sanyo,Ridge+day,144,horizon_specific,daily_matched,low-power,1000.0,338972,4160,3701.1147096015843,26582.097238061422,-4866.46899585942,0.10449231713925285,0.07841974333591395,-0.01435655156136619
Sanyo,Ridge+day,144,common_H144,primary,full,1000.0,599040,4160,26888.28522518751,90777.95012596891,-61697.410563676836,0.21186228005424065,0.15153904601690857,-0.10299380769844557
Sanyo,Ridge+day,144,common_H144,primary,power-active,1000.0,259345,3869,23171.16345286362,64109.40579001514,-56839.97071617583,0.2989062394061101,0.24719738491204818,-0.2191674052562256
Sanyo,Ridge+day,144,common_H144,primary,low-power,1000.0,339695,4160,3717.121772323876,26668.544335953808,-4857.439847501,0.10460653510003,0.07850732079057333,-0.014299415203347121
Sanyo,Ridge+day,144,common_H144,daily_matched,full,1000.0,598317,4160,26872.278162465213,90691.50302807655,-61706.43971203523,0.2119271373577942,0.15157768044042966,-0.10313335524819657
Sanyo,Ridge+day,144,common_H144,daily_matched,power-active,1000.0,259345,3869,23171.16345286362,64109.40579001514,-56839.97071617583,0.2989062394061101,0.24719738491204818,-0.2191674052562256
Sanyo,Ridge+day,144,common_H144,daily_matched,low-power,1000.0,338972,4160,3701.1147096015843,26582.097238061422,-4866.46899585942,0.10449231713925285,0.07841974333591395,-0.01435655156136619
Hanwha,Ridge,12,horizon_specific,primary,full,1.0,79500,6625,2485.718676076225,8602.673374775968,-891.2877546134195,0.17682449373846507,0.10820972798460338,-0.0112111667246971
Hanwha,Ridge,12,horizon_specific,primary,power-active,1.0,36421,3225,2046.932620105955,5717.693833862789,-1772.4286031792603,0.2370695855992228,0.1569889303935309,-0.04866501752228825
Hanwha,Ridge,12,horizon_specific,primary,low-power,1.0,43079,3810,438.7860559702706,2884.9795409131793,881.1408485658408,0.1009238018439928,0.06696951045551613,0.020454069234797482
Hanwha,Ridge,12,horizon_specific,daily_matched,full,1.0,79392,6625,2481.974025029826,8586.385894305207,-888.1957586268045,0.17681139260206716,0.10815177718542432,-0.011187471768273938
Hanwha,Ridge,12,horizon_specific,daily_matched,power-active,1.0,36421,3225,2046.932620105955,5717.693833862789,-1772.4286031792603,0.2370695855992228,0.1569889303935309,-0.04866501752228825
Hanwha,Ridge,12,horizon_specific,daily_matched,low-power,1.0,42971,3810,435.0414049238711,2868.6920604424204,884.232844552456,0.10061843685938451,0.06675879221899468,0.020577432327673454
Hanwha,Ridge,12,common_H144,primary,full,1.0,54252,4521,1475.3927668120696,5148.12052243938,272.8611333696837,0.16490960386288983,0.0948927324787912,0.0050295128911318245
Hanwha,Ridge,12,common_H144,primary,power-active,1.0,14558,1323,1096.943680498368,2533.738582029975,-473.37004272188426,0.27449934199413195,0.17404441420730699,-0.032516145261841205
Hanwha,Ridge,12,common_H144,primary,low-power,1.0,39694,3413,378.44908631370146,2614.381940409404,746.2311760915679,0.09764304127117288,0.0658634035473725,0.018799596314092
Hanwha,Ridge,12,common_H144,daily_matched,full,1.0,54151,4521,1471.6721504837255,5132.196686132752,276.3167735204309,0.1648550651002859,0.09477565854984676,0.005102708602249837
Hanwha,Ridge,12,common_H144,daily_matched,power-active,1.0,14558,1323,1096.943680498368,2533.738582029975,-473.37004272188426,0.27449934199413195,0.17404441420730699,-0.032516145261841205
Hanwha,Ridge,12,common_H144,daily_matched,low-power,1.0,39593,3413,374.7284699853574,2598.4581041027773,749.6868162423152,0.09728572953496514,0.06562923001800261,0.018934832324964394
Hanwha,Ridge,48,horizon_specific,primary,full,1.0,290352,6049,116314.3271918357,104048.17756076968,-44148.905096948714,0.6329278349153231,0.3583518541658734,-0.15205304284781476
Hanwha,Ridge,48,horizon_specific,primary,power-active,1.0,132649,3522,104238.54176376243,74849.96645362278,-57792.35371379206,0.8864661844443229,0.5642708686354423,-0.435678774161826
Hanwha,Ridge,48,horizon_specific,primary,low-power,1.0,157703,4098,12075.785428073259,29198.2111071469,13643.448616843354,0.27671819505576367,0.18514683365025966,0.08651356421148206
Hanwha,Ridge,48,horizon_specific,daily_matched,full,1.0,289920,6049,116234.57087246385,103916.59191784184,-44181.50240530125,0.6331820145504491,0.3584319533590019,-0.15239204747965387
Hanwha,Ridge,48,horizon_specific,daily_matched,power-active,1.0,132649,3522,104238.54176376243,74849.96645362278,-57792.35371379206,0.8864661844443229,0.5642708686354423,-0.435678774161826
Hanwha,Ridge,48,horizon_specific,daily_matched,low-power,1.0,157271,4098,11996.029108701416,29066.625464219047,13610.851308490815,0.27618140290039705,0.18481872350413647,0.08654393568102711
Hanwha,Ridge,48,common_H144,primary,full,1.0,217008,4521,72395.40700323379,69025.69794117588,-17405.532089785367,0.577587299230902,0.3180790475059716,-0.08020686836331088
Hanwha,Ridge,48,common_H144,primary,power-active,1.0,67179,2113,60868.94376592453,41208.78472903858,-30540.85070477496,0.9518776186292837,0.6134176562473181,-0.45461901345323624
Hanwha,Ridge,48,common_H144,primary,low-power,1.0,149829,3737,11526.463237309248,27816.913212137297,13135.31861498958,0.27736400153694374,0.18565773790212373,0.08766873312235668
Hanwha,Ridge,48,common_H144,daily_matched,full,1.0,216583,4521,72315.67471858,68894.47594241216,-17437.765753973774,0.5778352592565261,0.31809733886044683,-0.08051308622548295
Hanwha,Ridge,48,common_H144,daily_matched,power-active,1.0,67179,2113,60868.94376592453,41208.78472903858,-30540.85070477496,0.9518776186292837,0.6134176562473181,-0.45461901345323624
Hanwha,Ridge,48,common_H144,daily_matched,low-power,1.0,149404,3737,11446.730952655458,27685.691213373575,13103.08495080117,0.27679588225590857,0.18530756347469662,0.08770237042382513
Hanwha,Ridge,96,horizon_specific,primary,full,1.0,506976,5281,427388.0683832671,303968.8945474993,-146253.79027700523,0.9181581562343667,0.5995725528378055,-0.28848267033746217
Hanwha,Ridge,96,horizon_specific,primary,power-active,1.0,228420,3881,362376.03045548615,213905.09595309632,-173808.14657626988,1.2595420413069416,0.9364551963623865,-0.7609147472912612
Hanwha,Ridge,96,horizon_specific,primary,low-power,1.0,278556,4482,65012.03792778085,90063.79859440286,27554.356299264644,0.4831039976998667,0.3233238508393388,0.0989185524607786
Hanwha,Ridge,96,horizon_specific,daily_matched,full,1.0,506112,5281,426923.38897269545,303510.2174819927,-146205.07177761823,0.9184418333248484,0.5996898265245493,-0.2888788880279824
Hanwha,Ridge,96,horizon_specific,daily_matched,power-active,1.0,228420,3881,362376.03045548615,213905.09595309632,-173808.14657626988,1.2595420413069416,0.9364551963623865,-0.7609147472912612
Hanwha,Ridge,96,horizon_specific,daily_matched,low-power,1.0,277692,4482,64547.358517209184,89605.1215288962,27603.074798651654,0.4821226699031784,0.32267808049528324,0.09940176454003592
Hanwha,Ridge,96,common_H144,primary,full,1.0,434016,4521,329772.1828248581,244685.85349786878,-91589.64469088544,0.8716740948244688,0.5637715049626484,-0.21102826783087592
Hanwha,Ridge,96,common_H144,primary,power-active,1.0,163334,3169,265960.23850176996,156513.50703149827,-119961.83368833238,1.2760569519490863,0.9582420502252946,-0.7344572084705718
Hanwha,Ridge,96,common_H144,primary,low-power,1.0,270682,4191,63811.94432308822,88172.34646637052,28372.18899744695,0.48553584828626867,0.32574144740459476,0.10481742043226719
Hanwha,Ridge,96,common_H144,daily_matched,full,1.0,433159,4521,329307.52744900447,244227.54007652626,-91540.5625473343,0.8719210405157908,0.563828848244008,-0.21133247271171623
Hanwha,Ridge,96,common_H144,daily_matched,power-active,1.0,163334,3169,265960.23850176996,156513.50703149827,-119961.83368833238,1.2760569519490863,0.9582420502252946,-0.7344572084705718
Hanwha,Ridge,96,common_H144,daily_matched,low-power,1.0,269825,4191,63347.2889472346,87714.033045028,28421.271140998088,0.4845325123993982,0.3250774874271398,0.10533223808393621
Hanwha,Ridge,144,horizon_specific,primary,full,1.0,651024,4521,464095.4729020998,372062.3071587567,-123249.78756184118,0.844316286007617,0.571503212107014,-0.18931681099597122
Hanwha,Ridge,144,horizon_specific,primary,power-active,1.0,287368,4225,367487.0903092222,249161.03881672374,-165973.23253149944,1.1308417677632703,0.8670451783661498,-0.5775633770339754
Hanwha,Ridge,144,horizon_specific,primary,low-power,1.0,363656,4521,96608.3825928776,122901.26834203309,42723.44496965814,0.5154209023315403,0.33796023808773423,0.11748312957756271
Hanwha,Ridge,144,horizon_specific,daily_matched,full,1.0,649735,4521,462923.3362295556,371241.9342650942,-123484.36315604363,0.8440854345093589,0.5713743822713787,-0.19005342663708072
Hanwha,Ridge,144,horizon_specific,daily_matched,power-active,1.0,287368,4225,367487.0903092222,249161.03881672374,-165973.23253149944,1.1308417677632703,0.8670451783661498,-0.5775633770339754
Hanwha,Ridge,144,horizon_specific,daily_matched,low-power,1.0,362367,4521,95436.24592033356,122080.8954483706,42488.86937545571,0.5131949256651154,0.33689849089009377,0.11725369411523597
Hanwha,Ridge,144,common_H144,primary,full,1.0,651024,4521,464095.4729020998,372062.3071587567,-123249.78756184118,0.844316286007617,0.571503212107014,-0.18931681099597122
Hanwha,Ridge,144,common_H144,primary,power-active,1.0,287368,4225,367487.0903092222,249161.03881672374,-165973.23253149944,1.1308417677632703,0.8670451783661498,-0.5775633770339754
Hanwha,Ridge,144,common_H144,primary,low-power,1.0,363656,4521,96608.3825928776,122901.26834203309,42723.44496965814,0.5154209023315403,0.33796023808773423,0.11748312957756271
Hanwha,Ridge,144,common_H144,daily_matched,full,1.0,649735,4521,462923.3362295556,371241.9342650942,-123484.36315604363,0.8440854345093589,0.5713743822713787,-0.19005342663708072
Hanwha,Ridge,144,common_H144,daily_matched,power-active,1.0,287368,4225,367487.0903092222,249161.03881672374,-165973.23253149944,1.1308417677632703,0.8670451783661498,-0.5775633770339754
Hanwha,Ridge,144,common_H144,daily_matched,low-power,1.0,362367,4521,95436.24592033356,122080.8954483706,42488.86937545571,0.5131949256651154,0.33689849089009377,0.11725369411523597
Hanwha,Ridge+day,12,horizon_specific,primary,full,100.0,79500,6625,1173.0978828620428,5551.475840579379,-366.5699910880553,0.12147406394824027,0.069829884787162,-0.004610943284126482
Hanwha,Ridge+day,12,horizon_specific,primary,power-active,100.0,36421,3225,1021.3976459104531,3946.7074084706064,-462.0740928030865,0.16746401268352162,0.1083635102954506,-0.012687023772084416
Hanwha,Ridge+day,12,horizon_specific,primary,low-power,100.0,43079,3810,151.70023695158935,1604.7684321087725,95.50410171503124,0.05934174634830758,0.03725175682139262,0.0022169526153121297
Hanwha,Ridge+day,12,horizon_specific,daily_matched,full,100.0,79392,6625,1170.796933978379,5538.158914938949,-371.0598254325962,0.12143738786897668,0.06975714070610325,-0.0046737684581896945
Hanwha,Ridge+day,12,horizon_specific,daily_matched,power-active,100.0,36421,3225,1021.3976459104531,3946.7074084706064,-462.0740928030865,0.16746401268352162,0.1083635102954506,-0.012687023772084416
Hanwha,Ridge+day,12,horizon_specific,daily_matched,low-power,100.0,42971,3810,149.3992880679255,1591.451506468344,91.01426737049033,0.058963945177011944,0.03703547756552894,0.0021180393142000496
Hanwha,Ridge+day,12,common_H144,primary,full,100.0,54252,4521,745.5531264373105,3216.990479918156,-1.9901292159357453,0.11722801772818564,0.05929717761406318,-3.66830571395662e-05
Hanwha,Ridge+day,12,common_H144,primary,power-active,100.0,14558,1323,622.5327479465313,1791.4339512429945,-1.7314620071457192,0.20679033823147105,0.1230549492542241,-0.00011893543118187383
Hanwha,Ridge+day,12,common_H144,primary,low-power,100.0,39694,3413,123.02037849077914,1425.5565286751619,-0.2586672087900297,0.055670624962088855,0.03591365265972595,-6.516531687157497e-06
Hanwha,Ridge+day,12,common_H144,daily_matched,full,100.0,54151,4521,743.3368393391903,3204.4185979558624,-5.734919882341586,0.11716275838545383,0.05917561260098359,-0.00010590607527730949
