site,model,seed,neural_source,lead,lead_hours,scope,points,origins,SSE,SAE,signed_error,RMSE,MAE,bias
Hanwha,TCN,42,TCN,71,5.916666666666667,full,4512,4512,4476.378166925621,2854.7683742601002,-1192.0942196661708,0.9960447229855777,0.6327057567065825,-0.2642052791813322
Hanwha,TCN,42,TCN,71,5.916666666666667,power-active,1989,1989,3949.7121333599234,2251.7687667901628,-1457.8145882259123,1.4091763001223472,1.1321109938613187,-0.7329384556188598
Hanwha,TCN,42,TCN,72,6.0,full,4512,4512,4398.8837882724165,2841.560371855059,-1156.8892831041194,0.9873853946730058,0.6297784512090113,-0.25640276664541656
Hanwha,TCN,42,TCN,72,6.0,power-active,2002,2002,3890.715186342134,2247.7314358809963,-1437.3314868593588,1.39406390778618,1.1227429749655327,-0.7179477956340454
Hanwha,TCN,42,TCN,73,6.083333333333333,full,4512,4512,4290.255698749885,2806.60428168382,-1146.2578620816312,0.9751177073372485,0.622031090798719,-0.2540465119861771
Hanwha,TCN,42,TCN,73,6.083333333333333,power-active,2015,2015,3811.250944570478,2235.7511306051165,-1403.4912224877626,1.3752962134481441,1.1095539109702812,-0.696521698505093
Hanwha,TCN,42,TCN,74,6.166666666666667,full,4512,4512,4287.128804065958,2787.674594670003,-1230.6794847856727,0.974762291907026,0.6178356814428199,-0.272756978011009
Hanwha,TCN,42,TCN,74,6.166666666666667,power-active,2028,2028,3855.8025808984166,2250.473978620488,-1444.7333377641626,1.3788703071407429,1.109701172889787,-0.7123931645779894
Hanwha,TCN,42,TCN,75,6.25,full,4512,4512,4141.966863154286,2754.659456580637,-1151.5228811817287,0.958117482223157,0.610518496582588,-0.2552134045172271
Hanwha,TCN,42,TCN,75,6.25,power-active,2040,2040,3726.6581522956594,2222.6412049999926,-1384.2677807307336,1.351589143160612,1.0895300024509769,-0.6785626376131048
Hanwha,TCN,42,TCN,76,6.333333333333333,full,4512,4512,4008.070417283757,2718.6408271056607,-1117.7920111559324,0.9425038350096645,0.6025356443053326,-0.24773759112498503
Hanwha,TCN,42,TCN,76,6.333333333333333,power-active,2052,2052,3610.3465519992897,2192.025473009795,-1334.096536371857,1.326434372386801,1.0682385346051633,-0.6501445109024644
Hanwha,TCN,42,TCN,77,6.416666666666667,full,4512,4512,3887.4236605476995,2677.044353970552,-1129.092110705511,0.928210317143633,0.5933165678126223,-0.2502420458123916
Hanwha,TCN,42,TCN,77,6.416666666666667,power-active,2064,2064,3519.930927839342,2171.18259890005,-1308.3188979662955,1.3059069229447517,1.0519295537306443,-0.6338754350611897
Hanwha,TCN,42,TCN,78,6.5,full,4512,4512,3750.185203960744,2620.896482657241,-1107.2896046614842,0.9116787088956892,0.5808724473974382,-0.24540993011114454
