site,h,analysis,scope,block_hours,blocks,replicates,valid_replicates,skill,ci_low,ci_high
NIST_GROUND,48,daily_matched,low-power,24,92,2000,2000,-0.5656236477096638,-1.734269482500906,-0.12605593071114884
NIST_GROUND,48,daily_matched,low-power,48,46,2000,2000,-0.5656236477096638,-1.7372613159586423,-0.1318617646513629
NIST_GROUND,48,daily_matched,low-power,72,31,2000,2000,-0.5656236477096616,-1.801012839161322,-0.12570201771408376
NIST_GROUND,96,primary,full,24,92,2000,2000,0.42182114640513896,0.38232072944741685,0.45603746073226453
NIST_GROUND,96,primary,full,48,46,2000,2000,0.42182114640513896,0.37581250815309847,0.45621878514706105
NIST_GROUND,96,primary,full,72,31,2000,2000,0.42182114640513907,0.3747266217673706,0.4630291862836752
NIST_GROUND,96,primary,power-active,24,92,2000,2000,0.39254593338237953,0.3552384651660206,0.42456724810203167
NIST_GROUND,96,primary,power-active,48,46,2000,2000,0.39254593338237953,0.3468751176296259,0.42829006879939635
NIST_GROUND,96,primary,power-active,72,31,2000,2000,0.3925459333823796,0.3495869609690196,0.42870720043241095
NIST_GROUND,96,primary,low-power,24,92,2000,2000,0.47120352141665006,0.41618956225038956,0.5172785452622435
NIST_GROUND,96,primary,low-power,48,46,2000,2000,0.47120352141665006,0.412214324357073,0.5183216055069922
NIST_GROUND,96,primary,low-power,72,31,2000,2000,0.4712035214166502,0.4053332004084223,0.5282464514742234
NIST_GROUND,96,daily_matched,full,24,92,2000,2000,0.038822170764298836,-0.05676500079431981,0.11818041568637039
NIST_GROUND,96,daily_matched,full,48,46,2000,2000,0.03882217076429876,-0.06101935461690501,0.11906153782993194
NIST_GROUND,96,daily_matched,full,72,31,2000,2000,0.03882217076429887,-0.07767200141564035,0.125544511919974
NIST_GROUND,96,daily_matched,power-active,24,92,2000,2000,0.2021942471923157,0.11985589745432634,0.26808182603151415
NIST_GROUND,96,daily_matched,power-active,48,46,2000,2000,0.2021942471923157,0.11750081882179961,0.2707348542506114
NIST_GROUND,96,daily_matched,power-active,72,31,2000,2000,0.20219424719231557,0.10869951512001248,0.27105901163457263
NIST_GROUND,96,daily_matched,low-power,24,92,2000,2000,-2.3797833938113078,-4.978666186197827,-1.435021411770414
NIST_GROUND,96,daily_matched,low-power,48,46,2000,2000,-2.3797833938113064,-4.930115675510165,-1.4588257966385842
NIST_GROUND,96,daily_matched,low-power,72,31,2000,2000,-2.379783393811316,-5.02251828889331,-1.4728801648239052
NIST_GROUND,144,primary,full,24,92,2000,2000,0.43243827244931854,0.3843785954819265,0.474266010956637
NIST_GROUND,144,primary,full,48,46,2000,2000,0.4324382724493187,0.3735550126975164,0.47602096654544024
NIST_GROUND,144,primary,full,72,31,2000,2000,0.4324382724493187,0.3700232599072706,0.48660225636733845
NIST_GROUND,144,primary,power-active,24,92,2000,2000,0.3779567861674719,0.33027085986742744,0.4174787791546024
NIST_GROUND,144,primary,power-active,48,46,2000,2000,0.377956786167472,0.3212902410529733,0.4214451587320062
NIST_GROUND,144,primary,power-active,72,31,2000,2000,0.3779567861674719,0.32048932971801436,0.4272256948489853
NIST_GROUND,144,primary,low-power,24,92,2000,2000,0.5038517201975173,0.4448462180800871,0.5549464388890072
NIST_GROUND,144,primary,low-power,48,46,2000,2000,0.5038517201975176,0.43372572171778195,0.5580419011959644
NIST_GROUND,144,primary,low-power,72,31,2000,2000,0.5038517201975173,0.42738722772021287,0.5687263229237336
NIST_GROUND,144,daily_matched,full,24,92,2000,2000,-0.06467530236498109,-0.16867611028245924,0.018248738072202966
NIST_GROUND,144,daily_matched,full,48,46,2000,2000,-0.06467530236498116,-0.171443338403948,0.022779755738745924
NIST_GROUND,144,daily_matched,full,72,31,2000,2000,-0.06467530236498124,-0.1873529311362393,0.02634433763319098
NIST_GROUND,144,daily_matched,power-active,24,92,2000,2000,0.13195050821518992,0.04817781754057129,0.19851717222658258
NIST_GROUND,144,daily_matched,power-active,48,46,2000,2000,0.13195050821518994,0.04601746897684351,0.19938846375746447
NIST_GROUND,144,daily_matched,power-active,72,31,2000,2000,0.13195050821518992,0.03674227227793775,0.20262357957019766
NIST_GROUND,144,daily_matched,low-power,24,92,2000,2000,-2.8264084060122294,-5.461778344234842,-1.7802216530936195
NIST_GROUND,144,daily_matched,low-power,48,46,2000,2000,-2.8264084060122303,-5.561124615167846,-1.801692594929381
NIST_GROUND,144,daily_matched,low-power,72,31,2000,2000,-2.826408406012239,-5.563848641674489,-1.852181547950425
YULARA_COMBINED,12,primary,full,24,92,2000,2000,0.17344465428026368,0.13736704798734864,0.20500225942998682
YULARA_COMBINED,12,primary,full,48,46,2000,2000,0.1734446542802639,0.13140773186738092,0.21050722234235386
YULARA_COMBINED,12,primary,full,72,31,2000,2000,0.1734446542802639,0.131804464934376,0.21285948170333094
YULARA_COMBINED,12,primary,power-active,24,92,2000,2000,0.1872978135771941,0.15306352421497652,0.21789159237412084
YULARA_COMBINED,12,primary,power-active,48,46,2000,2000,0.18729781357719388,0.1485392812913118,0.22234324398529196
YULARA_COMBINED,12,primary,power-active,72,31,2000,2000,0.1872978135771941,0.15076835223361665,0.22438183791167615
YULARA_COMBINED,12,primary,low-power,24,92,2000,2000,-0.9952856608639761,-1.4894921348273975,-0.5752377230846415
YULARA_COMBINED,12,primary,low-power,48,46,2000,2000,-0.995285660863976,-1.5782499602222235,-0.5498243481656974
YULARA_COMBINED,12,primary,low-power,72,31,2000,2000,-0.995285660863976,-1.6763663729207325,-0.5050364842680974
YULARA_COMBINED,12,daily_matched,full,24,92,2000,2000,0.3627827990505878,0.3033344421558654,0.41310667482796165
YULARA_COMBINED,12,daily_matched,full,48,46,2000,2000,0.3627827990505879,0.2916379081702717,0.42068023563963647
YULARA_COMBINED,12,daily_matched,full,72,31,2000,2000,0.3627827990505879,0.28439849443047543,0.4257167428223117
YULARA_COMBINED,12,daily_matched,power-active,24,92,2000,2000,0.37278620703892235,0.3161260698590105,0.4215548669734242
YULARA_COMBINED,12,daily_matched,power-active,48,46,2000,2000,0.3727862070389223,0.3044761927868141,0.42917935105368765
YULARA_COMBINED,12,daily_matched,power-active,72,31,2000,2000,0.37278620703892235,0.2983910577707993,0.4342861738673266
YULARA_COMBINED,12,daily_matched,low-power,24,92,2000,2000,-0.3413589937596497,-4.547117839813332,0.15890691164464127
YULARA_COMBINED,12,daily_matched,low-power,48,46,2000,2000,-0.3413589937596497,-4.545271204534768,0.17932254931838393
YULARA_COMBINED,12,daily_matched,low-power,72,31,2000,2000,-0.3413589937596501,-5.333861623220876,0.17947534049094224
YULARA_COMBINED,48,primary,full,24,92,2000,2000,0.4924132418903439,0.4640040701871725,0.521999452469493
YULARA_COMBINED,48,primary,full,48,46,2000,2000,0.4924132418903438,0.45902220332711047,0.5252915995679943
YULARA_COMBINED,48,primary,full,72,31,2000,2000,0.4924132418903439,0.4584038373128465,0.5276786438784331
YULARA_COMBINED,48,primary,power-active,24,92,2000,2000,0.4857919811582225,0.45553706158563106,0.5159494251467676
YULARA_COMBINED,48,primary,power-active,48,46,2000,2000,0.48579198115822253,0.4509973921475699,0.5204157570402008
YULARA_COMBINED,48,primary,power-active,72,31,2000,2000,0.4857919811582226,0.45116614137609057,0.5223810063321082
YULARA_COMBINED,48,primary,low-power,24,92,2000,2000,0.5479195302751897,0.5129323336600672,0.581914488891829
YULARA_COMBINED,48,primary,low-power,48,46,2000,2000,0.5479195302751897,0.5083217493235354,0.5853040887073033
YULARA_COMBINED,48,primary,low-power,72,31,2000,2000,0.5479195302751897,0.507272560005881,0.5871419036973778
YULARA_COMBINED,48,daily_matched,full,24,92,2000,2000,0.1724687574570085,0.10113093888851671,0.23031895931699214
YULARA_COMBINED,48,daily_matched,full,48,46,2000,2000,0.17246875745700865,0.08319833955220003,0.24467754179450346
YULARA_COMBINED,48,daily_matched,full,72,31,2000,2000,0.17246875745700843,0.07471201524286027,0.24337205396650027
YULARA_COMBINED,48,daily_matched,power-active,24,92,2000,2000,0.20830399678526565,0.13854755883693115,0.2639651400085221
YULARA_COMBINED,48,daily_matched,power-active,48,46,2000,2000,0.20830399678526568,0.12303991441580045,0.27696788195754307
YULARA_COMBINED,48,daily_matched,power-active,72,31,2000,2000,0.20830399678526587,0.11435070654677366,0.2764567200180092
YULARA_COMBINED,48,daily_matched,low-power,24,92,2000,2000,-1.6561704573045397,-10.005544043754387,-0.6834624212711868
YULARA_COMBINED,48,daily_matched,low-power,48,46,2000,2000,-1.6561704573045406,-9.572115573228723,-0.6783571426895738
YULARA_COMBINED,48,daily_matched,low-power,72,31,2000,2000,-1.6561704573045402,-10.866985455505935,-0.7135350175179926
YULARA_COMBINED,96,primary,full,24,92,2000,2000,0.6132168903164573,0.591348098169553,0.6339923740305787
YULARA_COMBINED,96,primary,full,48,46,2000,2000,0.6132168903164571,0.5883232533780004,0.6364888975675649
YULARA_COMBINED,96,primary,full,72,31,2000,2000,0.6132168903164572,0.5871458435230132,0.6393430904797057
YULARA_COMBINED,96,primary,power-active,24,92,2000,2000,0.5609754085382267,0.5368033189048259,0.5841699658250604
YULARA_COMBINED,96,primary,power-active,48,46,2000,2000,0.5609754085382267,0.5328251229493685,0.5866120295159867
YULARA_COMBINED,96,primary,power-active,72,31,2000,2000,0.5609754085382268,0.5332187113531274,0.5892199163631872
YULARA_COMBINED,96,primary,low-power,24,92,2000,2000,0.7991064835347877,0.780380230062753,0.8175561891798301
YULARA_COMBINED,96,primary,low-power,48,46,2000,2000,0.7991064835347877,0.7767355563365609,0.8205115186002901
YULARA_COMBINED,96,primary,low-power,72,31,2000,2000,0.7991064835347877,0.7742699958089787,0.8233927110244634
YULARA_COMBINED,96,daily_matched,full,24,92,2000,2000,0.027132292195400625,-0.06382439210076263,0.09788523537551
YULARA_COMBINED,96,daily_matched,full,48,46,2000,2000,0.02713229219540055,-0.08808394723851759,0.11201325532060401
YULARA_COMBINED,96,daily_matched,full,72,31,2000,2000,0.02713229219540081,-0.09583327778703862,0.1144936425878138
YULARA_COMBINED,96,daily_matched,power-active,24,92,2000,2000,0.061000497364412896,-0.025593957975558006,0.1293698949162041
YULARA_COMBINED,96,daily_matched,power-active,48,46,2000,2000,0.061000497364412966,-0.05067024847431833,0.14277865339299825
YULARA_COMBINED,96,daily_matched,power-active,72,31,2000,2000,0.061000497364412896,-0.05936697725571307,0.14466296306697887
YULARA_COMBINED,96,daily_matched,low-power,24,92,2000,2000,-1.839467376124081,-10.604330375607278,-0.7787794002070754
YULARA_COMBINED,96,daily_matched,low-power,48,46,2000,2000,-1.8394673761240812,-10.14786608875908,-0.7670196203839723
YULARA_COMBINED,96,daily_matched,low-power,72,31,2000,2000,-1.8394673761240818,-11.767683233392985,-0.8204587916343331
YULARA_COMBINED,144,primary,full,24,92,2000,2000,0.671004882443059,0.6521368729902709,0.6895778782903474
YULARA_COMBINED,144,primary,full,48,46,2000,2000,0.671004882443059,0.6486531933841154,0.6928690969081603
YULARA_COMBINED,144,primary,full,72,31,2000,2000,0.671004882443059,0.6469755176593518,0.6940498768634564
YULARA_COMBINED,144,primary,power-active,24,92,2000,2000,0.5946217480597057,0.5719159860172174,0.6166292124046583
YULARA_COMBINED,144,primary,power-active,48,46,2000,2000,0.5946217480597058,0.5682055468515345,0.6205143047276727
YULARA_COMBINED,144,primary,power-active,72,31,2000,2000,0.5946217480597057,0.5661258262371066,0.6219812375948971
YULARA_COMBINED,144,primary,low-power,24,92,2000,2000,0.8637897176595501,0.8499628952868297,0.8770710471440802
YULARA_COMBINED,144,primary,low-power,48,46,2000,2000,0.8637897176595501,0.8475446861071586,0.8788112702886348
YULARA_COMBINED,144,primary,low-power,72,31,2000,2000,0.86378971765955,0.8448006669323711,0.881985120573782
YULARA_COMBINED,144,daily_matched,full,24,92,2000,2000,0.016245212649385388,-0.06824334036007332,0.08385138775457293
YULARA_COMBINED,144,daily_matched,full,48,46,2000,2000,0.016245212649385388,-0.09469884603123832,0.09845004778460525
YULARA_COMBINED,144,daily_matched,full,72,31,2000,2000,0.01624521264938524,-0.09985413632742834,0.09815240849254805
YULARA_COMBINED,144,daily_matched,power-active,24,92,2000,2000,0.04497043836447793,-0.036059920220731165,0.10989101392435455
YULARA_COMBINED,144,daily_matched,power-active,48,46,2000,2000,0.04497043836447764,-0.06334663213787711,0.12442080571882977
YULARA_COMBINED,144,daily_matched,power-active,72,31,2000,2000,0.04497043836447756,-0.06713315696349906,0.12436725969430698
YULARA_COMBINED,144,daily_matched,low-power,24,92,2000,2000,-1.6530293250229846,-9.463781474148115,-0.6928186550299967
YULARA_COMBINED,144,daily_matched,low-power,48,46,2000,2000,-1.6530293250229853,-9.451741522648629,-0.6778557808681399
YULARA_COMBINED,144,daily_matched,low-power,72,31,2000,2000,-1.6530293250229857,-11.040425292968685,-0.7247967567057059
