site,scope,block_hours,block,start,count,Ridge A_SSE,Ridge B_SSE,Daily_SSE,Inverted42_SSE,Inverted43_SSE,Inverted44_SSE
YULARA_COMBINED,low-power,24,39,2017-11-09 00:00:00,19796.0,3364176.307815737,50938.09644217146,142.07333350020417,407319.35497892,294951.53503418557,421111.74372241664
YULARA_COMBINED,low-power,24,40,2017-11-10 00:00:00,21031.0,13563488.608063849,184014.75497382326,20275.464400407163,895003.1753398323,731668.5335128993,1050926.584094854
YULARA_COMBINED,low-power,24,41,2017-11-11 00:00:00,19433.0,10787486.483204463,236978.3147180172,29.62758460002669,774021.0993779447,817104.0344131427,955656.1376696365
YULARA_COMBINED,low-power,24,42,2017-11-12 00:00:00,20485.0,42060070.886845104,373130.8395012418,3790.3134853239912,607227.8170430064,534180.3437984037,782594.8168806981
YULARA_COMBINED,low-power,24,43,2017-11-13 00:00:00,20334.0,6108943.289819437,195442.21834041693,2404.860332941942,714830.4790907324,530685.5655276526,692550.786535038
YULARA_COMBINED,low-power,24,44,2017-11-14 00:00:00,20100.0,3161547.971948324,81582.88009070003,413.39358613074813,491011.6076826732,414113.9494967838,580880.8335299783
YULARA_COMBINED,low-power,24,45,2017-11-15 00:00:00,20585.0,6223394.068263831,121276.59980689241,131425.6877107337,722750.8781016114,510552.72791662964,748522.120971917
YULARA_COMBINED,low-power,24,46,2017-11-16 00:00:00,20524.0,3463545.5695031076,77909.17190203887,7237.443847478049,901889.6772956108,667585.4122810822,829727.2078688364
YULARA_COMBINED,low-power,24,47,2017-11-17 00:00:00,19440.0,2939274.9680798617,47491.39010049208,125.06488625198749,333553.63367955334,210401.83218011164,349292.8496660511
YULARA_COMBINED,low-power,24,48,2017-11-18 00:00:00,19508.0,7415795.711291291,114600.30776924336,20.190608002748668,508408.6994436448,457785.8762954537,520891.5274177818
YULARA_COMBINED,low-power,24,49,2017-11-19 00:00:00,19879.0,6307314.266864627,160575.9785268473,862.4833412902539,565490.9767484862,524074.90123814275,846347.9435409809
YULARA_COMBINED,low-power,24,50,2017-11-20 00:00:00,19296.0,10597927.304636301,59270.46321244737,91.2569852107993,287069.2632675142,198390.08357297574,356010.8221012135
YULARA_COMBINED,low-power,24,51,2017-11-21 00:00:00,19433.0,1763325.513722949,48167.02174632742,23.097532563855303,316150.81900174177,137477.12788946048,290234.9354654821
YULARA_COMBINED,low-power,24,52,2017-11-22 00:00:00,19372.0,2051115.0621003788,60724.26777258465,65.88513180885425,346693.5561549235,172963.4733617434,338981.598030438
YULARA_COMBINED,low-power,24,53,2017-11-23 00:00:00,19371.0,3683788.144194101,72842.97536460521,22.93943554505574,254017.18467567986,215167.2739202191,338238.81780159334
YULARA_COMBINED,low-power,24,54,2017-11-24 00:00:00,19296.0,2474668.5463196747,57212.59160166045,10.548093805559265,305979.2580146213,163515.9026234558,301143.08922567236
YULARA_COMBINED,low-power,24,55,2017-11-25 00:00:00,21305.0,15659810.69156782,4747665.688641668,6388697.484647016,3631279.933196822,3513153.012905731,4032358.8394246995
YULARA_COMBINED,low-power,24,56,2017-11-26 00:00:00,23047.0,14038483.822815593,385699.56370700273,32272.614037779305,2086328.4869883761,1725327.8939155731,2124333.2805106286
YULARA_COMBINED,low-power,24,57,2017-11-27 00:00:00,19296.0,4794190.544951295,104256.33437921811,234.92139864827263,806002.1394227699,627563.8530885945,895938.774736534
YULARA_COMBINED,low-power,24,58,2017-11-28 00:00:00,19653.0,8393904.535929041,487360.1350527775,67447.35086094514,994426.2134232884,825155.0555933735,1038223.1600510307
YULARA_COMBINED,low-power,24,59,2017-11-29 00:00:00,19440.0,22829694.31527102,514964.68249876326,638.5548141372593,385005.9854807105,388204.6171381155,607842.4171069178
YULARA_COMBINED,low-power,24,60,2017-11-30 00:00:00,19364.0,3965892.8610214824,90504.93650280744,163.67910930657584,387184.7639549882,373228.22516770504,416543.7600385357
YULARA_COMBINED,low-power,24,61,2017-12-01 00:00:00,19303.0,3574897.018124392,141480.8974916817,242.0585592511633,299400.94985503773,244212.26404244333,378540.84574218874
YULARA_COMBINED,low-power,24,62,2017-12-02 00:00:00,19226.0,2413252.2295263377,205606.6329551962,77.73441768734851,455312.075174394,363458.1962515761,449742.2119662598
YULARA_COMBINED,low-power,24,63,2017-12-03 00:00:00,18934.0,1602235.8720120713,65020.01683906649,38.38237998893968,187381.05798430354,98888.9926517619,206768.71033417992
YULARA_COMBINED,low-power,24,64,2017-12-04 00:00:00,19008.0,2056844.766452603,79014.5542495719,61.59922940596596,250089.49086731975,148847.83839681093,260581.5695040924
YULARA_COMBINED,low-power,24,65,2017-12-05 00:00:00,19388.0,3405330.8603069964,78887.25789927098,10160.382293428578,306288.3908924718,194971.36208080887,308516.8448084576
YULARA_COMBINED,low-power,24,66,2017-12-06 00:00:00,19710.0,12791847.420056898,395462.16667776153,13337.124234501645,936134.496702647,804473.751050392,883347.169552666
YULARA_COMBINED,low-power,24,67,2017-12-07 00:00:00,18790.0,1325320.0713217582,87824.09115980405,197.38717619082533,340062.0196585414,184882.20853552956,334210.4030020992
YULARA_COMBINED,low-power,24,68,2017-12-08 00:00:00,19008.0,1779423.4203002169,53158.44961211926,55.775263084775396,298526.3689978957,172087.2366729534,312107.96676271537
YULARA_COMBINED,low-power,24,69,2017-12-09 00:00:00,19077.0,4273949.93581746,369971.0208488348,3.746796035620231,356072.9899648623,343639.7594025903,502992.4268771743
YULARA_COMBINED,low-power,24,70,2017-12-10 00:00:00,18725.0,7252238.185193962,1145693.6298557622,105.44773822809304,466683.9429045172,615733.8692463699,506252.282415131
YULARA_COMBINED,low-power,24,71,2017-12-11 00:00:00,18927.0,3226068.7047615186,57976.98756440781,838.5749251085576,174062.94030881734,159389.42344033686,285907.148758027
YULARA_COMBINED,low-power,24,72,2017-12-12 00:00:00,19159.0,3798319.3618011386,57760.90016461246,790.1686105589797,373705.2495706013,222637.23955463755,366781.6816566277
YULARA_COMBINED,low-power,24,73,2017-12-13 00:00:00,19008.0,13998110.242341807,234150.28620227188,47.627984652573524,890406.5665515373,877437.9218342748,947357.4183607306
