site,scope,block_hours,blocks,nonempty_blocks,points,reference,rmse_B,rmse_reference,effect_kW,ci_low_kW,ci_high_kW,skill,skill_ci_low,skill_ci_high,replicates,valid_replicates
Qcells,power-active,24,24,24,187950,Inverted44,0.3508946553140599,1.1740995085306072,-0.8232048532165472,-0.9545172608693463,-0.7062167240383274,0.7011372096107878,0.654981487324935,0.7495353008781855,2000,2000
Qcells,power-active,24,24,24,187950,Inverted mean,0.3508946553140599,1.2216252431838208,-0.8707305878697609,-1.0016779562578153,-0.7510884784760852,0.7125277142044681,0.668402039952439,0.7579751185540546,2000,2000
Qcells,power-active,48,12,12,187950,Ridge A,0.3508946553140599,1.1683194382786224,-0.8174247829645624,-0.918499848715782,-0.7401888188166135,0.6996586346016285,0.645933878483143,0.7547465522148593,2000,2000
Qcells,power-active,48,12,12,187950,Daily,0.3508946553140599,0.36897517358527077,-0.018080518271210877,-0.085522316568837,0.06704338557477424,0.04900199136848549,-0.2800686126478969,0.165425564186636,2000,2000
Qcells,power-active,48,12,12,187950,Inverted42,0.3508946553140599,1.2344414789660443,-0.8835468236519843,-1.045963338292175,-0.7171292646478058,0.7157462210294767,0.6670927954757857,0.7631846907174411,2000,2000
Qcells,power-active,48,12,12,187950,Inverted43,0.3508946553140599,1.2563347420548112,-0.9054400867407513,-1.0733606773424313,-0.7523553487159305,0.7206997119731398,0.6638238834981691,0.7738195345224692,2000,2000
Qcells,power-active,48,12,12,187950,Inverted44,0.3508946553140599,1.1740995085306072,-0.8232048532165472,-0.9762727422559614,-0.6881522609991915,0.7011372096107878,0.6455554966975469,0.7567398604856268,2000,2000
Qcells,power-active,48,12,12,187950,Inverted mean,0.3508946553140599,1.2216252431838208,-0.8707305878697609,-1.0280836473395378,-0.7194268458856465,0.7125277142044681,0.6591994662860631,0.7647536033522431,2000,2000
Qcells,power-active,72,8,8,187950,Ridge A,0.3508946553140599,1.1683194382786224,-0.8174247829645624,-0.8845822388153641,-0.7460928092303307,0.6996586346016285,0.6472109730188699,0.7596116757487182,2000,2000
Qcells,power-active,72,8,8,187950,Daily,0.3508946553140599,0.36897517358527077,-0.018080518271210877,-0.06281628410950962,0.03530153278659748,0.04900199136848549,-0.14189333553435812,0.12494855459052343,2000,2000
Qcells,power-active,72,8,8,187950,Inverted42,0.3508946553140599,1.2344414789660443,-0.8835468236519843,-1.0077683098293733,-0.757775873666418,0.7157462210294767,0.6825906769361574,0.763574425731855,2000,2000
Qcells,power-active,72,8,8,187950,Inverted43,0.3508946553140599,1.2563347420548112,-0.9054400867407513,-0.996508319861196,-0.8063482847920197,0.7206997119731398,0.6759141072266026,0.7756350452415952,2000,2000
Qcells,power-active,72,8,8,187950,Inverted44,0.3508946553140599,1.1740995085306072,-0.8232048532165472,-0.9218016376943403,-0.7159067525755166,0.7011372096107878,0.6557425082720951,0.7589036786064796,2000,2000
Qcells,power-active,72,8,8,187950,Inverted mean,0.3508946553140599,1.2216252431838208,-0.8707305878697609,-0.9719314615638805,-0.7613251060074674,0.7125277142044681,0.6717850378470787,0.7661532017839321,2000,2000
Qcells,low-power,24,24,24,243200,Ridge A,0.06340140681478929,0.43958566450470027,-0.376184257689911,-0.43035600191818085,-0.32144064179193865,0.8557700763826629,0.8323109322553834,0.8762925588527228,2000,2000
Qcells,low-power,24,24,24,243200,Daily,0.06340140681478929,0.0009857795428000584,0.062415627271989224,0.05465016555034563,0.07186161809908848,-63.31600988056691,-77.8856559653609,-50.27094749782117,2000,2000
Qcells,low-power,24,24,24,243200,Inverted42,0.06340140681478929,0.3043859013538078,-0.2409844945390185,-0.2801091513536865,-0.20220852929823496,0.7917071502563002,0.7458742308641106,0.8281250740826692,2000,2000
Qcells,low-power,24,24,24,243200,Inverted43,0.06340140681478929,0.342998921699656,-0.2795975148848667,-0.3153394883608759,-0.24792469692729818,0.8151556672521957,0.7865990831325224,0.8422712803165023,2000,2000
Qcells,low-power,24,24,24,243200,Inverted44,0.06340140681478929,0.33831319642644925,-0.27491178961165996,-0.3186237210389794,-0.23052699252840822,0.812595525434749,0.7774127669523893,0.8432614877761769,2000,2000
Qcells,low-power,24,24,24,243200,Inverted mean,0.06340140681478929,0.3285660064933043,-0.265164599678515,-0.30347313054562947,-0.22960886369560385,0.806486114314415,0.770455669725544,0.8377507137988188,2000,2000
Qcells,low-power,48,12,12,243200,Ridge A,0.06340140681478929,0.43958566450470027,-0.376184257689911,-0.44572147530947365,-0.30648372823932,0.8557700763826629,0.8288820871670549,0.8767658967435272,2000,2000
Qcells,low-power,48,12,12,243200,Daily,0.06340140681478929,0.0009857795428000582,0.062415627271989224,0.05438163089809196,0.07208544550700276,-63.316009880566924,-74.52044488587829,-53.711942752813,2000,2000
Qcells,low-power,48,12,12,243200,Inverted42,0.06340140681478929,0.3043859013538077,-0.24098449453901843,-0.293621349814315,-0.19416519043709687,0.7917071502563002,0.7388086097521142,0.8327069379431177,2000,2000
Qcells,low-power,48,12,12,243200,Inverted43,0.06340140681478929,0.34299892169965596,-0.27959751488486667,-0.32486835952356286,-0.2392037207571709,0.8151556672521957,0.7870724226294301,0.8422684948827447,2000,2000
Qcells,low-power,48,12,12,243200,Inverted44,0.06340140681478929,0.33831319642644925,-0.27491178961165996,-0.3317607569195938,-0.21624561760467892,0.812595525434749,0.7703038406449898,0.8454920392559637,2000,2000
Qcells,low-power,48,12,12,243200,Inverted mean,0.06340140681478929,0.3285660064933043,-0.265164599678515,-0.3142104799983502,-0.21803321502013823,0.806486114314415,0.7673527639418902,0.8399817606588347,2000,2000
Qcells,low-power,72,8,8,243200,Ridge A,0.0634014068147893,0.43958566450470027,-0.376184257689911,-0.45684962770491344,-0.29552043573256404,0.8557700763826629,0.8229145956221524,0.8816266080534414,2000,2000
Qcells,low-power,72,8,8,243200,Daily,0.0634014068147893,0.0009857795428000577,0.06241562727198924,0.05312967444957293,0.07288888267348256,-63.316009880566966,-71.88783678997667,-55.84914052233986,2000,2000
Qcells,low-power,72,8,8,243200,Inverted42,0.0634014068147893,0.3043859013538077,-0.24098449453901843,-0.2859753750687248,-0.1951350246330168,0.7917071502563002,0.744615131743374,0.8358286725074663,2000,2000
Qcells,low-power,72,8,8,243200,Inverted43,0.0634014068147893,0.34299892169965596,-0.27959751488486667,-0.31968439421359174,-0.24086943151965107,0.8151556672521957,0.789077647119956,0.8410761482665553,2000,2000
Qcells,low-power,72,8,8,243200,Inverted44,0.0634014068147893,0.33831319642644925,-0.27491178961165996,-0.3342272503967474,-0.2131641226783255,0.8125955254347489,0.7685999378978648,0.8484285515197669,2000,2000
Qcells,low-power,72,8,8,243200,Inverted mean,0.0634014068147893,0.3285660064933043,-0.265164599678515,-0.3101277354613763,-0.2180723614207306,0.806486114314415,0.7693974261111458,0.8413651391415983,2000,2000
YULARA_COMBINED,full,24,92,92,3784320,Ridge A,35.950323856735274,119.58475077247294,-83.63442691573766,-115.95207731410409,-44.80774931139466,0.6993736774587933,0.6621396259414034,0.7094004735108415,2000,2000
YULARA_COMBINED,full,24,92,92,3784320,Daily,35.950323856735274,16.06610109015731,19.884222766577963,6.562957677574375,31.87519221670622,-1.237650793742346,-2.0811031169295022,-0.39938682498226025,2000,2000
YULARA_COMBINED,full,24,92,92,3784320,Inverted42,35.950323856735274,15.983046939187156,19.96727691754812,6.827958497379777,31.63536334479928,-1.2492785007464655,-1.968361822255184,-0.42643571650738193,2000,2000
YULARA_COMBINED,full,24,92,92,3784320,Inverted43,35.950323856735274,15.73533013887975,20.214993717855524,7.013860560091688,31.884145349058443,-1.2846882486378322,-2.017227208810217,-0.4530760296299743,2000,2000
YULARA_COMBINED,full,24,92,92,3784320,Inverted44,35.950323856735274,15.696934506436643,20.253389350298633,7.204946514741788,31.867739429181945,-1.2902767315486714,-2.0126408923699857,-0.4620957833848797,2000,2000
YULARA_COMBINED,full,24,92,92,3784320,Inverted mean,35.950323856735274,15.805103861501182,20.145219995234093,7.01072173648087,31.77856597942761,-1.2747478269776564,-1.9975875198889805,-0.44708585618958874,2000,2000
YULARA_COMBINED,full,48,46,46,3784320,Ridge A,35.95032385673527,119.58475077247293,-83.63442691573766,-124.79302734512318,-9.009192173256407,0.6993736774587933,0.4046947757281028,0.709284884549305,2000,2000
YULARA_COMBINED,full,48,46,46,3784320,Daily,35.95032385673527,16.06610109015731,19.884222766577956,-2.7206744326430132,35.607346128891216,-1.2376507937423455,-2.322813912834134,0.1702318558822273,2000,2000
YULARA_COMBINED,full,48,46,46,3784320,Inverted42,35.95032385673527,15.983046939187156,19.967276917548112,-2.1392442439868873,35.11615455004709,-1.249278500746465,-2.1896207406226322,0.1348628653088482,2000,2000
YULARA_COMBINED,full,48,46,46,3784320,Inverted43,35.95032385673527,15.73533013887975,20.214993717855517,-1.983164640522221,35.384663264677854,-1.2846882486378317,-2.2445849322721707,0.12696555685161692,2000,2000
YULARA_COMBINED,full,48,46,46,3784320,Inverted44,35.95032385673527,15.696934506436643,20.253389350298626,-1.8319999522211317,35.32517840362041,-1.290276731548671,-2.235675731381703,0.11872286856530544,2000,2000
YULARA_COMBINED,full,48,46,46,3784320,Inverted mean,35.95032385673527,15.805103861501182,20.145219995234086,-2.0155514780143196,35.26654346420435,-1.274747826977656,-2.2272464430667234,0.12706914408953798,2000,2000
YULARA_COMBINED,full,72,31,31,3784320,Ridge A,35.95032385673529,119.58475077247294,-83.63442691573766,-131.98535364342848,-8.49405532265521,0.6993736774587931,0.3839028344399542,0.7106659331713359,2000,2000
YULARA_COMBINED,full,72,31,31,3784320,Daily,35.95032385673529,16.066101090157307,19.88422276657798,-2.910443274828201,38.296437754172544,-1.2376507937423473,-2.5265758166489407,0.17446459543890058,2000,2000
YULARA_COMBINED,full,72,31,31,3784320,Inverted42,35.95032385673529,15.983046939187153,19.967276917548133,-2.2593967902203347,37.49383353802571,-1.2492785007464668,-2.3384562551921375,0.1408334566743854,2000,2000
YULARA_COMBINED,full,72,31,31,3784320,Inverted43,35.95032385673529,15.73533013887975,20.21499371785554,-1.997473966478436,37.91057583716034,-1.284688248637833,-2.4067518606372604,0.12821568292840546,2000,2000
YULARA_COMBINED,full,72,31,31,3784320,Inverted44,35.95032385673529,15.696934506436643,20.253389350298647,-1.9008046787542947,37.82902377197947,-1.2902767315486723,-2.38544723814468,0.12270615661495383,2000,2000
YULARA_COMBINED,full,72,31,31,3784320,Inverted mean,35.95032385673529,15.80510386150118,20.145219995234108,-2.010034181495078,37.78565473208103,-1.2747478269776573,-2.370482591152438,0.13023705538613928,2000,2000
YULARA_COMBINED,power-active,24,92,92,1963842,Ridge A,37.932486778040264,121.56511701565029,-83.63263023761002,-116.75153294083532,-42.12771329883675,0.6879656951824689,0.6252309903978384,0.70798577018344,2000,2000
YULARA_COMBINED,power-active,24,92,92,1963842,Daily,37.932486778040264,22.200994052702207,15.731492725338057,2.5590590963085136,27.591009679031366,-0.708594069616594,-1.2726938907357677,-0.11096686595799798,2000,2000
YULARA_COMBINED,power-active,24,92,92,1963842,Inverted42,37.932486778040264,21.429443586071887,16.503043191968377,3.5174586558405907,28.320165593833767,-0.7701106715945982,-1.3013060219219377,-0.16382642172756504,2000,2000
YULARA_COMBINED,power-active,24,92,92,1963842,Inverted43,37.932486778040264,21.190012052422386,16.74247472561788,3.676445296576339,28.584107462961036,-0.7901116188229786,-1.3370512253316618,-0.17091420163825274,2000,2000
YULARA_COMBINED,power-active,24,92,92,1963842,Inverted44,37.932486778040264,20.98836121558079,16.944125562459472,3.9943901050034434,28.594738199956044,-0.8073105559990523,-1.3322024603244569,-0.1945256975247524,2000,2000
YULARA_COMBINED,power-active,24,92,92,1963842,Inverted mean,37.932486778040264,21.20260561802502,16.729881160015243,3.7224049687581675,28.48816177812946,-0.7891776154722097,-1.3237487672805637,-0.17955043600772708,2000,2000
YULARA_COMBINED,power-active,48,46,46,1963842,Ridge A,37.93248677804028,121.56511701565027,-83.63263023760999,-126.20589337561753,-8.170757205820262,0.6879656951824686,0.3101643871483827,0.7078282618539922,2000,2000
YULARA_COMBINED,power-active,48,46,46,1963842,Daily,37.93248677804028,22.200994052702203,15.731492725338075,-3.9012914625228223,31.250286279984902,-0.7085940696165949,-1.4625761847897727,0.17706122207498798,2000,2000
YULARA_COMBINED,power-active,48,46,46,1963842,Inverted42,37.93248677804028,21.429443586071894,16.503043191968384,-2.5056339954918996,31.119584281967644,-0.7701106715945982,-1.4484627230260898,0.1199552967535053,2000,2000
YULARA_COMBINED,power-active,48,46,46,1963842,Inverted43,37.93248677804028,21.190012052422386,16.742474725617893,-2.4898958669885496,31.43969467469887,-0.7901116188229793,-1.4888667942295013,0.11614773312046313,2000,2000
YULARA_COMBINED,power-active,48,46,46,1963842,Inverted44,37.93248677804028,20.98836121558079,16.944125562459487,-2.0079004167292998,31.355776324803887,-0.807310555999053,-1.484726206733161,0.0980441696879567,2000,2000
YULARA_COMBINED,power-active,48,46,46,1963842,Inverted mean,37.93248677804028,21.20260561802502,16.729881160015257,-2.3938460682583163,31.34137405469793,-0.7891776154722102,-1.4701389761502353,0.11317360244392763,2000,2000
YULARA_COMBINED,power-active,72,31,31,1963842,Ridge A,37.93248677804027,121.56511701565027,-83.63263023761,-133.7271402680704,-7.432864981563093,0.6879656951824688,0.2847141905249103,0.7088737161634091,2000,2000
YULARA_COMBINED,power-active,72,31,31,1963842,Daily,37.93248677804027,22.2009940527022,15.731492725338072,-4.193192403078143,33.78895468313317,-0.7085940696165949,-1.6129506268703233,0.18211150893460215,2000,2000
YULARA_COMBINED,power-active,72,31,31,1963842,Inverted42,37.93248677804027,21.42944358607189,16.50304319196838,-2.9618401178559846,33.94913874332409,-0.7701106715945982,-1.5888360042741532,0.13843850199966465,2000,2000
YULARA_COMBINED,power-active,72,31,31,1963842,Inverted43,37.93248677804027,21.190012052422386,16.742474725617885,-2.6950184408716047,34.30689291841365,-0.7901116188229789,-1.6182444468515418,0.12891220524398309,2000,2000
YULARA_COMBINED,power-active,72,31,31,1963842,Inverted44,37.93248677804027,20.98836121558079,16.94412556245948,-2.2623466887870367,34.1692719207595,-0.8073105559990525,-1.610879927473233,0.10867943193898336,2000,2000
YULARA_COMBINED,power-active,72,31,31,1963842,Inverted mean,37.93248677804027,21.20260561802502,16.72988116001525,-2.63156945645321,34.18716261550388,-0.78917761547221,-1.6064862856588216,0.1248757203677314,2000,2000
YULARA_COMBINED,low-power,24,92,92,1820478,Ridge A,33.68152530285984,117.41098311143173,-83.7294578085719,-114.41046179920684,-45.95161863893653,0.7131313918827034,0.6929093623942698,0.7423363499557891,2000,2000
YULARA_COMBINED,low-power,24,92,92,1820478,Daily,33.68152530285984,2.206170786894585,31.475354515965254,14.176453959028464,44.79846694028028,-14.266961879352094,-67.79906245806293,-6.030679143743599,2000,2000
YULARA_COMBINED,low-power,24,92,92,1820478,Inverted42,33.68152530285984,5.970596085135871,27.71092921772397,10.250775060684225,40.805881427751906,-4.641233274297663,-6.6130880888905725,-1.7931985900370213,2000,2000
YULARA_COMBINED,low-power,24,92,92,1820478,Inverted43,33.68152530285984,5.50662859504799,28.17489670781185,10.863948826688407,41.097774301948164,-5.116542040469012,-7.088109342403862,-2.1329538894397593,2000,2000
YULARA_COMBINED,low-power,24,92,92,1820478,Inverted44,33.68152530285984,6.08188270073724,27.5996426021226,10.079502672633728,40.67229297390031,-4.538009685516789,-6.577187282279205,-1.716793466711916,2000,2000
YULARA_COMBINED,low-power,24,92,92,1820478,Inverted mean,33.68152530285984,5.853035793640367,27.828489509219473,10.40985410457455,40.84871326940988,-4.7652616667611545,-6.747688106091734,-1.873862640982553,2000,2000
YULARA_COMBINED,low-power,48,46,46,1820478,Ridge A,33.681525302859846,117.41098311143172,-83.72945780857188,-123.23957853076182,-14.223783372991878,0.7131313918827034,0.6933309143310867,0.7930271710987338,2000,2000
YULARA_COMBINED,low-power,48,46,46,1820478,Daily,33.681525302859846,2.2061707868945843,31.47535451596526,1.144574733301144,48.127606524438995,-14.2669618793521,-68.37199195527614,-0.6003643139515303,2000,2000
YULARA_COMBINED,low-power,48,46,46,1820478,Inverted42,33.681525302859846,5.970596085135871,27.710929217723976,-2.303913169084921,43.656407078677304,-4.641233274297664,-7.057142593502488,0.3958103139370528,2000,2000
YULARA_COMBINED,low-power,48,46,46,1820478,Inverted43,33.681525302859846,5.5066285950479905,28.174896707811854,-1.689841652343365,43.93177626008369,-5.116542040469012,-7.4386326108870024,0.3239149132585493,2000,2000
YULARA_COMBINED,low-power,48,46,46,1820478,Inverted44,33.681525302859846,6.08188270073724,27.599642602122607,-2.5530236890310127,43.691614859164645,-4.53800968551679,-7.061328554614423,0.41966274183010016,2000,2000
YULARA_COMBINED,low-power,48,46,46,1820478,Inverted mean,33.681525302859846,5.853035793640367,27.82848950921948,-2.1879003266382684,43.76428443996828,-4.765261666761155,-7.175978914681486,0.3798704432310818,2000,2000
YULARA_COMBINED,low-power,72,31,31,1820478,Ridge A,33.68152530285984,117.41098311143175,-83.72945780857191,-129.95449695178885,-13.488134472478789,0.7131313918827034,0.667675848586427,0.8109492744444977,2000,2000
YULARA_COMBINED,low-power,72,31,31,1820478,Daily,33.68152530285984,2.206170786894584,31.475354515965254,0.9627887556265311,50.32955940407376,-14.2669618793521,-77.92565394051161,-0.4463815912583875,2000,2000
YULARA_COMBINED,low-power,72,31,31,1820478,Inverted42,33.68152530285984,5.970596085135871,27.71092921772397,-2.4680364805976844,46.196744895606635,-4.641233274297663,-7.387940584062356,0.42929492790487717,2000,2000
YULARA_COMBINED,low-power,72,31,31,1820478,Inverted43,33.68152530285984,5.5066285950479905,28.174896707811847,-1.8163688482161953,46.38469638480615,-5.116542040469011,-7.692273697108268,0.3598669346565339,2000,2000
YULARA_COMBINED,low-power,72,31,31,1820478,Inverted44,33.68152530285984,6.08188270073724,27.5996426021226,-2.69669878194526,46.15044434270356,-4.538009685516789,-7.386313125255741,0.4549366150964668,2000,2000
YULARA_COMBINED,low-power,72,31,31,1820478,Inverted mean,33.68152530285984,5.853035793640367,27.828489509219473,-2.3256395074648073,46.24396187437212,-4.7652616667611545,-7.491554489780748,0.41727278494472037,2000,2000
NIST_GROUND,full,24,92,90,3128676,Ridge A,34.99506817833026,48.9560564327245,-13.960988254394245,-16.436753468406287,-11.54145183369461,0.28517387370813785,0.23543806595512407,0.33612258286131863,2000,2000
NIST_GROUND,full,24,92,90,3128676,Daily,34.99506817833026,41.899430912463814,-6.9043627341335565,-8.35945786182994,-5.328841801382837,0.16478416493431935,0.13730562363670235,0.18821951820505428,2000,2000
NIST_GROUND,full,24,92,90,3128676,Inverted42,34.99506817833026,44.553447464610365,-9.558379286280108,-12.21087851739009,-7.101661588852064,0.2145373664714163,0.15990123702892037,0.27067486320649947,2000,2000
NIST_GROUND,full,24,92,90,3128676,Inverted43,34.99506817833026,43.948579935476026,-8.953511757145769,-11.572739470565276,-6.524199736099545,0.20372698663508682,0.14967783943894727,0.2596618984946534,2000,2000
NIST_GROUND,full,24,92,90,3128676,Inverted44,34.99506817833026,45.32584042685775,-10.330772248527495,-13.044005421734028,-7.8421169817511975,0.22792235403110173,0.1746881809443574,0.28304019639417377,2000,2000
NIST_GROUND,full,24,92,90,3128676,Inverted mean,34.99506817833026,44.60928927564805,-9.614221097317795,-12.280335475601108,-7.164546166673326,0.2153955690458683,0.1617740980504876,0.2714297890896451,2000,2000
NIST_GROUND,full,48,46,45,3128676,Ridge A,34.99506817833025,48.95605643272451,-13.960988254394259,-16.566291296094278,-11.352679491538519,0.28517387370813807,0.23121313796700652,0.33789349981914796,2000,2000
NIST_GROUND,full,48,46,45,3128676,Daily,34.99506817833025,41.899430912463814,-6.904362734133564,-8.43009924520218,-5.3060174004001786,0.16478416493431958,0.13743197692206835,0.1879814613270764,2000,2000
NIST_GROUND,full,48,46,45,3128676,Inverted42,34.99506817833025,44.55344746461037,-9.558379286280122,-12.030878276609952,-7.085737269693131,0.21453736647141664,0.15928959886757088,0.26912074329696917,2000,2000
NIST_GROUND,full,48,46,45,3128676,Inverted43,34.99506817833025,43.948579935476026,-8.953511757145776,-11.428383617290176,-6.469694362670016,0.20372698663508693,0.14647281934426926,0.25995913472081816,2000,2000
NIST_GROUND,full,48,46,45,3128676,Inverted44,34.99506817833025,45.32584042685775,-10.330772248527502,-12.749653216754515,-7.905433663025539,0.22792235403110184,0.17426238182715897,0.2815174026571668,2000,2000
NIST_GROUND,full,48,46,45,3128676,Inverted mean,34.99506817833025,44.60928927564805,-9.614221097317802,-12.083383402046742,-7.146049617925637,0.21539556904586846,0.16095308066517738,0.2700449751314698,2000,2000
NIST_GROUND,full,72,31,31,3128676,Ridge A,34.99506817833025,48.956056432724516,-13.960988254394266,-16.82273011072006,-11.204568240864868,0.2851738737081382,0.22927939158416916,0.34395708230015937,2000,2000
NIST_GROUND,full,72,31,31,3128676,Daily,34.99506817833025,41.899430912463814,-6.904362734133564,-8.55267103561777,-4.954418336000963,0.16478416493431958,0.1320123949129581,0.1875733465112786,2000,2000
NIST_GROUND,full,72,31,31,3128676,Inverted42,34.99506817833025,44.55344746461038,-9.558379286280129,-12.468226306122391,-6.994030627169099,0.21453736647141675,0.15778024747525593,0.27478352119714006,2000,2000
NIST_GROUND,full,72,31,31,3128676,Inverted43,34.99506817833025,43.948579935476026,-8.953511757145776,-11.85315764400267,-6.354586237294627,0.20372698663508693,0.1449753718922664,0.2658567333427322,2000,2000
NIST_GROUND,full,72,31,31,3128676,Inverted44,34.99506817833025,45.32584042685775,-10.330772248527502,-13.099631833490594,-7.803537625514801,0.22792235403110184,0.17299049816846648,0.28577181840001137,2000,2000
NIST_GROUND,full,72,31,31,3128676,Inverted mean,34.99506817833025,44.60928927564805,-9.614221097317802,-12.448650713076438,-7.0547252286260145,0.2153955690458685,0.1587885864055305,0.27507885968485213,2000,2000
NIST_GROUND,power-active,24,92,89,1098178,Ridge A,54.73151769106457,63.976353867470515,-9.244836176405947,-14.110390833455764,-4.506125940776663,0.14450395525129456,0.07178035349595695,0.21639762715272629,2000,2000
NIST_GROUND,power-active,24,92,89,1098178,Daily,54.73151769106457,69.74772636150155,-15.016208670436981,-17.397633643555352,-12.54135050678683,0.21529316371702456,0.19200373753743685,0.23647096806638299,2000,2000
NIST_GROUND,power-active,24,92,89,1098178,Inverted42,54.73151769106457,59.71697514484033,-4.985457453775766,-9.407878178055713,-0.777213283587614,0.08348476194053378,0.013077460585444232,0.1571272585238143,2000,2000
NIST_GROUND,power-active,24,92,89,1098178,Inverted43,54.73151769106457,60.203766337151094,-5.472248646086527,-9.847944711855506,-1.2143693040409107,0.09089545354091344,0.020545585013838782,0.16222186648468986,2000,2000
NIST_GROUND,power-active,24,92,89,1098178,Inverted44,54.73151769106457,61.71269378175083,-6.981176090686262,-11.522749580377031,-2.6866056430218896,0.11312382692895306,0.043350647530629643,0.18488912607620878,2000,2000
NIST_GROUND,power-active,24,92,89,1098178,Inverted mean,54.73151769106457,60.54447842124742,-5.812960730182851,-10.279944938222194,-1.5782776239672736,0.09583468080346676,0.02586647420948899,0.16818902377981973,2000,2000
NIST_GROUND,power-active,48,46,45,1098178,Ridge A,54.73151769106457,63.976353867470515,-9.244836176405947,-14.615314930969973,-3.7098056827907575,0.14450395525129456,0.05830481447763933,0.22488958852528326,2000,2000
NIST_GROUND,power-active,48,46,45,1098178,Daily,54.73151769106457,69.74772636150155,-15.016208670436981,-17.670484484965577,-12.324224497923048,0.21529316371702456,0.1915178564522902,0.23636617284580363,2000,2000
NIST_GROUND,power-active,48,46,45,1098178,Inverted42,54.73151769106457,59.71697514484033,-4.985457453775766,-9.02903180819674,-0.8962914422591637,0.08348476194053378,0.01449148778357102,0.1525889051949052,2000,2000
NIST_GROUND,power-active,48,46,45,1098178,Inverted43,54.73151769106457,60.20376633715109,-5.47224864608652,-9.56812775047568,-1.4353092297949097,0.09089545354091333,0.02313125276011328,0.15973437303610974,2000,2000
NIST_GROUND,power-active,48,46,45,1098178,Inverted44,54.73151769106457,61.71269378175083,-6.981176090686262,-11.045017977707623,-2.8744032409410143,0.11312382692895306,0.045621298011166767,0.18036412217708112,2000,2000
NIST_GROUND,power-active,48,46,45,1098178,Inverted mean,54.73151769106457,60.54447842124742,-5.812960730182851,-9.90216441894734,-1.6999946079450379,0.09583468080346673,0.0274057483735378,0.16397673281759934,2000,2000
NIST_GROUND,power-active,72,31,31,1098178,Ridge A,54.73151769106457,63.976353867470515,-9.244836176405947,-15.089466892340564,-3.5333739028594886,0.14450395525129456,0.05614959952164063,0.23035475101053432,2000,2000
NIST_GROUND,power-active,72,31,31,1098178,Daily,54.73151769106457,69.74772636150155,-15.016208670436981,-17.680886128456937,-12.03076611471538,0.21529316371702456,0.19178703133995686,0.23298888400800763,2000,2000
NIST_GROUND,power-active,72,31,31,1098178,Inverted42,54.73151769106457,59.71697514484033,-4.985457453775766,-9.307199920118432,-1.1001789455082653,0.08348476194053378,0.018599356515950915,0.15806813195289376,2000,2000
NIST_GROUND,power-active,72,31,31,1098178,Inverted43,54.73151769106457,60.203766337151094,-5.472248646086527,-9.88552900737462,-1.4151076478628426,0.09089545354091344,0.02331238836280463,0.16654228829212042,2000,2000
NIST_GROUND,power-active,72,31,31,1098178,Inverted44,54.73151769106457,61.712693781750836,-6.981176090686269,-11.343536056318747,-2.9644705759855445,0.11312382692895318,0.04802487126067782,0.18680104739359973,2000,2000
NIST_GROUND,power-active,72,31,31,1098178,Inverted mean,54.73151769106457,60.54447842124742,-5.812960730182851,-10.177160273845653,-1.8552847872816092,0.0958346808034668,0.030149679535513372,0.17063716221758063,2000,2000
NIST_GROUND,low-power,24,92,90,2030498,Ridge A,16.33666886830645,38.46137495762469,-22.12470608931824,-23.37231560756043,-20.86757440069608,0.5752448037464708,0.5495078996160213,0.5972552479414437,2000,2000
NIST_GROUND,low-power,24,92,90,2030498,Daily,16.33666886830645,8.601538502143194,7.735130366163256,5.15944115653557,10.515035655284116,-0.8992728875463314,-2.083070700557069,-0.43304106856104824,2000,2000
NIST_GROUND,low-power,24,92,90,2030498,Inverted42,16.33666886830645,33.613700151580744,-17.277031283274294,-18.82700715637099,-15.774378235279597,0.5139877849020977,0.4817535017897136,0.5472409615907021,2000,2000
NIST_GROUND,low-power,24,92,90,2030498,Inverted43,16.33666886830645,31.87199594023948,-15.535327071933029,-17.05235773702095,-14.066770744896237,0.4874287478280941,0.45359758722290205,0.5222282157221976,2000,2000
NIST_GROUND,low-power,24,92,90,2030498,Inverted44,16.33666886830645,33.253301595895465,-16.916632727589015,-18.356750083001423,-15.492000697637454,0.5087203951404655,0.4779145773807992,0.5409753442955233,2000,2000
NIST_GROUND,low-power,24,92,90,2030498,Inverted mean,16.33666886830645,32.91299922923856,-16.576330360932108,-18.064980687225447,-15.124757874125134,0.5033789759568857,0.47093475874993407,0.5366495853901799,2000,2000
NIST_GROUND,low-power,48,46,45,2030498,Ridge A,16.336668868306447,38.46137495762469,-22.124706089318245,-23.36023039099715,-20.85443232508134,0.5752448037464708,0.550228784885157,0.5977659143193053,2000,2000
NIST_GROUND,low-power,48,46,45,2030498,Daily,16.336668868306447,8.601538502143194,7.7351303661632524,5.296003117587066,10.501124373559815,-0.899272887546331,-2.0912324869334737,-0.44722635495721585,2000,2000
NIST_GROUND,low-power,48,46,45,2030498,Inverted42,16.336668868306447,33.61370015158075,-17.277031283274304,-19.15707640135929,-15.399972949252536,0.513987784902098,0.47433847382003996,0.5533725147640448,2000,2000
NIST_GROUND,low-power,48,46,45,2030498,Inverted43,16.336668868306447,31.87199594023948,-15.535327071933033,-17.37466714828195,-13.763803995650344,0.4874287478280942,0.4462877262841581,0.5280261611365494,2000,2000
