Hanwha_ground_ghi,Hanwha_power,Qcells_ground_ghi,Qcells_power,Sanyo_ground_ghi,Sanyo_power,active_power_valid,actual_unique_timestamps,archive_http_verified,archive_status,availability_policy,column_names,continuous_L72_H144_windows,continuous_segment_count,coverage_ratio,cycle_utc,dominant_interval_minutes,download_status,downloaded_bytes_this_run,duplicate_timestamps,endStep,expected_nwp_points,expected_timestamps,extraction_seconds,failure_reason,fallback_cycles,file_size_bytes,first_timestamp,forecast_age_hours,forecast_lead_hours,forecast_origin_acst,forecast_origin_utc,gfs_ground_ghi_direction_accuracy,gfs_ground_ghi_mae_wm2,gfs_ground_ghi_pearson,gfs_pv_direction_accuracy,gfs_pv_power_pearson,gfs_v16_boundary_utc,grib_url,grid_distance_degrees,grid_latitude,grid_longitude,group,group_type,idx_file_bytes,idx_url,inventory_line,last_timestamp,legal_segment_count,local_grib_path,local_idx_path,malformed_physical_lines,missing_by_column,missing_timestamps,model,months_covered,nominal_issue_time_utc,notes,nwp_valid,official_object_last_modified,parsed_records,period,period_end,period_start,physical_lines,policy_available_time_utc,record_type,reverse_timestamps,sample_count,segment_id,segment_length_5min,selected_cycle_utc,selected_file_bytes,short_name,site,source,source_mtime_ns,source_object,source_path,split,startStep,stepType,three_array_common_nwp,timezone_status,trajectory_cycle_policy,typeOfStatisticalProcessing,units,valid_nwp_points,valid_time_acst,valid_time_utc,valid_timestamp_count,validityDate,validityTime,value,variable
2.9166221618652,0.0,2.9166221618652,0.0,2.9166221618652,0.0,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-05T00:00:00+00:00,,,,,11.0,,,,,,,,,11,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f011,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f011.idx,584:424486566:d=2022090500:RH:2 m above ground:11 hour fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f011.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f011.idx,,,,NOAA GFS 0.25 degree,,2022-09-05T00:00:00+00:00,,,,,,,,,2022-09-05T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,2r,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f011,,,11.0,instant,,,,UNKNOWN,%,,2022-09-05T20:30:00+09:30,2022-09-05T11:00:00+00:00,,20220905,1100,33.4,RH_2m
2.9166221618652,0.0,2.9166221618652,0.0,2.9166221618652,0.0,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-05T00:00:00+00:00,,,,,11.0,,,,,,,,,11,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f011,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f011.idx,588:426819746:d=2022090500:UGRD:10 m above ground:11 hour fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f011.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f011.idx,,,,NOAA GFS 0.25 degree,,2022-09-05T00:00:00+00:00,,,,,,,,,2022-09-05T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,10u,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f011,,,11.0,instant,,,,UNKNOWN,m s**-1,,2022-09-05T20:30:00+09:30,2022-09-05T11:00:00+00:00,,20220905,1100,-4.0559716796875005,UGRD_10m
2.9166221618652,0.0,2.9166221618652,0.0,2.9166221618652,0.0,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-05T00:00:00+00:00,,,,,11.0,,,,,,,,,11,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f011,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f011.idx,589:427795274:d=2022090500:VGRD:10 m above ground:11 hour fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f011.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f011.idx,,,,NOAA GFS 0.25 degree,,2022-09-05T00:00:00+00:00,,,,,,,,,2022-09-05T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,10v,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f011,,,11.0,instant,,,,UNKNOWN,m s**-1,,2022-09-05T20:30:00+09:30,2022-09-05T11:00:00+00:00,,20220905,1100,0.04913330078125,VGRD_10m
2.9166221618652,0.0,2.9166221618652,0.0,2.9166221618652,0.0,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-05T00:00:00+00:00,,,,,11.0,,,,,,,,,11,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f011,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f011.idx,596:431941422:d=2022090500:APCP:surface:6-11 hour acc fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f011.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f011.idx,,,,NOAA GFS 0.25 degree,,2022-09-05T00:00:00+00:00,,,,,,,,,2022-09-05T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,tp,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f011,,,6.0,accum,,,,1,kg m**-2,,2022-09-05T20:30:00+09:30,2022-09-05T11:00:00+00:00,,20220905,1100,0.0,APCP_surface
3.7740397453308,0.0,3.7740397453308,0.0,3.7740397453308,0.0,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-05T00:00:00+00:00,,,,,12.0,,,,,,,,,12,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f012,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f012.idx,653:468074297:d=2022090500:DSWRF:surface:6-12 hour ave fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f012.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f012.idx,,,,NOAA GFS 0.25 degree,,2022-09-05T00:00:00+00:00,,,,,,,,,2022-09-05T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,sdswrf,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f012,,,6.0,avg,,,,0,W m**-2,,2022-09-05T21:30:00+09:30,2022-09-05T12:00:00+00:00,,20220905,1200,135.712,DSWRF_surface
3.7740397453308,0.0,3.7740397453308,0.0,3.7740397453308,0.0,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-05T00:00:00+00:00,,,,,12.0,,,,,,,,,12,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f012,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f012.idx,636:451163511:d=2022090500:TCDC:entire atmosphere:12 hour fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f012.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f012.idx,,,,NOAA GFS 0.25 degree,,2022-09-05T00:00:00+00:00,,,,,,,,,2022-09-05T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,tcc,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f012,,,12.0,instant,,,,UNKNOWN,%,,2022-09-05T21:30:00+09:30,2022-09-05T12:00:00+00:00,,20220905,1200,0.0,TCDC_entire_atmosphere
3.7740397453308,0.0,3.7740397453308,0.0,3.7740397453308,0.0,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-05T00:00:00+00:00,,,,,12.0,,,,,,,,,12,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f012,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f012.idx,581:422673327:d=2022090500:TMP:2 m above ground:12 hour fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f012.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f012.idx,,,,NOAA GFS 0.25 degree,,2022-09-05T00:00:00+00:00,,,,,,,,,2022-09-05T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,2t,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f012,,,12.0,instant,,,,UNKNOWN,K,,2022-09-05T21:30:00+09:30,2022-09-05T12:00:00+00:00,,20220905,1200,288.675830078125,TMP_2m
3.7740397453308,0.0,3.7740397453308,0.0,3.7740397453308,0.0,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-05T00:00:00+00:00,,,,,12.0,,,,,,,,,12,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f012,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f012.idx,584:424935906:d=2022090500:RH:2 m above ground:12 hour fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f012.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f012.idx,,,,NOAA GFS 0.25 degree,,2022-09-05T00:00:00+00:00,,,,,,,,,2022-09-05T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,2r,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f012,,,12.0,instant,,,,UNKNOWN,%,,2022-09-05T21:30:00+09:30,2022-09-05T12:00:00+00:00,,20220905,1200,35.800000000000004,RH_2m
3.7740397453308,0.0,3.7740397453308,0.0,3.7740397453308,0.0,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-05T00:00:00+00:00,,,,,12.0,,,,,,,,,12,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f012,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f012.idx,588:427266478:d=2022090500:UGRD:10 m above ground:12 hour fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f012.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f012.idx,,,,NOAA GFS 0.25 degree,,2022-09-05T00:00:00+00:00,,,,,,,,,2022-09-05T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,10u,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f012,,,12.0,instant,,,,UNKNOWN,m s**-1,,2022-09-05T21:30:00+09:30,2022-09-05T12:00:00+00:00,,20220905,1200,-3.79874267578125,UGRD_10m
3.7740397453308,0.0,3.7740397453308,0.0,3.7740397453308,0.0,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-05T00:00:00+00:00,,,,,12.0,,,,,,,,,12,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f012,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f012.idx,589:428246817:d=2022090500:VGRD:10 m above ground:12 hour fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f012.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f012.idx,,,,NOAA GFS 0.25 degree,,2022-09-05T00:00:00+00:00,,,,,,,,,2022-09-05T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,10v,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f012,,,12.0,instant,,,,UNKNOWN,m s**-1,,2022-09-05T21:30:00+09:30,2022-09-05T12:00:00+00:00,,20220905,1200,-0.1593798828125,VGRD_10m
3.7740397453308,0.0,3.7740397453308,0.0,3.7740397453308,0.0,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-05T00:00:00+00:00,,,,,12.0,,,,,,,,,12,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f012,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f012.idx,596:432307337:d=2022090500:APCP:surface:6-12 hour acc fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f012.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f012.idx,,,,NOAA GFS 0.25 degree,,2022-09-05T00:00:00+00:00,,,,,,,,,2022-09-05T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,tp,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f012,,,6.0,accum,,,,1,kg m**-2,,2022-09-05T21:30:00+09:30,2022-09-05T12:00:00+00:00,,20220905,1200,0.0,APCP_surface
2.9990019798279,0.0,2.9990019798279,0.0,2.9990019798279,0.0,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-05T00:00:00+00:00,,,,,13.0,,,,,,,,,13,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f013,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f013.idx,653:467019250:d=2022090500:DSWRF:surface:12-13 hour ave fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f013.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f013.idx,,,,NOAA GFS 0.25 degree,,2022-09-05T00:00:00+00:00,,,,,,,,,2022-09-05T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,sdswrf,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f013,,,12.0,avg,,,,0,W m**-2,,2022-09-05T22:30:00+09:30,2022-09-05T13:00:00+00:00,,20220905,1300,0.0,DSWRF_surface
2.9990019798279,0.0,2.9990019798279,0.0,2.9990019798279,0.0,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-05T00:00:00+00:00,,,,,13.0,,,,,,,,,13,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f013,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f013.idx,636:451810712:d=2022090500:TCDC:entire atmosphere:13 hour fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f013.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f013.idx,,,,NOAA GFS 0.25 degree,,2022-09-05T00:00:00+00:00,,,,,,,,,2022-09-05T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,tcc,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f013,,,13.0,instant,,,,UNKNOWN,%,,2022-09-05T22:30:00+09:30,2022-09-05T13:00:00+00:00,,20220905,1300,0.0,TCDC_entire_atmosphere
2.9990019798279,0.0,2.9990019798279,0.0,2.9990019798279,0.0,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-05T00:00:00+00:00,,,,,13.0,,,,,,,,,13,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f013,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f013.idx,581:423978005:d=2022090500:TMP:2 m above ground:13 hour fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f013.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f013.idx,,,,NOAA GFS 0.25 degree,,2022-09-05T00:00:00+00:00,,,,,,,,,2022-09-05T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,2t,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f013,,,13.0,instant,,,,UNKNOWN,K,,2022-09-05T22:30:00+09:30,2022-09-05T13:00:00+00:00,,20220905,1300,288.10302734375,TMP_2m
2.9990019798279,0.0,2.9990019798279,0.0,2.9990019798279,0.0,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-05T00:00:00+00:00,,,,,13.0,,,,,,,,,13,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f013,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f013.idx,584:426242443:d=2022090500:RH:2 m above ground:13 hour fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f013.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f013.idx,,,,NOAA GFS 0.25 degree,,2022-09-05T00:00:00+00:00,,,,,,,,,2022-09-05T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,2r,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f013,,,13.0,instant,,,,UNKNOWN,%,,2022-09-05T22:30:00+09:30,2022-09-05T13:00:00+00:00,,20220905,1300,37.9,RH_2m
2.9990019798279,0.0,2.9990019798279,0.0,2.9990019798279,0.0,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-05T00:00:00+00:00,,,,,13.0,,,,,,,,,13,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f013,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f013.idx,588:428594339:d=2022090500:UGRD:10 m above ground:13 hour fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f013.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f013.idx,,,,NOAA GFS 0.25 degree,,2022-09-05T00:00:00+00:00,,,,,,,,,2022-09-05T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,10u,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f013,,,13.0,instant,,,,UNKNOWN,m s**-1,,2022-09-05T22:30:00+09:30,2022-09-05T13:00:00+00:00,,20220905,1300,-3.593828125,UGRD_10m
2.9990019798279,0.0,2.9990019798279,0.0,2.9990019798279,0.0,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-05T00:00:00+00:00,,,,,13.0,,,,,,,,,13,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f013,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f013.idx,589:429571585:d=2022090500:VGRD:10 m above ground:13 hour fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f013.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f013.idx,,,,NOAA GFS 0.25 degree,,2022-09-05T00:00:00+00:00,,,,,,,,,2022-09-05T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,10v,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f013,,,13.0,instant,,,,UNKNOWN,m s**-1,,2022-09-05T22:30:00+09:30,2022-09-05T13:00:00+00:00,,20220905,1300,-0.34917724609375,VGRD_10m
2.9990019798279,0.0,2.9990019798279,0.0,2.9990019798279,0.0,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-05T00:00:00+00:00,,,,,13.0,,,,,,,,,13,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f013,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f013.idx,596:433756587:d=2022090500:APCP:surface:12-13 hour acc fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f013.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f013.idx,,,,NOAA GFS 0.25 degree,,2022-09-05T00:00:00+00:00,,,,,,,,,2022-09-05T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,tp,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f013,,,12.0,accum,,,,1,kg m**-2,,2022-09-05T22:30:00+09:30,2022-09-05T13:00:00+00:00,,20220905,1300,0.0,APCP_surface
1.5808856487274,0.0,1.5808856487274,0.0,1.5808856487274,0.0,,,True,,PREVIOUS_COMPLETED_CYCLE_6H,,,,,2022-09-05T00:00:00+00:00,,,,,14.0,,,,,,,,,14,,,,,,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f014,0.0,-23.75,133.75,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f014.idx,653:464808498:d=2022090500:DSWRF:surface:12-14 hour ave fcst:,,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f014.selected.grib2,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\NWP_GFS_AliceSprings\gfs_20220905_00_f014.idx,,,,NOAA GFS 0.25 degree,,2022-09-05T00:00:00+00:00,,,,,,,,,2022-09-05T06:00:00+00:00,NWP_PILOT_MESSAGE,,,,,,,sdswrf,,,,https://noaa-gfs-bdp-pds.s3.amazonaws.com/gfs.20220905/00/atmos/gfs.t00z.pgrb2.0p25.f014,,,12.0,avg,,,,0,W m**-2,,2022-09-05T23:30:00+09:30,2022-09-05T14:00:00+00:00,,20220905,1400,0.0,DSWRF_surface
