section,model,seed,split,scope,horizon,n,rmse_kw,mae_kw,bias_kw,r2,diff_mae_kw,change_amplitude_ratio,total_variation_ratio,peak_rate_ratio,direction_accuracy,true_change_predicted_flat_rate,true_flat_predicted_change_rate,baseline_parameters,inference_ms_per_sample,artifact_source,sse_share,actual_epochs,best_epoch,best_validation_total_loss,stop_reason,numerically_finite,training_seconds,mean_epoch_seconds,backbone_parameters,delta_head_parameters,anchor_head_parameters,total_parameters,parameter_increase_pct,anchor_rmse_kw,anchor_bias_kw,constraint_max_abs_scaled,preprojection_rmse_kw,postprojection_rmse_kw,mean_correction_norm_scaled,correction_to_raw_increment_norm_ratio,projection_tv_ratio,preprojection_tv_ratio
scenario,ALICD,42,validation,full_timeline,12,17485,0.4430783987045288,0.19573980569839478,0.009751838631927967,0.9502077404556323,0.11625348776578903,0.4196956753730774,0.4196956753730774,0.34516969323158264,0.3583357163282814,0.08850919836049947,0.07619388046897341,74444,0.0300107921075175,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_alicd_screen\results\ALICD\42\best_validation.pt,1.0,14,9,0.06450561877758498,early_stopping,True,66.27260550000005,4.7223184142857235,19136,55308,13827,88271,18.573692977271516,,,,,,,,,
scenario,ALICD,42,validation,daylight,12,9032,0.6157485246658325,0.3584534227848053,0.03034570999443531,0.9028314467440632,0.2113751620054245,0.3595891296863556,0.3595890998840332,0.29442885518074036,0.6849258193091231,0.17107691172128728,0.11608724534986714,74444,0.0300107921075175,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_alicd_screen\results\ALICD\42\best_validation.pt,0.9976170063018799,14,9,0.06450561877758498,early_stopping,True,66.27260550000005,4.7223184142857235,19136,55308,13827,88271,18.573692977271516,,,,,,,,,
scenario,ALICD,42,validation,high_change_daylight,12,6623,0.7129852175712585,0.45313748717308044,0.04581044241786003,0.8281081021071153,0.2740917503833771,0.3173618018627167,0.3173618018627167,0.2508407235145569,0.694498968241985,0.17531078564598118,0.07843877396950023,74444,0.0300107921075175,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_alicd_screen\results\ALICD\42\best_validation.pt,0.9808192849159241,14,9,0.06450561877758498,early_stopping,True,66.27260550000005,4.7223184142857235,19136,55308,13827,88271,18.573692977271516,,,,,,,,,
scenario,ALICD,42,validation,midday,12,3660,0.7729970216751099,0.46283450722694397,0.03917979076504707,0.7227594561819983,0.2869696319103241,0.2476324439048767,0.2476324439048767,0.25245538353919983,0.6211293260473588,0.2579007285974499,0.14385245901639343,74444,0.0300107921075175,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_alicd_screen\results\ALICD\42\best_validation.pt,0.6371033787727356,14,9,0.06450561877758498,early_stopping,True,66.27260550000005,4.7223184142857235,19136,55308,13827,88271,18.573692977271516,,,,,,,,,
scenario,ALICD,42,validation,sunrise,12,2917,0.4044869542121887,0.23095381259918213,-0.018937107175588608,0.9061918862225334,0.11710377782583237,0.5391276478767395,0.5391276478767395,0.3721188008785248,0.5755913609873158,0.07956233573305908,0.09364644040681065,74444,0.0300107921075175,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_alicd_screen\results\ALICD\42\best_validation.pt,0.1390332579612732,14,9,0.06450561877758498,early_stopping,True,66.27260550000005,4.7223184142857235,19136,55308,13827,88271,18.573692977271516,,,,,,,,,
scenario,ALICD,42,validation,sunset,12,2928,0.21567906439304352,0.11438697576522827,0.030757863074541092,0.9034904340042998,0.06194043532013893,0.8005577325820923,0.8005576729774475,0.6265552043914795,0.4144182604735883,0.05894239526411658,0.12323542805100182,74444,0.0300107921075175,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_alicd_screen\results\ALICD\42\best_validation.pt,0.03967895358800888,14,9,0.06450561877758498,early_stopping,True,66.27260550000005,4.7223184142857235,19136,55308,13827,88271,18.573692977271516,,,,,,,,,
scenario,ALICD,42,validation,stable_low_change,12,7947,0.028725387528538704,0.020791931077837944,-0.01253143884241581,nan,0.014241842553019524,14241842176.0,1358159121743872.0,33724416000.0,0.0,0.0,0.02728492932343442,74444,0.0300107921075175,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_alicd_screen\results\ALICD\42\best_validation.pt,0.0019103289814665914,14,9,0.06450561877758498,early_stopping,True,66.27260550000005,4.7223184142857235,19136,55308,13827,88271,18.573692977271516,,,,,,,,,
scenario,ALICD,42,validation,h9_h12,9-12,17485,0.4901514947414398,0.2257278859615326,0.00383014022372663,0.9390657665880343,0.14095628261566162,0.7167414426803589,0.7167414426803589,1.0526281595230103,0.3480697740920789,0.08801830140120102,0.10487560766371175,74444,0.0300107921075175,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_alicd_screen\results\ALICD\42\best_validation.pt,0.4079230725765228,14,9,0.06450561877758498,early_stopping,True,66.27260550000005,4.7223184142857235,19136,55308,13827,88271,18.573692977271516,,,,,,,,,
scenario,ALICD,42,validation,high_hf_irradiance_volatility,12,9346,0.6048734784126282,0.3456718623638153,0.030860889703035355,0.9093006289170896,0.20438696444034576,0.36184215545654297,0.36184218525886536,0.2960248291492462,0.6588469220343819,0.16109387260146943,0.11504921891718382,74444,0.0300107921075175,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_alicd_screen\results\ALICD\42\best_validation.pt,0.9961575269699097,14,9,0.06450561877758498,early_stopping,True,66.27260550000005,4.7223184142857235,19136,55308,13827,88271,18.573692977271516,,,,,,,,,
scenario,ALICD,42,validation,low_hf_irradiance_volatility,12,8139,0.040256597101688385,0.023573093116283417,-0.01448764931410551,-0.41156284338906945,0.015049982815980911,13.948299407958984,13.948298454284668,7.730435371398926,0.013259204652496212,0.005160339107998526,0.031576360732276695,74444,0.0300107921075175,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\GFNODE_experiments\asoc_alicd_screen\results\ALICD\42\best_validation.pt,0.0038425391539931297,14,9,0.06450561877758498,early_stopping,True,66.27260550000005,4.7223184142857235,19136,55308,13827,88271,18.573692977271516,,,,,,,,,
