section,split,seed,scope,horizon,value,n,rmse_kw,mae_kw,bias_kw,r2,diff_mae_kw,prediction_to_truth_std_ratio,prediction_to_truth_change_amplitude_ratio,change_direction_accuracy,sse_share,mean_window_bias_kw,mean_peak_error_kw,mean_max_abs_error_kw,mean_energy_sum_error_kw_steps,mean_true_tv_kw,mean_pred_tv_kw,aggregate_tv_ratio,mean_peak_rate_ratio,dominant_best_lag_steps,mean_best_lag_steps,raw_window_rmse_kw,lag_aligned_window_rmse_kw,lag_alignment_gain_kw,tv_ratio,event_count,event_rate,threshold_kw,prediction_shape,labels_finite,predictions_finite,checkpoint_epoch,checkpoint_validation_rmse_kw,target_center,target_scale,saved_prediction_max_abs_difference_kw,artifact_source,train_spearman,validation_spearman,uses_only_origin_or_past,validation_r2,validation_mae_kw,baseline_mae_kw
scenario,train,43,month_08,12,,8832,0.30198351126066847,0.12777943909168243,-0.017465852200984955,0.9762837079935452,0.06788497418165207,,,,0.11385652422904968,,,,,,,,,,,,,,0.63731449842453,,,,,,,,,,,,,,,,,,
scenario,train,43,solar_night,12,,25117,0.0424320449195275,0.036964356899261475,-0.03422904759645462,-612780.9186557874,0.011647352017462254,,,,0.006392755080014467,,,,,,,,,,,,,,98610.5859375,,,,,,,,,,,,,,,,,,
scenario,train,43,solar_morning,12,,13955,0.32782437540296056,0.17083223164081573,-0.019717896357178688,0.9561663060004926,0.08285646140575409,,,,0.21200431883335114,,,,,,,,,,,,,,0.683089554309845,,,,,,,,,,,,,,,,,,
scenario,train,43,solar_midday,12,,13945,0.5711026661981792,0.29535070061683655,0.03637798875570297,0.7820178118687049,0.19258463382720947,,,,0.6429530382156372,,,,,,,,,,,,,,0.31931033730506897,,,,,,,,,,,,,,,,,,
scenario,train,43,solar_evening,12,,13825,0.2663549882898251,0.12199649959802628,-0.0021244774106889963,0.9560432360256828,0.07690346986055374,,,,0.13864979147911072,,,,,,,,,,,,,,0.7226953506469727,,,,,,,,,,,,,,,,,,
scenario,train,43,power_low,12,,35144,0.06262640166593804,0.042659807950258255,-0.028959572315216064,0.6221135899953292,0.01541114691644907,,,,0.01948491483926773,,,,,,,,,,,,,,4.306084156036377,,,,,,,,,,,,,,,,,,
scenario,train,43,power_mid,12,,9640,0.4155363985144184,0.23660288751125336,-0.012227487750351429,0.8062840974224518,0.1138894259929657,,,,0.23530305922031403,,,,,,,,,,,,,,0.6113148927688599,,,,,,,,,,,,,,,,,,
scenario,train,43,power_high,12,,22058,0.4888668973207851,0.24197915196418762,0.021699801087379456,0.8642893018954014,0.16130603849887848,,,,0.7452118992805481,,,,,,,,,,,,,,0.4311627447605133,,,,,,,,,,,,,,,,,,
direction_error,train,43,rise_predicted_down,all12_steps,,802104,,,,,,,,,,,,,,,,,,,,,,,,15283,0.019053638929615112,0.0363999605178833,,,,,,,,,,,,,,,
direction_error,train,43,fall_predicted_up,all12_steps,,802104,,,,,,,,,,,,,,,,,,,,,,,,16012,0.019962498628606763,0.0363999605178833,,,,,,,,,,,,,,,
direction_error,train,43,true_change_predicted_flat,all12_steps,,802104,,,,,,,,,,,,,,,,,,,,,,,,48260,0.06016676141747205,0.0363999605178833,,,,,,,,,,,,,,,
direction_error,train,43,true_flat_predicted_change,all12_steps,,802104,,,,,,,,,,,,,,,,,,,,,,,,71100,0.08864187187696358,0.0363999605178833,,,,,,,,,,,,,,,
