evaluated_targets,rmse,mae,r2,nrmse,horizon,scope,prefix_source,model,seed,dataset,parameters,actual_epochs,best_epoch,best_validation_loss,training_seconds
435360,0.8738556504249573,0.552724301815033,0.7633879780769348,0.1499186376347241,96,regular_full_timeline,same_H144_prediction,JointEarlyFusionModernTCN,43,Hanwha,1496832,15,15,0.0177104802569374,32.39835899999889
165255,1.3056584596633911,0.9897679090499878,0.2901839017868042,0.2239987089329893,96,predefined_daylight,same_H144_prediction,JointEarlyFusionModernTCN,43,Hanwha,1496832,15,15,0.0177104802569374,32.39835899999889
653040,0.8709516525268555,0.5842601656913757,0.7906255722045898,0.1494204278807838,144,regular_full_timeline,same_H144_prediction,JointEarlyFusionModernTCN,43,Hanwha,1496832,15,15,0.0177104802569374,32.39835899999889
290271,1.1972014904022217,0.9453265070915222,0.3820611238479614,0.2053918359720848,144,predefined_daylight,same_H144_prediction,JointEarlyFusionModernTCN,43,Hanwha,1496832,15,15,0.0177104802569374,32.39835899999889
36228,0.1099580451846122,0.0762667879462242,-768.4752807617188,0.0182145197507172,12,regular_full_timeline,same_H144_prediction,JointEarlyFusionModernTCN,43,Qcells,1496832,15,15,0.0177104802569374,32.39835899999889
36,0.1327059715986251,0.1044710874557495,-10.241880416870115,0.0219827074650427,12,predefined_daylight,same_H144_prediction,JointEarlyFusionModernTCN,43,Qcells,1496832,15,15,0.0177104802569374,32.39835899999889
144912,0.5047436356544495,0.3092224597930908,0.2957680821418762,0.0836106435435558,48,regular_full_timeline,same_H144_prediction,JointEarlyFusionModernTCN,43,Qcells,1496832,15,15,0.0177104802569374,32.39835899999889
14871,1.186725378036499,0.9479890465736388,-0.1605476140975952,0.1965807304106946,48,predefined_daylight,same_H144_prediction,JointEarlyFusionModernTCN,43,Qcells,1496832,15,15,0.0177104802569374,32.39835899999889
289824,0.8622081279754639,0.55133056640625,0.687045156955719,0.1428245377577502,96,regular_full_timeline,same_H144_prediction,JointEarlyFusionModernTCN,43,Qcells,1496832,15,15,0.0177104802569374,32.39835899999889
77007,1.488697171211243,1.2489140033721924,0.1466846466064453,0.2466022743705412,96,predefined_daylight,same_H144_prediction,JointEarlyFusionModernTCN,43,Qcells,1496832,15,15,0.0177104802569374,32.39835899999889
434736,0.8857073187828064,0.6134023070335388,0.7905359268188477,0.1467171722108963,144,regular_full_timeline,same_H144_prediction,JointEarlyFusionModernTCN,43,Qcells,1496832,15,15,0.0177104802569374,32.39835899999889
187271,1.2498661279678345,1.0460971593856812,0.3477105498313904,0.207039978160766,144,predefined_daylight,same_H144_prediction,JointEarlyFusionModernTCN,43,Qcells,1496832,15,15,0.0177104802569374,32.39835899999889
50124,0.2033471167087555,0.1447812914848327,0.9829046726226808,0.0335674446187714,12,regular_full_timeline,same_H144_prediction,JointEarlyFusionModernTCN,44,Sanyo,1496832,15,14,0.0181204305173685,31.2252959000034
9219,0.3590462803840637,0.3029069304466247,0.951044261455536,0.0592694222934562,12,predefined_daylight,same_H144_prediction,JointEarlyFusionModernTCN,44,Sanyo,1496832,15,14,0.0181204305173685,31.2252959000034
200496,0.6112222671508789,0.4087569117546081,0.8523136377334595,0.1008972732656585,48,regular_full_timeline,same_H144_prediction,JointEarlyFusionModernTCN,44,Sanyo,1496832,15,14,0.0181204305173685,31.2252959000034
49254,0.9121159315109252,0.6592470407485962,0.7205119132995605,0.1505671755392725,48,predefined_daylight,same_H144_prediction,JointEarlyFusionModernTCN,44,Sanyo,1496832,15,14,0.0181204305173685,31.2252959000034
400992,0.9047542214393616,0.6279482841491699,0.7666454911231995,0.1493519441697489,96,regular_full_timeline,same_H144_prediction,JointEarlyFusionModernTCN,44,Sanyo,1496832,15,14,0.0181204305173685,31.2252959000034
136926,1.2949857711791992,1.0426998138427734,0.4030482769012451,0.2137692624302805,96,predefined_daylight,same_H144_prediction,JointEarlyFusionModernTCN,44,Sanyo,1496832,15,14,0.0181204305173685,31.2252959000034
601488,0.908160924911499,0.6559034585952759,0.8057729005813599,0.1499143043939036,144,regular_full_timeline,same_H144_prediction,JointEarlyFusionModernTCN,44,Sanyo,1496832,15,14,0.0181204305173685,31.2252959000034
263547,1.1833380460739136,0.9675281047821044,0.4715734720230102,0.1953390585014429,144,predefined_daylight,same_H144_prediction,JointEarlyFusionModernTCN,44,Sanyo,1496832,15,14,0.0181204305173685,31.2252959000034
54420,0.2334349900484085,0.1545170992612838,0.97942715883255,0.0400480968078813,12,regular_full_timeline,same_H144_prediction,JointEarlyFusionModernTCN,44,Hanwha,1496832,15,14,0.0181204305173685,31.2252959000034
14617,0.3975266218185425,0.3189012706279754,0.930540144443512,0.0681996500653033,12,predefined_daylight,same_H144_prediction,JointEarlyFusionModernTCN,44,Hanwha,1496832,15,14,0.0181204305173685,31.2252959000034
217680,0.5794918537139893,0.3830835521221161,0.8773297667503357,0.0994175973880513,48,regular_full_timeline,same_H144_prediction,JointEarlyFusionModernTCN,44,Hanwha,1496832,15,14,0.0181204305173685,31.2252959000034
68044,0.8208421468734741,0.5827998518943787,0.7290170192718506,0.1408236432557132,48,predefined_daylight,same_H144_prediction,JointEarlyFusionModernTCN,44,Hanwha,1496832,15,14,0.0181204305173685,31.2252959000034
435360,0.8334338068962097,0.5641751289367676,0.7847715616226196,0.1429838679052306,96,regular_full_timeline,same_H144_prediction,JointEarlyFusionModernTCN,44,Hanwha,1496832,15,14,0.0181204305173685,31.2252959000034
165255,1.1641675233840942,0.8998774886131287,0.4356901049613952,0.1997245300175834,96,predefined_daylight,same_H144_prediction,JointEarlyFusionModernTCN,44,Hanwha,1496832,15,14,0.0181204305173685,31.2252959000034
653040,0.8343889713287354,0.58807373046875,0.8078357577323914,0.1431477358740099,144,regular_full_timeline,same_H144_prediction,JointEarlyFusionModernTCN,44,Hanwha,1496832,15,14,0.0181204305173685,31.2252959000034
