model,seed,split,horizon_steps,horizon_hours,scope,rmse_kw,mae_kw,train_range_nrmse,r2,valid_target_count,window_count,parameter_count,trainable_parameter_count,inference_seconds,inference_ms_per_sample,actual_epochs,best_epoch,best_validation_mse,training_seconds,mean_epoch_seconds,stop_reason,peak_gpu_memory_mb,numerically_finite
RAW_NWP,44,validation,96,8.0,regular_full_timeline,7.516392707824707,1.329404354095459,1.242953973773646,-14.94506757661323,5704704,59424,683937,683937,4.055083800001739,0.06823983239098241,6,1,1.0987318839604043,64.72649850000016,10.765440516666786,early_stopping,101.81787109375,True
RAW_NWP,44,validation,96,8.0,daylight,9.766324043273926,1.9560638666152954,1.615015573376229,-27.400701573978644,2819151,59424,683937,683937,4.055083800001739,0.06823983239098241,6,1,1.0987318839604043,64.72649850000016,10.765440516666786,early_stopping,101.81787109375,True
RAW_NWP,44,validation,96,8.0,high_change_daylight,13.981302261352539,2.806915760040283,2.312028639241754,-85.5459445188561,800759,59424,683937,683937,4.055083800001739,0.06823983239098241,6,1,1.0987318839604043,64.72649850000016,10.765440516666786,early_stopping,101.81787109375,True
RAW_NWP,44,validation,144,12.0,regular_full_timeline,6.3504815101623535,1.243222951889038,1.050152185398087,-9.51665267064049,8557056,59424,683937,683937,4.055083800001739,0.06823983239098241,6,1,1.0987318839604043,64.72649850000016,10.765440516666786,early_stopping,101.81787109375,True
RAW_NWP,44,validation,144,12.0,daylight,7.878947734832764,1.7190672159194946,1.3029081604491441,-17.378083792770763,4411647,59424,683937,683937,4.055083800001739,0.06823983239098241,6,1,1.0987318839604043,64.72649850000016,10.765440516666786,early_stopping,101.81787109375,True
RAW_NWP,44,validation,144,12.0,high_change_daylight,11.381556510925293,2.247776985168457,1.8821197139229926,-56.30501357336425,1216715,59424,683937,683937,4.055083800001739,0.06823983239098241,6,1,1.0987318839604043,64.72649850000016,10.765440516666786,early_stopping,101.81787109375,True
AGE_LEAD_RELIABILITY,42,validation,12,1.0,regular_full_timeline,21.45496368408203,3.077216863632202,3.5479163216868135,-144.84463209875008,713088,59424,683978,683978,4.087992699998722,0.06879363051963384,6,1,4.20834357616024,66.76373439999952,11.103928216666342,early_stopping,106.38623046875,True
AGE_LEAD_RELIABILITY,42,validation,12,1.0,daylight,29.8620662689209,5.354280948638916,4.938163208982881,-261.3836640411501,303546,59424,683978,683978,4.087992699998722,0.06879363051963384,6,1,4.20834357616024,66.76373439999952,11.103928216666342,early_stopping,106.38623046875,True
AGE_LEAD_RELIABILITY,42,validation,12,1.0,high_change_daylight,40.0704231262207,9.27455997467041,6.626275873488988,-705.5209577135333,93058,59424,683978,683978,4.087992699998722,0.06879363051963384,6,1,4.20834357616024,66.76373439999952,11.103928216666342,early_stopping,106.38623046875,True
AGE_LEAD_RELIABILITY,42,validation,48,4.0,regular_full_timeline,17.42957305908203,2.5888946056365967,2.8822545517627485,-95.82786302345862,2852352,59424,683978,683978,4.087992699998722,0.06879363051963384,6,1,4.20834357616024,66.76373439999952,11.103928216666342,early_stopping,106.38623046875,True
AGE_LEAD_RELIABILITY,42,validation,48,4.0,daylight,19.831188201904297,3.4295871257781982,3.2793994590715903,-117.80465709317266,1289950,59424,683978,683978,4.087992699998722,0.06879363051963384,6,1,4.20834357616024,66.76373439999952,11.103928216666342,early_stopping,106.38623046875,True
AGE_LEAD_RELIABILITY,42,validation,48,4.0,high_change_daylight,25.828161239624023,5.331467151641846,4.271093448142628,-294.3731083797924,384504,59424,683978,683978,4.087992699998722,0.06879363051963384,6,1,4.20834357616024,66.76373439999952,11.103928216666342,early_stopping,106.38623046875,True
AGE_LEAD_RELIABILITY,42,validation,96,8.0,regular_full_timeline,13.18493938446045,1.9443925619125366,2.180337488862079,-48.064089707284936,5704704,59424,683978,683978,4.087992699998722,0.06879363051963384,6,1,4.20834357616024,66.76373439999952,11.103928216666342,early_stopping,106.38623046875,True
AGE_LEAD_RELIABILITY,42,validation,96,8.0,daylight,13.764360427856445,2.2849786281585693,2.276153888612905,-55.412956093323785,2819151,59424,683978,683978,4.087992699998722,0.06879363051963384,6,1,4.20834357616024,66.76373439999952,11.103928216666342,early_stopping,106.38623046875,True
AGE_LEAD_RELIABILITY,42,validation,96,8.0,high_change_daylight,18.114370346069336,3.285752296447754,2.9954965738572294,-144.27738940884896,800759,59424,683978,683978,4.087992699998722,0.06879363051963384,6,1,4.20834357616024,66.76373439999952,11.103928216666342,early_stopping,106.38623046875,True
AGE_LEAD_RELIABILITY,42,validation,144,12.0,regular_full_timeline,12.42859935760498,1.8847968578338623,2.055264747395895,-39.28177663756249,8557056,59424,683978,683978,4.087992699998722,0.06879363051963384,6,1,4.20834357616024,66.76373439999952,11.103928216666342,early_stopping,106.38623046875,True
AGE_LEAD_RELIABILITY,42,validation,144,12.0,daylight,11.139245986938477,1.863972783088684,1.8420498505744407,-35.73460339091968,4411647,59424,683978,683978,4.087992699998722,0.06879363051963384,6,1,4.20834357616024,66.76373439999952,11.103928216666342,early_stopping,106.38623046875,True
AGE_LEAD_RELIABILITY,42,validation,144,12.0,high_change_daylight,14.752058029174805,2.5479209423065186,2.4394852506327918,-95.27079466125853,1216715,59424,683978,683978,4.087992699998722,0.06879363051963384,6,1,4.20834357616024,66.76373439999952,11.103928216666342,early_stopping,106.38623046875,True
AGE_LEAD_RELIABILITY,43,validation,12,1.0,regular_full_timeline,5.341855049133301,0.9537304639816284,0.8833599066385952,-8.041055001185212,713088,59424,683978,683978,3.992258199999924,0.06718258952611611,12,7,0.4868705981239165,133.50177210000038,11.09950788333299,early_stopping,107.51318359375,True
AGE_LEAD_RELIABILITY,43,validation,12,1.0,daylight,7.9054856300354,1.8046687841415405,1.3072966195917015,-17.388833488870734,303546,59424,683978,683978,3.992258199999924,0.06718258952611611,12,7,0.4868705981239165,133.50177210000038,11.09950788333299,early_stopping,107.51318359375,True
AGE_LEAD_RELIABILITY,43,validation,12,1.0,high_change_daylight,10.685318946838379,3.100552797317505,1.76698586173996,-49.24029872304616,93058,59424,683978,683978,3.992258199999924,0.06718258952611611,12,7,0.4868705981239165,133.50177210000038,11.09950788333299,early_stopping,107.51318359375,True
AGE_LEAD_RELIABILITY,43,validation,48,4.0,regular_full_timeline,5.544022560119629,1.0835168361663818,0.9167914902341132,-8.796633291004753,2852352,59424,683978,683978,3.992258199999924,0.06718258952611611,12,7,0.4868705981239165,133.50177210000038,11.09950788333299,early_stopping,107.51318359375,True
AGE_LEAD_RELIABILITY,43,validation,48,4.0,daylight,7.142007350921631,1.7175698280334473,1.1810434556336196,-14.4090764160977,1289950,59424,683978,683978,3.992258199999924,0.06718258952611611,12,7,0.4868705981239165,133.50177210000038,11.09950788333299,early_stopping,107.51318359375,True
AGE_LEAD_RELIABILITY,43,validation,48,4.0,high_change_daylight,9.515600204467773,2.624403476715088,1.5735544358495177,-39.091869575925564,384504,59424,683978,683978,3.992258199999924,0.06718258952611611,12,7,0.4868705981239165,133.50177210000038,11.09950788333299,early_stopping,107.51318359375,True
AGE_LEAD_RELIABILITY,43,validation,96,8.0,regular_full_timeline,4.429812431335449,1.0638614892959595,0.7325392882769932,-4.53832078960807,5704704,59424,683978,683978,3.992258199999924,0.06718258952611611,12,7,0.4868705981239165,133.50177210000038,11.09950788333299,early_stopping,107.51318359375,True
AGE_LEAD_RELIABILITY,43,validation,96,8.0,daylight,5.075159072875977,1.5543240308761597,0.8392575245034262,-6.669483707712434,2819151,59424,683978,683978,3.992258199999924,0.06718258952611611,12,7,0.4868705981239165,133.50177210000038,11.09950788333299,early_stopping,107.51318359375,True
AGE_LEAD_RELIABILITY,43,validation,96,8.0,high_change_daylight,6.7889604568481445,1.970300316810608,1.1226615885632278,-19.40600730109627,800759,59424,683978,683978,3.992258199999924,0.06718258952611611,12,7,0.4868705981239165,133.50177210000038,11.09950788333299,early_stopping,107.51318359375,True
AGE_LEAD_RELIABILITY,43,validation,144,12.0,regular_full_timeline,4.227050304412842,1.1179856061935425,0.6990093755667526,-3.6594969792841336,8557056,59424,683978,683978,3.992258199999924,0.06718258952611611,12,7,0.4868705981239165,133.50177210000038,11.09950788333299,early_stopping,107.51318359375,True
AGE_LEAD_RELIABILITY,43,validation,144,12.0,daylight,4.192598342895508,1.5088070631027222,0.6933122008531845,-4.203916133546561,4411647,59424,683978,683978,3.992258199999924,0.06718258952611611,12,7,0.4868705981239165,133.50177210000038,11.09950788333299,early_stopping,107.51318359375,True
AGE_LEAD_RELIABILITY,43,validation,144,12.0,high_change_daylight,5.591881275177002,1.7365586757659912,0.9247056829024042,-12.832643591068793,1216715,59424,683978,683978,3.992258199999924,0.06718258952611611,12,7,0.4868705981239165,133.50177210000038,11.09950788333299,early_stopping,107.51318359375,True
AGE_LEAD_RELIABILITY,44,validation,12,1.0,regular_full_timeline,5.529995441436768,0.9660313725471497,0.9144718851276228,-8.689121572131448,713088,59424,683978,683978,4.15068230000179,0.06984858474693373,14,9,0.43099938934097315,158.6663802999974,11.306593928571342,early_stopping,105.26318359375,True
