section,model,seed,split,scope,horizon_steps,feature,metric,value,unit,count,source_path,notes
scenario_error,RAW_NWP,44,validation,segment_076,48,,range_nrmse,0.10323039507613196,,72,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_076,48,,r2,-0.10994409479957357,,72,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_076,48,,valid_target_count,3456,,72,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_076,48,,sse_contribution,4.383069365204056e-06,fraction,72,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_077,48,,rmse_kw,0.4720695622551851,kW,70,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_077,48,,mae_kw,0.39881136743462686,kW,70,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_077,48,,range_nrmse,0.07806414075356105,,70,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_077,48,,r2,-0.12749828810366215,,70,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_077,48,,valid_target_count,3360,,70,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_077,48,,sse_contribution,2.4368672765220563e-06,fraction,70,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_078,48,,rmse_kw,0.8082401981965904,kW,524,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_078,48,,mae_kw,0.5643584858715447,kW,524,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_078,48,,range_nrmse,0.13365525261422784,,524,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_078,48,,r2,0.739084073517378,,524,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_078,48,,valid_target_count,25152,,524,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_078,48,,sse_contribution,5.3472934436529075e-05,fraction,524,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_079,48,,rmse_kw,0.4723150249803856,kW,70,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_079,48,,mae_kw,0.31971427356041127,kW,70,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_079,48,,range_nrmse,0.07810473188305109,,70,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_079,48,,r2,0.37967293193115104,,70,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_079,48,,valid_target_count,3360,,70,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_079,48,,sse_contribution,2.4394021385152364e-06,fraction,70,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_080,48,,rmse_kw,1.032402261577296,kW,360,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_080,48,,mae_kw,0.7927767832869037,kW,360,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_080,48,,range_nrmse,0.17072398202724748,,360,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_080,48,,r2,0.6897111740160982,,360,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_080,48,,valid_target_count,17280,,360,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_080,48,,sse_contribution,5.994075830328134e-05,fraction,360,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_081,48,,rmse_kw,0.6379367211350421,kW,72,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_081,48,,mae_kw,0.5616413634227313,kW,72,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_081,48,,range_nrmse,0.1054928891255881,,72,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_081,48,,r2,0.06181748799200815,,72,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_081,48,,valid_target_count,3456,,72,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_081,48,,sse_contribution,4.577301690805178e-06,fraction,72,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_082,48,,rmse_kw,0.6268362895008043,kW,71,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_082,48,,mae_kw,0.5525773918275839,kW,71,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_082,48,,range_nrmse,0.10365725783984976,,71,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_082,48,,r2,-0.003709513311093815,,71,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_082,48,,valid_target_count,3408,,71,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_082,48,,sse_contribution,4.358012270225139e-06,fraction,71,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_083,48,,rmse_kw,0.6371887485376091,kW,72,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_083,48,,mae_kw,0.5591898240845358,kW,72,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_083,48,,range_nrmse,0.10536920007042667,,72,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_083,48,,r2,0.09298568041694377,,72,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_083,48,,valid_target_count,3456,,72,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_083,48,,sse_contribution,4.566574328665165e-06,fraction,72,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_084,48,,rmse_kw,0.632038073916272,kW,71,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_084,48,,mae_kw,0.5570856175776746,kW,71,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_084,48,,range_nrmse,0.10451745486004918,,71,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_084,48,,r2,0.09862173035576083,,71,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_084,48,,valid_target_count,3408,,71,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_084,48,,sse_contribution,4.430642083039746e-06,fraction,71,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_085,48,,rmse_kw,0.5954724880851923,kW,72,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_085,48,,mae_kw,0.524297086775429,kW,72,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_085,48,,range_nrmse,0.09847075906077458,,72,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_085,48,,r2,0.03466183537702172,,72,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_085,48,,valid_target_count,3456,,72,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_085,48,,sse_contribution,3.988207411320785e-06,fraction,72,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_086,48,,rmse_kw,0.975355657387184,kW,360,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_086,48,,mae_kw,0.7672756758035617,kW,360,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_086,48,,range_nrmse,0.16129042711272346,,360,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_086,48,,r2,0.7330687752664955,,360,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_086,48,,valid_target_count,17280,,360,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_086,48,,sse_contribution,5.349957759982944e-05,fraction,360,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_087,48,,rmse_kw,0.6338350376574277,kW,72,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_087,48,,mae_kw,0.5545210456648083,kW,72,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_087,48,,range_nrmse,0.10481461113029986,,72,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_087,48,,r2,0.11285566042377082,,72,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_087,48,,valid_target_count,3456,,72,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_087,48,,sse_contribution,4.518630398514389e-06,fraction,72,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_088,48,,rmse_kw,0.6208818722894821,kW,71,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_088,48,,mae_kw,0.551793227745865,kW,71,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_088,48,,range_nrmse,0.10267260112724687,,71,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_088,48,,r2,0.08090538325247221,,71,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_088,48,,valid_target_count,3408,,71,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_088,48,,sse_contribution,4.275610613331902e-06,fraction,71,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_089,48,,rmse_kw,0.6437771022932648,kW,72,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_089,48,,mae_kw,0.5676031890357586,kW,72,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_089,48,,range_nrmse,0.10645868817988825,,72,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_089,48,,r2,0.051135970333783476,,72,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_089,48,,valid_target_count,3456,,72,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_089,48,,sse_contribution,4.661496747458477e-06,fraction,72,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_090,48,,rmse_kw,0.6368551127592039,kW,71,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_090,48,,mae_kw,0.5576858705788535,kW,71,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_090,48,,range_nrmse,0.10531402813720263,,71,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_090,48,,r2,0.10850194788267709,,71,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_090,48,,valid_target_count,3408,,71,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_090,48,,sse_contribution,4.498435168459249e-06,fraction,71,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_091,48,,rmse_kw,0.6270969673185631,kW,71,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_091,48,,mae_kw,0.5412258560334205,kW,71,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_091,48,,range_nrmse,0.1037003650246461,,71,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_091,48,,r2,0.16259232188310613,,71,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
scenario_error,RAW_NWP,44,validation,segment_091,48,,valid_target_count,3408,,71,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16_nwp_minimal_screen\GFNODE_experiments\asoc_nwp_minimal_screen\results\RAW_NWP\seed_44\validation_H144.npz,
