evaluated_targets,rmse,mae,r2,nrmse,horizon,scope,prefix_source,dataset,model,seed,checkpoint,prediction_file,parameter_count,actual_epochs,best_epoch,best_validation_mse,training_seconds,numerically_finite
14871,1.537693738937378,1.2327656745910645,-0.9485079050064087,0.2547185422531385,48,predefined_daylight,same_H144_prediction,Qcells,Discrete,43,results\Qcells\Discrete\seed_43\validation_best.pt,results\Qcells\Discrete\seed_43\test_H144_predictions_and_labels.npz,98802,13,8,0.015431974199600518,293.6060551999981,True
289824,0.8915721774101257,0.4257477819919586,0.6653656959533691,0.14768868441924013,96,regular_full_timeline,same_H144_prediction,Qcells,Discrete,43,results\Qcells\Discrete\seed_43\validation_best.pt,results\Qcells\Discrete\seed_43\test_H144_predictions_and_labels.npz,98802,13,8,0.015431974199600518,293.6060551999981,True
77007,1.7000609636306763,1.355084776878357,-0.11282229423522949,0.2816146280836922,96,predefined_daylight,same_H144_prediction,Qcells,Discrete,43,results\Qcells\Discrete\seed_43\validation_best.pt,results\Qcells\Discrete\seed_43\test_H144_predictions_and_labels.npz,98802,13,8,0.015431974199600518,293.6060551999981,True
434736,0.8870413303375244,0.4937773644924164,0.7899044752120972,0.14693815085570852,144,regular_full_timeline,same_H144_prediction,Qcells,Discrete,43,results\Qcells\Discrete\seed_43\validation_best.pt,results\Qcells\Discrete\seed_43\test_H144_predictions_and_labels.npz,98802,13,8,0.015431974199600518,293.6060551999981,True
187271,1.3305933475494385,1.0333787202835083,0.26072829961776733,0.22041241974083328,144,predefined_daylight,same_H144_prediction,Qcells,Discrete,43,results\Qcells\Discrete\seed_43\validation_best.pt,results\Qcells\Discrete\seed_43\test_H144_predictions_and_labels.npz,98802,13,8,0.015431974199600518,293.6060551999981,True
36228,0.11168753355741501,0.09337087720632553,-792.8711547851562,0.018501009020985427,12,regular_full_timeline,same_H144_prediction,Qcells,Discrete,44,results\Qcells\Discrete\seed_44\validation_best.pt,results\Qcells\Discrete\seed_44\test_H144_predictions_and_labels.npz,98802,10,5,0.016693859826773405,253.15191929999855,True
36,0.19194640219211578,0.18142487108707428,-22.518951416015625,0.03179586839632797,12,predefined_daylight,same_H144_prediction,Qcells,Discrete,44,results\Qcells\Discrete\seed_44\validation_best.pt,results\Qcells\Discrete\seed_44\test_H144_predictions_and_labels.npz,98802,10,5,0.016693859826773405,253.15191929999855,True
144912,0.5151435732841492,0.20728231966495514,0.26644861698150635,0.08533339033342781,48,regular_full_timeline,same_H144_prediction,Qcells,Discrete,44,results\Qcells\Discrete\seed_44\validation_best.pt,results\Qcells\Discrete\seed_44\test_H144_predictions_and_labels.npz,98802,10,5,0.016693859826773405,253.15191929999855,True
14871,1.56017005443573,1.2510170936584473,-1.0058865547180176,0.25844173769446105,48,predefined_daylight,same_H144_prediction,Qcells,Discrete,44,results\Qcells\Discrete\seed_44\validation_best.pt,results\Qcells\Discrete\seed_44\test_H144_predictions_and_labels.npz,98802,10,5,0.016693859826773405,253.15191929999855,True
289824,0.8987546563148499,0.44385212659835815,0.6599524021148682,0.148878460061846,96,regular_full_timeline,same_H144_prediction,Qcells,Discrete,44,results\Qcells\Discrete\seed_44\validation_best.pt,results\Qcells\Discrete\seed_44\test_H144_predictions_and_labels.npz,98802,10,5,0.016693859826773405,253.15191929999855,True
77007,1.7104418277740479,1.3554401397705078,-0.12645387649536133,0.28333421535583314,96,predefined_daylight,same_H144_prediction,Qcells,Discrete,44,results\Qcells\Discrete\seed_44\validation_best.pt,results\Qcells\Discrete\seed_44\test_H144_predictions_and_labels.npz,98802,10,5,0.016693859826773405,253.15191929999855,True
434736,0.9015195369720459,0.5175552368164062,0.7829902172088623,0.14933646177744872,144,regular_full_timeline,same_H144_prediction,Qcells,Discrete,44,results\Qcells\Discrete\seed_44\validation_best.pt,results\Qcells\Discrete\seed_44\test_H144_predictions_and_labels.npz,98802,10,5,0.016693859826773405,253.15191929999855,True
187271,1.349449634552002,1.0494316816329956,0.239626944065094,0.2235359584637775,144,predefined_daylight,same_H144_prediction,Qcells,Discrete,44,results\Qcells\Discrete\seed_44\validation_best.pt,results\Qcells\Discrete\seed_44\test_H144_predictions_and_labels.npz,98802,10,5,0.016693859826773405,253.15191929999855,True
