section,task,scope,horizon,model,seed,n,positive_count,prevalence,auroc,auprc,brier,spearman_abs_change,f1_at_0_5,precision_at_0_5,recall_at_0_5,ece_10bin
ramp_head,ramp_onset,full_timeline,all12,RAMP_AWARE_NCQ_HEAD,44,208812,11158,0.05343562630500163,0.837820461128594,0.14723722285987226,0.2367597681749911,0.8448033851412865,0.2506200396825397,0.14543334964451224,0.9056282487901057,0.2756542138513012
ramp_head,ramp_onset,daylight,all12,RAMP_AWARE_NCQ_HEAD,44,107560,11158,0.10373744886574934,0.6677592601296347,0.14727640900480307,0.45918949143922094,0.47776939324692785,0.25073508430207314,0.14551083591331268,0.9056282487901057,0.5329725094090346
ramp_head,ramp_onset,sunrise_sunset_transition,all12,RAMP_AWARE_NCQ_HEAD,44,69636,4306,0.06183583204089839,0.8005134957760981,0.14603465768415225,0.22627585503303466,0.7060972185989918,0.24195499637067505,0.14213197969543148,0.8128193218764515,0.27754400653405353
ramp_head,ramp_onset,full_timeline,1,RAMP_AWARE_NCQ_HEAD,44,17401,930,0.05344520429860353,0.8404369556659701,0.14582812726859634,0.2253365826400382,0.8452470532641235,0.2599877074370006,0.15166726425242022,0.9096774193548387,0.2636596607198594
ramp_head,ramp_onset,full_timeline,2,RAMP_AWARE_NCQ_HEAD,44,17401,930,0.05344520429860353,0.8415005389074184,0.14755743853723552,0.23302818693040808,0.8455561319519413,0.25716008441362675,0.14954417952314167,0.9172043010752688,0.27224037328726736
ramp_head,ramp_onset,full_timeline,3,RAMP_AWARE_NCQ_HEAD,44,17401,930,0.05344520429860353,0.8420913785911113,0.14870993603292507,0.23251804909132665,0.8468560825470982,0.25600961538461536,0.14879497031086272,0.9161290322580645,0.27206983159180953
ramp_head,ramp_onset,full_timeline,4,RAMP_AWARE_NCQ_HEAD,44,17401,930,0.05344520429860353,0.8405229980617613,0.14850557929922822,0.2295921930778754,0.846698244927772,0.2560753341433779,0.1490979837283339,0.9064516129032258,0.2685971035829861
ramp_head,ramp_onset,full_timeline,5,RAMP_AWARE_NCQ_HEAD,44,17401,930,0.05344520429860353,0.840239671811584,0.14906778992027442,0.2393178244535415,0.8453571114335333,0.25221500295333726,0.14618281410475864,0.9182795698924732,0.2783700317959349
ramp_head,ramp_onset,full_timeline,6,RAMP_AWARE_NCQ_HEAD,44,17401,930,0.05344520429860353,0.8386301632781762,0.1488967600695146,0.24125519511492743,0.8447495903861286,0.25066430469441986,0.14527720739219713,0.9129032258064517,0.27925044339975713
ramp_head,ramp_onset,full_timeline,7,RAMP_AWARE_NCQ_HEAD,44,17401,930,0.05344520429860353,0.8389050027973571,0.15008629009322855,0.23633999649213983,0.8448036592005778,0.25402504472271914,0.1474558670820353,0.9161290322580645,0.27463226346579184
ramp_head,ramp_onset,full_timeline,8,RAMP_AWARE_NCQ_HEAD,44,17401,930,0.05344520429860353,0.836437583684064,0.14661825861703054,0.23841191249907834,0.8451042326829492,0.2500741619697419,0.1450447350309704,0.9064516129032258,0.2771416348382886
ramp_head,ramp_onset,full_timeline,9,RAMP_AWARE_NCQ_HEAD,44,17401,930,0.05344520429860353,0.8355788897136252,0.14735467702994265,0.24333331927460167,0.8433863597114085,0.24473187036767913,0.14148882540749455,0.9053763440860215,0.2826034748985222
ramp_head,ramp_onset,full_timeline,10,RAMP_AWARE_NCQ_HEAD,44,17401,930,0.05344520429860353,0.834612446900809,0.14959283070880666,0.2368664651402978,0.8428311699845114,0.24683638529105256,0.1432521168135476,0.8913978494623656,0.2753344984150702
ramp_head,ramp_onset,full_timeline,11,RAMP_AWARE_NCQ_HEAD,44,17401,929,0.05338773633699213,0.8331132166220292,0.149725523841754,0.24324331194163923,0.8429953781335496,0.24024461269656378,0.13891227479373633,0.8880516684607105,0.28293407427161943
ramp_head,ramp_onset,full_timeline,12,RAMP_AWARE_NCQ_HEAD,44,17401,929,0.05338773633699213,0.8324719810268763,0.15034144222911378,0.24187418144401826,0.8432468531342652,0.24043555032371983,0.13925345150843702,0.8794402583423035,0.28101717594870695
