site,model,horizon,scope,analysis,RMSE_mean,RMSE_sample_sd,MAE_mean,MAE_sample_sd,bias_mean,bias_sample_sd,R2_mean,R2_sample_sd,nRMSE_mean,nRMSE_sample_sd,last_value_skill_mean,last_value_skill_sample_sd,daily_skill_mean,daily_skill_sample_sd,seed_count,forecast_origin_count,valid_target_count
YULARA_COMBINED,DISCRETE_RECURRENT_TRAJECTORY,96,daylight,supplementary_daily_matched,24.289165777594985,0.8586272399501678,16.994261364496456,0.694337844086841,-6.652457578480559,1.0481144610186492,0.4267682497457576,0.04010410823670845,0.22090509381245393,0.007809042629454241,0.4904289727148212,0.01801344553051865,-0.08988642204556485,0.03852771968329033,3,22393,1313250
YULARA_COMBINED,LAST_VALUE_PERSISTENCE,96,daylight,supplementary_daily_matched,47.66590814042039,0.0,37.93904545368048,0.0,-13.629787479057496,0.0,-1.2057644144382307,0.0,0.4335118795692942,0.0,0.0,0.0,-1.1388312201580795,0.0,3,22393,1313250
YULARA_COMBINED,DAILY_PERSISTENCE,96,daylight,supplementary_daily_matched,22.285960524223807,0.0,13.394620600926904,0.0,-0.3830310859218873,0.0,0.517823437624007,0.0,0.20268634358967963,0.0,0.5324549265153842,0.0,0.0,0.0,3,22393,1313250
YULARA_COMBINED,DISCRETE_RECURRENT_TRAJECTORY,144,full,primary,17.88266049192734,0.7591083777324481,9.740231181000539,0.3810344858541823,-3.381009669383251,0.5103178011870735,0.7281489834213072,0.022832395003913507,0.162639212468524,0.006903938526842657,0.6277589794836249,0.01580141150346257,,,3,26280,3784320
YULARA_COMBINED,LAST_VALUE_PERSISTENCE,144,full,primary,48.04054230004098,0.0,34.626271681243395,0.0,-0.05456605954608904,0.0,-0.9595714145484999,0.0,0.436919102152981,0.0,0.0,0.0,,,3,26280,3784320
YULARA_COMBINED,DISCRETE_RECURRENT_TRAJECTORY,144,full,supplementary_daily_matched,17.88266049192734,0.7591083777324481,9.740231181000539,0.3810344858541823,-3.381009669383251,0.5103178011870735,0.7281489834213072,0.022832395003913507,0.162639212468524,0.006903938526842657,0.6277589794836249,0.01580141150346257,-0.11306784337880964,0.04724907265755379,3,26280,3784320
YULARA_COMBINED,LAST_VALUE_PERSISTENCE,144,full,supplementary_daily_matched,48.04054230004098,0.0,34.626271681243395,0.0,-0.05456605954608904,0.0,-0.9595714145484999,0.0,0.436919102152981,0.0,0.0,0.0,-1.990180506798404,0.0,3,26280,3784320
YULARA_COMBINED,DAILY_PERSISTENCE,144,full,supplementary_daily_matched,16.06610109015731,0.0,6.987252696400101,0.0,-0.09429470495482328,0.0,0.7808374809379975,0.0,0.14611796885158337,0.0,0.665572028937242,0.0,0.0,0.0,3,26280,3784320
YULARA_COMBINED,DISCRETE_RECURRENT_TRAJECTORY,144,daylight,primary,24.46038207214906,1.2063486891061326,17.60068164688728,0.8120309543394372,-7.2426836170046585,0.9573256452146954,0.41867165411929336,0.05655942146239607,0.2224622716899081,0.010971499506308187,0.5323354541967316,0.02306450120472794,,,3,26192,1963842
YULARA_COMBINED,LAST_VALUE_PERSISTENCE,144,daylight,primary,52.30326372108345,0.0,42.540600849038626,0.0,-24.266846663890604,0.0,-1.6536824380043906,0.0,0.47568769898475666,0.0,0.0,0.0,,,3,26192,1963842
YULARA_COMBINED,DISCRETE_RECURRENT_TRAJECTORY,144,daylight,supplementary_daily_matched,24.46038207214906,1.2063486891061326,17.60068164688728,0.8120309543394372,-7.2426836170046585,0.9573256452146954,0.41867165411929336,0.05655942146239607,0.2224622716899081,0.010971499506308187,0.5323354541967316,0.02306450120472794,-0.10176967815420197,0.054337597958110447,3,26192,1963842
YULARA_COMBINED,LAST_VALUE_PERSISTENCE,144,daylight,supplementary_daily_matched,52.30326372108345,0.0,42.540600849038626,0.0,-24.266846663890604,0.0,-1.6536824380043906,0.0,0.47568769898475666,0.0,0.0,0.0,-1.3558973799516574,0.0,3,26192,1963842
YULARA_COMBINED,DAILY_PERSISTENCE,144,daylight,supplementary_daily_matched,22.200994052702203,0.0,13.33537805698632,0.0,-0.3002612534398739,0.0,0.5218807694237287,0.0,0.20191359056331973,0.0,0.5755332942301079,0.0,0.0,0.0,3,26192,1963842
YULARA_COMBINED,INVERTED_VARIATE_TRAJECTORY,12,full,primary,10.289427671554463,0.03203284315823314,5.888315813571883,0.281507559644147,-0.2899342273374045,1.5547250889390873,0.9100081815126604,0.0005603043368422695,0.09358028208436313,0.00029133228731456114,0.1734446542802638,0.0025732157896630244,,,3,26412,316944
YULARA_COMBINED,INVERTED_VARIATE_TRAJECTORY,12,full,supplementary_daily_matched,10.289427671554463,0.03203284315823314,5.888315813571883,0.281507559644147,-0.2899342273374045,1.5547250889390873,0.9100081815126604,0.0005603043368422695,0.09358028208436313,0.00029133228731456114,0.1734446542802638,0.0025732157896630244,0.3627827990505878,0.0019837720140810397,3,26412,316944
YULARA_COMBINED,INVERTED_VARIATE_TRAJECTORY,12,daylight,primary,13.98820497334078,0.06267693017205565,9.454614874888724,0.3256607330435041,-0.9199273806540536,1.876340061833451,0.8099563758397954,0.0017021291070152083,0.12721992019808456,0.0005700341158816626,0.1872978135771941,0.0036414735333216972,,,3,14784,164664
YULARA_COMBINED,INVERTED_VARIATE_TRAJECTORY,12,daylight,supplementary_daily_matched,13.98820497334078,0.06267693017205565,9.454614874888724,0.3256607330435041,-0.9199273806540536,1.876340061833451,0.8099563758397954,0.0017021291070152083,0.12721992019808456,0.0005700341158816626,0.1872978135771941,0.0036414735333216972,0.37278620703892235,0.0028103559519819625,3,14784,164664
YULARA_COMBINED,INVERTED_VARIATE_TRAJECTORY,48,full,primary,13.36764170062267,0.1396287557542845,8.359788168493157,0.14662194164989226,-0.6675232741436429,0.25264375989908666,0.8482075000147798,0.0031802154884999516,0.12157602162900279,0.001269895544015296,0.4924132418903438,0.005301885632444889,,,3,26376,1266048
YULARA_COMBINED,INVERTED_VARIATE_TRAJECTORY,48,full,supplementary_daily_matched,13.36764170062267,0.1396287557542845,8.359788168493157,0.14662194164989226,-0.6675232741436429,0.25264375989908666,0.8482075000147798,0.0031802154884999516,0.12157602162900279,0.001269895544015296,0.4924132418903438,0.005301885632444889,0.1724687574570084,0.008643795243157436,3,26376,1266048
YULARA_COMBINED,INVERTED_VARIATE_TRAJECTORY,48,daylight,primary,17.658725091369806,0.24188867904903164,12.869936397197508,0.030658377395876006,-3.2857712336097973,0.44095986602138304,0.6970303430291424,0.008272578385260706,0.16060256488988534,0.0021999290476573848,0.4857919811582226,0.007043605797728016,,,3,18063,658095
