site,period,support,horizon,scope,method,origins,points,RMSE,MAE,bias,SSE
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,144,power-active,Original B,24450,1646503,11.879917475611617,7.10681024412275,0.48874994950578454,232374984.58513662
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,144,power-active,Expanded A,24450,1646503,31.052826713720332,26.664695313712595,-17.981397104005453,1587686697.0753133
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,144,power-active,Expanded B,24450,1646503,14.529162334588172,12.251154452315687,-2.3383331428591254,347571116.27511334
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,144,power-active,Inverted42,24450,1646503,17.837134703006782,12.608311011889255,2.4819361528523274,523856950.461474
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,144,power-active,Inverted43,24450,1646503,18.047438190724062,12.885752606348603,3.4637504545239852,536282533.7009186
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,144,power-active,Inverted44,24450,1646503,18.884623418353588,13.438700090165195,5.217449956348909,587190721.1087193
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,144,power-active,Daily,24450,1646503,14.449567423877465,7.518241035750344,0.0750582192679698,343773359.2907652
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,144,power-active,Last-value,24450,1646503,46.91670371974167,38.91690946713552,-26.559968122557404,3624244678.801462
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,144,low-power,Original A,26204,2125723,14.66764035749794,10.43502347419082,7.107569727165166,457327352.50497127
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,144,low-power,Original B,26204,2125723,2.188794170267035,1.4409216303699266,0.5637689277459199,10183956.092366291
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,144,low-power,Expanded A,26204,2125723,20.6659852583879,19.85187005402412,19.85187005402412,907860042.7077646
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,144,low-power,Expanded B,26204,2125723,6.695042591598208,5.07665238600759,4.668049262157378,95282547.47894664
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,144,low-power,Inverted42,26204,2125723,9.468109323965866,4.439549522584141,3.3102235534591182,190560638.51554513
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,144,low-power,Inverted43,26204,2125723,8.514035533612043,4.145174472304082,2.7866911462771062,154091111.67183992
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,144,low-power,Inverted44,26204,2125723,9.273083593254793,4.982894930924105,3.9393140885749935,182791089.39827263
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,144,low-power,Daily,26204,2125723,0.6729136913368486,0.017638767170511337,0.012766364581997073,962554.6601561565
YULARA_COMBINED,2018_Apr_Jun_origins,fixed_period,144,low-power,Last-value,26204,2125723,35.62229100643723,20.599292595066288,20.581124964689323,2697431134.289764
