site,period,support,horizon,scope,method,origins,points,RMSE,MAE,bias,SSE
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,144,power-active,Last-value,24251,1753131,101.39533503974369,77.74247927257005,-44.5706297322904,18023964298.421524
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,144,low-power,Original A,24804,1749335,36.5590173134617,28.796945383344337,15.58876598852638,2338094243.5587807
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,144,low-power,Original B,24804,1749335,16.09578982933125,11.585230051437339,5.636603682542783,453208003.39310294
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,144,low-power,Expanded A,24804,1749335,36.55910894406324,28.796996129322817,15.588720212710047,2338105963.8546853
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,144,low-power,Expanded B,24804,1749335,16.09578982933125,11.585230051437339,5.636603682542783,453208003.39310294
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,144,low-power,Inverted42,24804,1749335,18.29482143453612,8.38816490247262,2.2434523615886293,585503283.9860072
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,144,low-power,Inverted43,24804,1749335,17.45080235965075,7.750713269137725,2.601539579190483,532725867.45779663
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,144,low-power,Inverted44,24804,1749335,17.851449522181163,7.509580459449764,3.6493972363301714,557468019.1989422
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,144,low-power,Daily,24804,1749335,7.670376711627942,1.1831114921956063,1.1241106051156582,102921563.01053025
NIST_GROUND,2018_Apr_Jun_origins,fixed_period,144,low-power,Last-value,24804,1749335,80.11550790860431,44.24387874832436,44.14578629673563,11228097264.129894
