block,count,Original A_SSE,Original B_SSE,Expanded A_SSE,Expanded B_SSE,Daily_SSE,Inverted42_SSE,Inverted43_SSE,Inverted44_SSE,site,scope,horizon,support,block_hours
19,20448.0,12223.866840327193,497.7376922101465,12223.866840327193,497.7376922101465,67.65281583226164,6879.127388048236,6880.150526327477,6413.337306541845,Sanyo,full,144,complete_H144_Daily_intersection,24
20,20448.0,13850.611261954526,1170.1922987598875,13850.611261954526,1170.1922987598875,13.22259853335734,13399.583388045492,14404.360556669933,15073.331465850235,Sanyo,full,144,complete_H144_Daily_intersection,24
21,20591.0,22610.164268039836,1462.042975082197,22610.164268039836,1462.042975082197,20.320758815980685,18551.357099697863,19418.955004933265,22065.703203278958,Sanyo,full,144,complete_H144_Daily_intersection,24
22,20592.0,26665.037378854326,2738.5116418576977,26665.037378854326,2738.5116418576977,2931.557263006775,21213.73341333729,22289.660842369623,24197.07478321965,Sanyo,full,144,complete_H144_Daily_intersection,24
23,11231.0,32114.82803040811,3561.8389431168107,32114.82803040811,3561.8389431168107,3983.5290325666847,29141.51966101903,31713.394220641803,31680.519118612054,Sanyo,full,144,complete_H144_Daily_intersection,24
0,30816.0,14469.162900788859,619.7811841453214,14469.162900788859,619.7811841453214,15.87243598969617,9059.076424548088,8718.334649124221,8209.699547440634,Sanyo,full,144,complete_H144_Daily_intersection,48
1,82656.0,97485.14804775635,3753.0123638710093,97485.14804775635,3753.0123638710093,280.8976303859949,73872.44287901568,69665.13329541779,73358.11466902611,Sanyo,full,144,complete_H144_Daily_intersection,48
2,61920.0,36966.87542388518,1605.4410772011581,36966.87542388518,1605.4410772011581,77.63164749390124,18285.594422914444,17288.520081070208,17461.123273002107,Sanyo,full,144,complete_H144_Daily_intersection,48
3,41039.0,27982.821395013416,646.1222738808985,27982.821395013416,646.1222738808985,92.14221645029794,17283.378797138383,16510.319241004803,14878.20099038376,Sanyo,full,144,complete_H144_Daily_intersection,48
4,41184.0,30714.308282254307,1327.0142245729037,30714.308282254307,1327.0142245729037,82.18048637152306,19132.0806695201,16920.24168691987,16763.62799515376,Sanyo,full,144,complete_H144_Daily_intersection,48
5,61920.0,36739.13844413068,2169.3552929740094,36739.13844413068,2169.3552929740094,372.78743312407875,26956.44302986872,25673.397876592935,26763.233257177028,Sanyo,full,144,complete_H144_Daily_intersection,48
6,41184.0,26398.44332178634,1421.9429372176012,26398.44332178634,1421.9429372176012,137.1937034709173,16634.909689293403,15200.05865017758,14154.707708302238,Sanyo,full,144,complete_H144_Daily_intersection,48
7,61920.0,65810.3138930682,3535.2953508569412,65810.3138930682,3535.2953508569412,176.69396597476333,58654.36378599194,48198.96796354588,59905.27507620192,Sanyo,full,144,complete_H144_Daily_intersection,48
8,61920.0,44534.642001213804,1940.1749273138448,44534.642001213804,1940.1749273138448,81.55388575947116,29939.068611621904,29947.386681264776,29348.348769026594,Sanyo,full,144,complete_H144_Daily_intersection,48
9,40896.0,23179.10688894755,921.5526716149316,23179.10688894755,921.5526716149316,85.38849934388824,12504.26199452056,12893.621779519746,11835.86982227731,Sanyo,full,144,complete_H144_Daily_intersection,48
10,41039.0,36460.77552999435,2632.235273842085,36460.77552999435,2632.235273842085,33.54335734933803,31950.940487743348,33823.315561603195,37139.0346691292,Sanyo,full,144,complete_H144_Daily_intersection,48
11,31823.0,58779.865409262435,6300.350584974505,58779.865409262435,6300.350584974505,6915.086295573458,50355.25307435631,54003.055063011416,55877.59390183169,Sanyo,full,144,complete_H144_Daily_intersection,48
0,72000.0,62243.57729895309,2654.1485836193533,62243.57729895309,2654.1485836193533,88.56847669916755,40513.01827976928,36818.1779512466,38095.54113136861,Sanyo,full,144,complete_H144_Daily_intersection,72
1,103392.0,86677.60907347735,3324.0860415981438,86677.60907347735,3324.0860415981438,285.83323717042475,60704.09544670888,58853.81007436564,60933.39635810041,Sanyo,full,144,complete_H144_Daily_intersection,72
2,61631.0,39886.23344813898,1189.6281603781845,39886.23344813898,1189.6281603781845,134.8792366243328,23241.903663564262,22411.922260225012,20907.112884144062,Sanyo,full,144,complete_H144_Daily_intersection,72
3,82512.0,55550.03467325941,2952.8636310496345,55550.03467325941,2952.8636310496345,412.2308993215668,40129.9988329629,36692.0365442926,37497.94935857046,Sanyo,full,144,complete_H144_Daily_intersection,72
4,61776.0,38381.784658877885,2471.3142016492648,38381.784658877885,2471.3142016492648,187.40748112735247,30849.78823254807,29155.97674794812,31271.624193012147,Sanyo,full,144,complete_H144_Daily_intersection,72
5,103248.0,98361.61455719045,4426.099013739117,98361.61455719045,4426.099013739117,208.03407407779895,74378.55385435914,64190.43654704007,72136.70736051865,Sanyo,full,144,complete_H144_Daily_intersection,72
6,61344.0,37029.718150902074,2091.744970374817,37029.718150902074,2091.744970374817,98.6110978772457,25903.845382566065,27297.98233618969,26909.201288127526,Sanyo,full,144,complete_H144_Daily_intersection,72
7,52414.0,81390.02967730224,7762.393560056709,81390.02967730224,7762.393560056709,6935.407054389439,68906.61017405422,73422.01006794465,77943.29710511063,Sanyo,full,144,complete_H144_Daily_intersection,72
0,2056.0,1856.4166437972376,65.82908107137206,1856.4166437972376,65.82908107137206,3.2623550199688944,1037.1939854747156,811.615568800984,737.1748708564246,Sanyo,power-active,144,complete_H144_Daily_intersection,24
1,8375.0,10180.889049344114,398.1391869243656,10180.889049344114,398.1391869243656,12.512110275212882,5766.776344239263,5165.956911488904,5284.351133439256,Sanyo,power-active,144,complete_H144_Daily_intersection,24
2,18054.0,37674.0298059681,1742.3613589072345,37674.0298059681,1742.3613589072345,72.64369672808888,26077.247729225153,22006.583349395558,23284.060249933613,Sanyo,power-active,144,complete_H144_Daily_intersection,24
3,18144.0,41531.078620682085,1321.6985098186867,41531.078620682085,1321.6985098186867,208.185737521889,36428.3343799622,34514.9714143235,37933.40935965485,Sanyo,power-active,144,complete_H144_Daily_intersection,24
4,18144.0,18436.25005076259,900.52457574579,18436.25005076259,900.52457574579,67.36577798867431,8816.682641874055,7760.015632809886,8442.381503105715,Sanyo,power-active,144,complete_H144_Daily_intersection,24
5,8505.0,8097.630310798329,274.22038374614976,8097.630310798329,274.22038374614976,10.256367027177673,4688.137210839697,4017.3226426987776,4411.175098874504,Sanyo,power-active,144,complete_H144_Daily_intersection,24
6,8505.0,9291.090427746723,197.37767829676326,9291.090427746723,197.37767829676326,55.16109382574788,5768.793871012079,5155.58748207761,4401.0017902549,Sanyo,power-active,144,complete_H144_Daily_intersection,24
7,8631.0,12576.600567700669,271.70855761381034,12576.600567700669,271.70855761381034,36.974474037324214,8213.239008126004,7544.904192439134,7495.108442751186,Sanyo,power-active,144,complete_H144_Daily_intersection,24
8,8631.0,8473.369197441994,431.71968560672155,8473.369197441994,431.71968560672155,42.70400774904402,3829.20963044088,3896.940765011919,4329.0256161723155,Sanyo,power-active,144,complete_H144_Daily_intersection,24
9,8686.0,15052.694372605236,684.1641891253576,15052.694372605236,684.1641891253576,39.40994132761328,10306.8243689262,8546.071696560079,8121.929925092856,Sanyo,power-active,144,complete_H144_Daily_intersection,24
10,8763.0,15062.122758962088,594.5694367629574,15062.122758962088,594.5694367629574,19.14441643919231,11413.831861509792,10014.067537327992,10580.510876970533,Sanyo,power-active,144,complete_H144_Daily_intersection,24
11,18344.0,16219.287270084485,1140.2470563998302,16219.287270084485,1140.2470563998302,353.5645097233892,11836.587591899175,11374.9537844374,13280.210026066787,Sanyo,power-active,144,complete_H144_Daily_intersection,24
12,8840.0,11353.989208810583,682.5246890547814,11353.989208810583,682.5246890547814,79.79648492241866,5667.904183122452,5766.479382646904,5727.642419658404,Sanyo,power-active,144,complete_H144_Daily_intersection,24
13,8757.0,11257.381466118328,533.5646684916422,11257.381466118328,533.5646684916422,56.09153284660888,7596.235174461149,5948.448625039547,5289.436492046377,Sanyo,power-active,144,complete_H144_Daily_intersection,24
14,8876.0,10611.484407585316,938.5772133500489,10611.484407585316,938.5772133500489,50.185288123501046,11289.807369934857,10809.154449549424,13909.019285904964,Sanyo,power-active,144,complete_H144_Daily_intersection,24
15,18375.0,42451.205485195125,2220.8769792591042,42451.205485195125,2220.8769792591042,126.1146594545718,35351.380309101776,26812.91832590623,34734.71554549457,Sanyo,power-active,144,complete_H144_Daily_intersection,24
16,8896.0,13686.711544182104,861.988850288942,13686.711544182104,861.988850288942,51.63139074953994,7814.910264351569,7634.534253627157,7467.252598081134,Sanyo,power-active,144,complete_H144_Daily_intersection,24
17,18432.0,19739.05799079646,662.7997008924355,19739.05799079646,662.7997008924355,29.576307391649348,17319.736701628295,16432.77745851993,17538.86792776992,Sanyo,power-active,144,complete_H144_Daily_intersection,24
18,8901.0,9363.283542624184,321.9164150124042,9363.283542624184,321.9164150124042,17.73536932388534,4618.13705028393,4691.569612607525,4565.250371754804,Sanyo,power-active,144,complete_H144_Daily_intersection,24
19,8901.0,11196.195987747202,414.88668797137063,11196.195987747202,414.88668797137063,67.5910292158186,5993.537180694829,5741.208130880222,5522.070684148022,Sanyo,power-active,144,complete_H144_Daily_intersection,24
20,8901.0,11985.55986596916,1053.9671333893057,11985.55986596916,1053.9671333893057,13.119871624647393,11225.25276769818,11331.608799394226,12864.24547825811,Sanyo,power-active,144,complete_H144_Daily_intersection,24
21,9087.0,18851.859423338236,1339.6015225888136,18851.859423338236,1339.6015225888136,20.294234118946093,15514.836765828835,14964.06256142578,18348.36734868064,Sanyo,power-active,144,complete_H144_Daily_intersection,24
22,9035.0,21647.450076569177,2634.893803692046,21647.450076569177,2634.893803692046,2931.557155146789,17988.16819510847,17960.04655815412,20338.11916232296,Sanyo,power-active,144,complete_H144_Daily_intersection,24
23,7506.0,28482.16577866663,3483.0060888536923,28482.16577866663,3483.0060888536923,3983.5144333296835,22387.4455478847,24285.58141134779,25293.022776228245,Sanyo,power-active,144,complete_H144_Daily_intersection,24
0,10431.0,12037.305693141348,463.9682679957376,12037.305693141348,463.9682679957376,15.774465295181772,6803.970329713978,5977.572480289888,6021.52600429568,Sanyo,power-active,144,complete_H144_Daily_intersection,48
1,36198.0,79205.10842665026,3064.0598687259208,79205.10842665026,3064.0598687259208,280.8294342499784,62505.582109187344,56521.55476371906,61217.469609588465,Sanyo,power-active,144,complete_H144_Daily_intersection,48
2,26649.0,26533.880361560918,1174.7449594919403,26533.880361560918,1174.7449594919403,77.62214501585196,13504.81985271376,11777.33827550866,12853.55660198022,Sanyo,power-active,144,complete_H144_Daily_intersection,48
3,17136.0,21867.690995447374,469.0862359105737,21867.690995447374,469.0862359105737,92.13556786307207,13982.032879138085,12700.491674516745,11896.110233006084,Sanyo,power-active,144,complete_H144_Daily_intersection,48
4,17317.0,23526.063570047212,1115.8838747320794,23526.063570047212,1115.8838747320794,82.11394907665714,14136.033999367082,12443.012461572,12450.955541265173,Sanyo,power-active,144,complete_H144_Daily_intersection,48
5,27107.0,31281.410029046587,1734.8164931627862,31281.410029046587,1734.8164931627862,372.7089261625816,23250.419453408973,21389.02132176539,23860.72090303732,Sanyo,power-active,144,complete_H144_Daily_intersection,48
6,17597.0,22611.370674928912,1216.0893575464238,22611.370674928912,1216.0893575464238,135.88801776902753,13264.139357583603,11714.928007686452,11017.078911704784,Sanyo,power-active,144,complete_H144_Daily_intersection,48
7,27251.0,53062.68989278045,3159.454192609152,53062.68989278045,3159.454192609152,176.29994757807287,46641.18767903665,37622.07277545558,48643.734831399546,Sanyo,power-active,144,complete_H144_Daily_intersection,48
8,27328.0,33425.76953497858,1524.7885511813772,33425.76953497858,1524.7885511813772,81.20769814118933,25134.64696597988,24067.31171214707,25006.120525851038,Sanyo,power-active,144,complete_H144_Daily_intersection,48
9,17802.0,20559.47953037139,736.8031029837748,20559.47953037139,736.8031029837748,85.32639853970392,10611.674230978755,10432.777743487735,10087.321055902818,Sanyo,power-active,144,complete_H144_Daily_intersection,48
10,17988.0,30837.419289307418,2393.568655978119,30837.419289307418,2393.568655978119,33.414105743593495,26740.089533527018,26295.671360820008,31212.612826938766,Sanyo,power-active,144,complete_H144_Daily_intersection,48
11,16541.0,50129.61585523579,6117.899892545743,50129.61585523579,6117.899892545743,6915.07158847647,40375.61374299318,42245.62796950191,45631.14193855123,Sanyo,power-active,144,complete_H144_Daily_intersection,48
0,28485.0,49711.33549910943,2206.3296269029734,49711.33549910943,2206.3296269029734,88.41816202327067,32881.21805893914,27984.15582968544,29305.586254229293,Sanyo,power-active,144,complete_H144_Daily_intersection,72
1,44793.0,68064.95898224303,2496.4434693106246,68064.95898224303,2496.4434693106246,285.80788253774097,49933.15423267596,46292.309689832124,50786.96596163509,Sanyo,power-active,144,complete_H144_Daily_intersection,72
2,25767.0,30341.060192889392,900.8059215172957,30341.060192889392,900.8059215172957,134.83957561211605,17811.24250957896,16597.43243952866,16225.135849178405,Sanyo,power-active,144,complete_H144_Daily_intersection,72
3,35793.0,46334.10440165177,2418.980682288144,46334.10440165177,2418.980682288144,412.118867490195,33557.24382233513,29935.093018325464,31982.650828130147,Sanyo,power-active,144,complete_H144_Daily_intersection,72
4,26473.0,33222.85508251422,2154.6665708964724,33222.85508251422,2154.6665708964724,186.0733058925286,24553.946727518472,22524.082457235876,24926.098197609725,Sanyo,power-active,144,complete_H144_Daily_intersection,72
5,45703.0,75876.97502017372,3745.6655304404776,75876.97502017372,3745.6655304404776,207.32235759576068,60486.02727508161,50880.2300380533,59740.83607134566,Sanyo,power-active,144,complete_H144_Daily_intersection,72
6,26703.0,32545.039396340533,1790.77023637308,32545.039396340533,1790.77023637308,98.44627016435133,21836.926998676936,21764.386542881948,22951.566534160924,Sanyo,power-active,144,complete_H144_Daily_intersection,72
7,25628.0,68981.47527857407,7457.501415134551,68981.47527857407,7457.501415134551,6935.365822595417,55890.45050882204,57209.690530927684,63979.509287231835,Sanyo,power-active,144,complete_H144_Daily_intersection,72
0,8312.0,695.051016019251,41.81233265703942,695.051016019251,41.81233265703942,0.030598628091873033,343.3592083358747,388.2149951357146,218.4016287981769,Sanyo,low-power,144,complete_H144_Daily_intersection,24
1,12073.0,1736.806191628246,114.00058349254421,1736.806191628246,114.00058349254421,0.06737206642252165,1911.746886498232,2352.547173698619,1969.771914346777,Sanyo,low-power,144,complete_H144_Daily_intersection,24
2,23130.0,10100.38459219615,292.0060405667946,10100.38459219615,292.0060405667946,0.05234398138252883,5376.694125996019,6093.259952726817,6601.781333994371,Sanyo,low-power,144,complete_H144_Daily_intersection,24
3,23328.0,8179.655028909946,396.94645457829034,8179.655028909946,396.94645457829034,0.01585215463438861,5990.166643832253,7050.31857897196,5538.8637254434325,Sanyo,low-power,144,complete_H144_Daily_intersection,24
4,23328.0,7012.485411594455,334.4208133924438,7012.485411594455,334.4208133924438,0.009353597977387327,2565.232511617751,3114.7146703909775,2614.1696031209426,Sanyo,low-power,144,complete_H144_Daily_intersection,24
5,11943.0,3420.5096507298226,96.27530431677506,3420.5096507298226,96.27530431677506,0.00014888007182226553,2215.542058582938,2396.4671351705724,1993.397067900945,Sanyo,low-power,144,complete_H144_Daily_intersection,24
6,11943.0,1584.9187352689046,84.24367324810804,1584.9187352689046,84.24367324810804,5.983117041025924e-05,1213.1102547551793,1549.267719023262,1053.0806599642347,Sanyo,low-power,144,complete_H144_Daily_intersection,24
7,11960.0,4530.211664297119,92.79236472221669,4530.211664297119,92.79236472221669,0.006588756055418997,2088.235663245106,2260.5598474648045,1929.0100974134384,Sanyo,low-power,144,complete_H144_Daily_intersection,24
8,11961.0,3430.0428556835755,111.78620089056349,3430.0428556835755,111.78620089056349,0.0330124249908835,2129.3152359850083,2004.662254208309,1699.886277587989,Sanyo,low-power,144,complete_H144_Daily_intersection,24
9,11906.0,3758.201856523484,99.34414895026104,3758.201856523484,99.34414895026104,0.03352486987502271,2866.731434168015,2472.5669711395703,2612.7861763005913,Sanyo,low-power,144,complete_H144_Daily_intersection,24
10,11829.0,962.173909217259,110.41289266426557,962.173909217259,110.41289266426557,4.419460634574535e-05,1198.3959646980925,1436.516044475775,952.2987853974497,Sanyo,low-power,144,complete_H144_Daily_intersection,24
11,22984.0,4495.5545058668695,324.12590714695943,4495.5545058668695,324.12590714695943,0.07846276689066146,2507.6276117616435,2847.860510351775,1950.2135687422594,Sanyo,low-power,144,complete_H144_Daily_intersection,24
12,11752.0,1927.2139485446494,91.58488147748915,1927.2139485446494,91.58488147748915,0.6021412993081072,1183.4595205856638,1477.3024779759414,1233.712332203139,Sanyo,low-power,144,complete_H144_Daily_intersection,24
13,11835.0,1859.8586983127848,114.26869819368875,1859.8586983127848,114.26869819368875,0.7035444025816755,2187.3108111241436,2007.8281645151792,1903.9164643943118,Sanyo,low-power,144,complete_H144_Daily_intersection,24
14,11716.0,1371.8569295062644,110.79405108161595,1371.8569295062644,110.79405108161595,0.028489532934223485,2925.071173319811,3146.763648221123,3207.8971988049534,Sanyo,low-power,144,complete_H144_Daily_intersection,24
15,22953.0,11375.767070781525,265.0471071661699,11375.767070781525,265.0471071661699,0.36552886375628174,9088.104933635526,7430.131539869116,8053.643045997458,Sanyo,low-power,144,complete_H144_Daily_intersection,24
16,11696.0,2195.399073630362,99.59199618263854,2195.399073630362,99.59199618263854,0.34223963273555025,1341.916365120274,2012.3217169993668,1331.5366560377943,Sanyo,low-power,144,complete_H144_Daily_intersection,24
17,22896.0,8913.473392604898,315.79437994982845,8913.473392604898,315.79437994982845,0.003947985546326277,3462.505280521758,3867.7532521183157,3010.691587137738,Sanyo,low-power,144,complete_H144_Daily_intersection,24
18,11547.0,1591.9565059961394,101.89856439238068,1591.9565059961394,101.89856439238068,0.0003141877412414641,1006.9975561884121,1321.9016405847458,857.282143980675,Sanyo,low-power,144,complete_H144_Daily_intersection,24
19,11547.0,1027.6708525799957,82.8510042387759,1027.6708525799957,82.8510042387759,0.06178661644305972,885.5902073534005,1138.94239544726,891.2666223938253,Sanyo,low-power,144,complete_H144_Daily_intersection,24
20,11547.0,1865.051395985361,116.22516537058115,1865.051395985361,116.22516537058115,0.10272690870995084,2174.3306203473094,3072.7517572757174,2209.08598759212,Sanyo,low-power,144,complete_H144_Daily_intersection,24
21,11504.0,3758.304844701581,122.44145249338351,3758.304844701581,122.44145249338351,0.026524697034591913,3036.5203338690217,4454.892443507483,3717.3358545983183,Sanyo,low-power,144,complete_H144_Daily_intersection,24
22,11557.0,5017.587302285135,103.61783816565296,5017.587302285135,103.61783816565296,0.00010785998633062624,3225.5652182288086,4329.614284215509,3858.955620896694,Sanyo,low-power,144,complete_H144_Daily_intersection,24
23,3725.0,3632.6622517414826,78.83285426311815,3632.6622517414826,78.83285426311815,0.014599237000265154,6754.074113134336,7427.8128092940005,6387.496342383811,Sanyo,low-power,144,complete_H144_Daily_intersection,24
0,20385.0,2431.8572076474975,155.81291614958351,2431.8572076474975,155.81291614958351,0.09797069451439468,2255.106094834107,2740.7621688343334,2188.1735431449524,Sanyo,low-power,144,complete_H144_Daily_intersection,48
1,46458.0,18280.03962110608,688.9524951450848,18280.03962110608,688.9524951450848,0.06819613601691764,11366.860769828267,13143.578531698784,12140.645059437806,Sanyo,low-power,144,complete_H144_Daily_intersection,48
2,35271.0,10432.995062324275,430.6961177092191,10432.995062324275,430.6961177092191,0.009502478049209593,4780.774570200691,5511.181805561547,4607.56667102189,Sanyo,low-power,144,complete_H144_Daily_intersection,48
3,23903.0,6115.130399566024,177.03603797032466,6115.130399566024,177.03603797032466,0.006648587225829256,3301.3459180002837,3809.8275664880653,2982.090757377675,Sanyo,low-power,144,complete_H144_Daily_intersection,48
4,23867.0,7188.244712207055,211.1303498408243,7188.244712207055,211.1303498408243,0.06653729486590602,4996.04667015302,4477.229225347878,4312.672453888581,Sanyo,low-power,144,complete_H144_Daily_intersection,48
5,34813.0,5457.728415084132,434.5387998112251,5457.728415084132,434.5387998112251,0.07850696149700721,3706.0235764597346,4284.37655482755,2902.5123541397097,Sanyo,low-power,144,complete_H144_Daily_intersection,48
6,23587.0,3787.072646857435,205.85357967117795,3787.072646857435,205.85357967117795,1.3056857018897827,3370.770331709807,3485.130642491119,3137.6287965974516,Sanyo,low-power,144,complete_H144_Daily_intersection,48
7,34669.0,12747.624000287791,375.84115824778536,12747.624000287791,375.84115824778536,0.3940183966905052,12013.17610695534,10576.895188090251,11261.540244802427,Sanyo,low-power,144,complete_H144_Daily_intersection,48
8,34592.0,11108.872466235262,415.3863761324669,11108.872466235262,415.3863761324669,0.3461876182818801,4804.421645642031,5880.074969117687,4342.228243175535,Sanyo,low-power,144,complete_H144_Daily_intersection,48
9,23094.0,2619.6273585761355,184.7495686311564,2619.6273585761355,184.7495686311564,0.06210080418430119,1892.5877635418155,2460.844036032005,1748.5487663744998,Sanyo,low-power,144,complete_H144_Daily_intersection,48
10,23051.0,5623.35624068694,238.6666178639647,5623.35624068694,238.6666178639647,0.1292516057445425,5210.850954216329,7527.644200783199,5926.421842190438,Sanyo,low-power,144,complete_H144_Daily_intersection,48
11,15282.0,8650.24955402662,182.45069242877113,8650.24955402662,182.45069242877113,0.01470709698659578,9979.63933136314,11757.427093509505,10246.451963280508,Sanyo,low-power,144,complete_H144_Daily_intersection,48
0,43515.0,12532.241799843645,447.8189567163787,12532.241799843645,447.8189567163787,0.15031467589692446,7631.800220830123,8834.022121561144,8789.95487713932,Sanyo,low-power,144,complete_H144_Daily_intersection,72
1,58599.0,18612.65009123425,827.6425722875091,18612.65009123425,827.6425722875091,0.025354632683598208,10770.94121403294,12561.500384533505,10146.43039646532,Sanyo,low-power,144,complete_H144_Daily_intersection,72
2,35864.0,9545.173255249598,288.8222388608883,9545.173255249598,288.8222388608883,0.03966101221671266,5430.661153985295,5814.48982069638,4681.977034965668,Sanyo,low-power,144,complete_H144_Daily_intersection,72
3,46719.0,9215.930271607618,533.8829487614855,9215.930271607618,533.8829487614855,0.11203183137202963,6572.755010627746,6756.943525967119,5515.298530440299,Sanyo,low-power,144,complete_H144_Daily_intersection,72
4,35303.0,5158.929576363688,316.6476307527942,5158.929576363688,316.6476307527942,1.3341752348239975,6295.841505029615,6631.894290712245,6345.525995402406,Sanyo,low-power,144,complete_H144_Daily_intersection,72
5,57545.0,22484.6395370168,680.4334832986367,22484.6395370168,680.4334832986367,0.7117164820381519,13892.526579277574,13310.206508986796,12395.871289173001,Sanyo,low-power,144,complete_H144_Daily_intersection,72
6,34641.0,4484.678754561498,300.9747340017376,4484.678754561498,300.9747340017376,0.16482771289425205,4066.918383889123,5533.595793307721,3957.634753966619,Sanyo,low-power,144,complete_H144_Daily_intersection,72
7,26786.0,12408.554398728196,304.8921449221548,12408.554398728196,304.8921449221548,0.041231794021187686,13016.159665232159,16212.319537016987,13963.787817878814,Sanyo,low-power,144,complete_H144_Daily_intersection,72
0,31248.0,9570.233808296587,490.8199280360086,9570.233808296587,490.8199280360086,35.43299524498604,4059.5407250627477,6145.4708243883415,6860.923762601398,Hanwha,full,144,complete_H144_Daily_intersection,24
1,41472.0,20314.04333776969,986.3014585278395,20314.04333776969,986.3014585278395,46.89530973479768,10059.814127393649,14483.297964618392,14826.998383185615,Hanwha,full,144,complete_H144_Daily_intersection,24
2,20448.0,16856.717111483602,1053.9662936759878,16856.717111483602,1053.9662936759878,30.94222876235886,21207.658530428384,20019.54503153361,21445.173235031736,Hanwha,full,144,complete_H144_Daily_intersection,24
3,20448.0,18300.609321486252,1031.5541175114759,18300.609321486252,1031.5541175114759,225.5041692087594,31877.10766381232,29792.178038485465,32192.804401263453,Hanwha,full,144,complete_H144_Daily_intersection,24
4,20448.0,11517.784034380124,597.9280432465272,11517.784034380124,597.9280432465272,28.49454321148674,4553.4340492603005,6152.1670358275915,6115.637744279389,Hanwha,full,144,complete_H144_Daily_intersection,24
5,41184.0,18825.029381409637,774.3772489744405,18825.029381409637,774.3772489744405,27.434062836421433,8609.680776566056,11136.838085777506,11456.544400636816,Hanwha,full,144,complete_H144_Daily_intersection,24
