site,period,support,horizon,scope,method,status,RMSE,MAE,bias,SSE,points
Qcells,Alice2018Test,S1,12,low-power,Depthwise convolutional TCN43,diagnostic,0.12056016934022,0.07877973967948093,-0.024891777626642485,626.7095415706268,43118
Qcells,Alice2018Test,S1,12,low-power,Depthwise convolutional TCN44,diagnostic,0.09058567618331669,0.05026773093622062,0.008199446446445772,353.8161636104059,43118
Qcells,Alice2018Test,S1,12,low-power,Discrete recurrent decoder42,diagnostic,0.06450716378941218,0.047253989711021335,0.019152869188378836,179.4215082998823,43118
Qcells,Alice2018Test,S1,12,low-power,Discrete recurrent decoder43,diagnostic,0.13574476196861007,0.07334572824563011,0.05800855655680866,794.519880849754,43118
Qcells,Alice2018Test,S1,12,low-power,Discrete recurrent decoder44,diagnostic,0.1520319496792586,0.10609895263951136,-0.04945191083418312,996.6171083202413,43118
Qcells,Alice2018Test,S1,12,low-power,Inverted42,accepted,0.12031807498254182,0.0863578850175207,-0.008586575254062142,624.1951040244614,43118
Qcells,Alice2018Test,S1,12,low-power,Inverted43,accepted,0.18802732353115711,0.14496541891585052,-0.06075804216412368,1524.4056033330146,43118
Qcells,Alice2018Test,S1,12,low-power,Inverted44,accepted,0.13448090039075813,0.09600606425085988,-0.012793836115949659,779.7938837893369,43118
Qcells,Alice2018Test,S1,12,low-power,Joint-patch Transformer42,accepted,0.30083931531416924,0.2305325193194228,0.22001943184269057,3902.3641331133863,43118
Qcells,Alice2018Test,S1,12,low-power,Joint-patch Transformer43,accepted,0.24793886538388193,0.15894348148390505,0.13230306474162268,2650.622175971615,43118
Qcells,Alice2018Test,S1,12,low-power,Joint-patch Transformer44,accepted,0.21896669571163108,0.14436579805456062,-0.03950112622406512,2067.353471559454,43118
Qcells,Alice2018Test,S2,12,full,Original A,accepted,0.3983516775394664,0.18496737343129854,0.10248113667195527,12813.103027893449,80746
Qcells,Alice2018Test,S2,12,full,Original B,accepted,0.26164173550938374,0.12501060575876513,0.09978681230085222,5527.580293558217,80746
Qcells,Alice2018Test,S2,12,full,Expanded A,accepted,0.3983516775394664,0.18496737343129854,0.10248113667195527,12813.103027893449,80746
Qcells,Alice2018Test,S2,12,full,Expanded B,accepted,0.2772229381215246,0.1251089920669463,0.08618670209491794,6205.536601494317,80746
Qcells,Alice2018Test,S2,12,full,Daily,accepted,0.2750956843123247,0.06763587106649097,-0.005268101688394599,6110.666358284636,80746
Qcells,Alice2018Test,S2,12,full,Last-value,accepted,0.47096988304761644,0.2454989977100825,-0.0035210932907222925,17910.4826815613,80746
Qcells,Alice2018Test,S2,12,full,Depthwise convolutional TCN42,diagnostic,0.528345966264202,0.34433243132967883,-0.16590564479706044,22540.202302622736,80746
Qcells,Alice2018Test,S2,12,full,Depthwise convolutional TCN43,diagnostic,0.31254449279668733,0.19346248283773407,-0.07579017480768295,7887.597106946328,80746
Qcells,Alice2018Test,S2,12,full,Depthwise convolutional TCN44,diagnostic,0.4136973010266651,0.2332334837506441,0.01878022254478403,13819.311060969825,80746
Qcells,Alice2018Test,S2,12,full,Discrete recurrent decoder42,diagnostic,0.43552474842170924,0.2627039053645817,-0.12861546770958635,15316.047146663346,80746
Qcells,Alice2018Test,S2,12,full,Discrete recurrent decoder43,diagnostic,0.7264579590981182,0.43927600345284096,-0.2753544708820732,42612.98821704765,80746
Qcells,Alice2018Test,S2,12,full,Discrete recurrent decoder44,diagnostic,1.5619886296823648,0.9015308383663576,-0.7843332932797469,197004.7754660851,80746
Qcells,Alice2018Test,S2,12,full,Inverted42,accepted,0.3036120134387312,0.1783356049021785,-0.008539994900978107,7443.186846355045,80746
Qcells,Alice2018Test,S2,12,full,Inverted43,accepted,0.3515787477170914,0.23665230943973314,-0.07533506833950063,9980.82054912681,80746
Qcells,Alice2018Test,S2,12,full,Inverted44,accepted,0.3316672944370943,0.2084165936058178,-0.04639428197931501,8882.317918810395,80746
Qcells,Alice2018Test,S2,12,full,Joint-patch Transformer42,accepted,0.547470876586856,0.4045480557278788,-0.007938706164064592,24201.543229952687,80746
Qcells,Alice2018Test,S2,12,full,Joint-patch Transformer43,accepted,0.5885607351463689,0.39976633541861933,-0.11093546154065669,27970.71630574394,80746
Qcells,Alice2018Test,S2,12,full,Joint-patch Transformer44,accepted,0.5044901706504741,0.3441626483027929,-0.16928748656392756,20550.691290518633,80746
Qcells,Alice2018Test,S2,12,power-active,Original A,accepted,0.572608206551131,0.3598823458036301,0.2205214753272708,12319.76906457137,37574
Qcells,Alice2018Test,S2,12,power-active,Original B,accepted,0.37854676756516575,0.24211150818669774,0.20178805577269057,5384.266097763654,37574
Qcells,Alice2018Test,S2,12,power-active,Expanded A,accepted,0.572608206551131,0.3598823458036301,0.2205214753272708,12319.76906457137,37574
Qcells,Alice2018Test,S2,12,power-active,Expanded B,accepted,0.3886447534337091,0.2179766725951496,0.15688590388679396,5675.355225016564,37574
Qcells,Alice2018Test,S2,12,power-active,Daily,accepted,0.4032726980202299,0.14518809939375743,-0.011223949367493113,6110.6171226230035,37574
Qcells,Alice2018Test,S2,12,power-active,Last-value,accepted,0.6773128534002107,0.505343205567617,-0.029149947639014965,17237.17400169478,37574
Qcells,Alice2018Test,S2,12,power-active,Depthwise convolutional TCN42,diagnostic,0.7570515781699281,0.6296788740244915,-0.4292247795794276,21534.677355167914,37574
Qcells,Alice2018Test,S2,12,power-active,Depthwise convolutional TCN43,diagnostic,0.4395198769080478,0.3250958870805103,-0.13455321539480908,7258.459733840054,37574
