block,count,Original A_SSE,Original B_SSE,Expanded A_SSE,Expanded B_SSE,Inverted42_SSE,Inverted43_SSE,Inverted44_SSE,Daily_SSE,Last-value_SSE,site,period,support,horizon,scope,block_hours
64,41472.0,19333085.843023047,1766821.3611305451,48495060.59857216,6172653.569522996,11062981.928219596,11334788.279230228,10243788.767138792,1694065.3755920772,126918650.98880833,YULARA_COMBINED,2017,complete_H144,144,full,24
65,41472.0,16631657.605374595,4590230.798819992,40427059.53570029,5290541.1611749325,9146051.99517447,8133499.097630941,8137357.783420704,6652926.584720719,107397305.91056213,YULARA_COMBINED,2017,complete_H144,144,full,24
66,41472.0,28570747.300203104,28039039.827034313,15274155.18479303,20259438.27521531,14882203.379623089,14175657.255521655,15789377.388325626,39866024.893793374,23817060.541788932,YULARA_COMBINED,2017,complete_H144,144,full,24
67,41472.0,15435834.62246538,27599677.46308066,45462470.479840815,30893382.082281914,11177361.416631777,9904075.473297276,9172194.137165558,40592388.38747808,117893452.33484411,YULARA_COMBINED,2017,complete_H144,144,full,24
68,41472.0,18588248.4026031,587417.0177571824,46574816.557027385,4707652.55660651,8525455.00081757,8699749.037571523,7606942.253426507,546419.4129337781,121122649.23695546,YULARA_COMBINED,2017,complete_H144,144,full,24
69,41472.0,18051780.219543453,2130156.300198763,40302503.99788866,3791290.5132106626,7960555.993157692,8691523.533887066,7787110.318867975,2296075.597536667,108612209.44668895,YULARA_COMBINED,2017,complete_H144,144,full,24
70,41472.0,21334374.760540538,3438140.4779182,43654807.05186002,5129972.88830489,7265418.142478008,7419087.54754542,6707944.953721268,2524861.6083406066,114970419.41528517,YULARA_COMBINED,2017,complete_H144,144,full,24
71,41472.0,11192554.47921616,7242589.692926806,25909795.872302726,4845892.951795897,5546616.138297941,6221200.341084788,6190131.294620037,10005540.074530343,72993560.64427812,YULARA_COMBINED,2017,complete_H144,144,full,24
72,41472.0,15383521.354957756,5414642.728902458,33564854.65183415,7456654.3347212095,6926372.524247324,6617161.275908926,6437185.363422887,8168177.157663765,91868859.92654227,YULARA_COMBINED,2017,complete_H144,144,full,24
73,41472.0,35262301.07957074,22088924.618786566,19127646.458817314,16245805.968619818,23333306.161111787,24134650.543289784,24817395.85460043,30382775.95052069,44958140.61836088,YULARA_COMBINED,2017,complete_H144,144,full,24
74,41472.0,14037733.013921713,23543943.69120187,43049731.63859882,24905479.825881656,10814730.138679462,9994128.68392897,8557848.189768096,34004184.31781984,112416444.83165729,YULARA_COMBINED,2017,complete_H144,144,full,24
75,41472.0,15123395.568844117,896706.7099978523,42993733.56975205,4385725.3902374515,5727192.644313955,5841627.8039484145,5676599.105815138,1935381.276496874,112542360.0810323,YULARA_COMBINED,2017,complete_H144,144,full,24
76,41472.0,15563049.793612376,2684512.703810458,40674521.95851288,4968395.67101321,5738666.9557462325,7108524.014600272,7018800.4471629625,3131257.187722838,107879327.00332369,YULARA_COMBINED,2017,complete_H144,144,full,24
77,41472.0,22076183.50539924,11139490.585554918,34259130.35581148,10160770.24012845,11482850.014605796,11883565.744437654,12490178.125547837,12533259.106064089,89895794.56015208,YULARA_COMBINED,2017,complete_H144,144,full,24
78,41472.0,16753046.267831687,8302214.6414358225,29031965.444723066,7869160.532091019,11347985.071817905,9626666.453172812,11616585.507074647,16616779.248647476,77927632.74198815,YULARA_COMBINED,2017,complete_H144,144,full,24
79,41472.0,14285210.240730923,4974449.6180732725,40565748.02047431,9291481.475025674,4745311.374501916,6577250.631674093,6086964.292220031,10045427.395166105,106360393.46747595,YULARA_COMBINED,2017,complete_H144,144,full,24
80,41472.0,16482314.058627892,679712.6032645854,44863720.21114712,4931744.829083109,4962511.788335491,6043095.2559935935,5330135.576299576,614108.8329317833,116017864.83270791,YULARA_COMBINED,2017,complete_H144,144,full,24
81,41472.0,13393154.775236135,287184.2206313123,44152567.07404499,3855075.895002036,5758843.192229544,6519148.229675503,5903110.0365511635,18333.103350682908,115409711.2437865,YULARA_COMBINED,2017,complete_H144,144,full,24
82,41472.0,12564511.887170581,254056.23601989643,41245756.42977935,3202970.4858116084,4654028.569237931,5661504.975440989,5254055.658083154,93935.56700601467,109168307.78760478,YULARA_COMBINED,2017,complete_H144,144,full,24
83,41472.0,11658936.280753434,167994.81844076279,39141334.58982324,2845282.0201981864,3543473.5894435234,4190823.2828039043,4085209.850004005,57639.76687799152,105165337.11537276,YULARA_COMBINED,2017,complete_H144,144,full,24
84,41472.0,10709497.452296609,483570.7901782278,37623966.51099045,2912549.6721782456,3015802.3718520557,4826739.859102381,4352551.398673727,439000.2476470768,102743676.90083802,YULARA_COMBINED,2017,complete_H144,144,full,24
85,41472.0,13075325.254310198,1095007.0241062348,36817489.24439791,3337905.3186332164,3449856.5954576503,4625368.464786208,4425931.891470529,1151821.6337838972,98611890.62133785,YULARA_COMBINED,2017,complete_H144,144,full,24
86,41472.0,15719675.523167266,4864296.161017909,33704650.049644716,5746077.471683669,6758464.305381165,7078810.239433521,7410705.017850554,5117365.092634464,89263867.96338369,YULARA_COMBINED,2017,complete_H144,144,full,24
87,41472.0,32326436.421569657,18709955.47943208,17509785.14722024,15249453.241658244,17815816.28044181,18548844.790810894,20844247.34152067,26879357.775490396,31605897.65194193,YULARA_COMBINED,2017,complete_H144,144,full,24
88,41472.0,24273443.50755225,13208646.53391091,25859417.48513358,14258732.950847322,14945005.857092218,12690693.597888935,13962771.40162824,19586444.610636998,69780624.0248643,YULARA_COMBINED,2017,complete_H144,144,full,24
89,41472.0,27835471.285547163,14119743.840418082,25334235.2070781,13180413.337741941,13266068.893808836,14000220.249546414,15258521.898999209,21939453.65931217,62956961.34835786,YULARA_COMBINED,2017,complete_H144,144,full,24
90,41472.0,23105975.43100908,13341039.94164804,30035571.400306612,13163650.26967984,16299491.72870309,13971167.42533264,13912392.297842927,21881390.474171344,78200137.18370897,YULARA_COMBINED,2017,complete_H144,144,full,24
91,41472.0,23205805.135698535,9905797.476204913,31208032.051270705,10709116.66478884,14276101.686924815,12068507.892834192,13001178.724179544,18315092.45484023,83096520.7467334,YULARA_COMBINED,2017,complete_H144,144,full,24
0,82944.0,42255370.38758254,33655893.96454524,75596561.08372717,37390882.29338753,29660884.476092942,26792166.251075897,24700720.50879571,52002918.47528964,199908497.16399527,YULARA_COMBINED,2017,complete_H144,144,full,48
1,82944.0,26775650.66620032,2544504.2163410555,74735658.22066154,6657766.111004517,15367236.521626124,12867903.75247671,12504750.091457509,4280903.966337304,203414729.1449814,YULARA_COMBINED,2017,complete_H144,144,full,48
2,82944.0,58522602.54237842,24327226.30373572,47669788.268067084,23037508.17972915,23692140.767002515,27673439.90638936,30562080.622421812,33568331.19550038,86009866.51141769,YULARA_COMBINED,2017,complete_H144,144,full,48
3,82944.0,48003543.34996109,26896015.816588182,69268690.4882855,30816317.14660533,32361693.04810266,30385293.072412178,29891515.481968597,41659616.92039308,174072681.21458778,YULARA_COMBINED,2017,complete_H144,144,full,48
4,82944.0,39697863.835260764,23620428.408913635,56886293.7141371,22882404.227953482,25470550.599381648,23408719.790280405,23901088.971510112,34232703.68494291,142490772.05677485,YULARA_COMBINED,2017,complete_H144,144,full,48
5,82944.0,38097122.35568913,15446490.269441042,75009144.91702099,18793857.871582642,25353229.671885345,22667395.011631183,22279452.85111592,24078972.04498172,200349333.28886598,YULARA_COMBINED,2017,complete_H144,144,full,48
6,82944.0,34122198.5211767,11038099.293343715,74538454.99718188,14508540.441149065,21099574.29893773,18726152.707086902,18510969.997535348,18659554.510693036,197835949.35014817,YULARA_COMBINED,2017,complete_H144,144,full,48
7,82944.0,31762007.24475069,7910849.313078835,88755671.4868311,14906045.99271266,18701445.366686884,17828887.80859984,16409329.678945223,11412737.953033,234528347.77250808,YULARA_COMBINED,2017,complete_H144,144,full,48
8,82944.0,24260025.00441244,401954.27622876386,79978976.00970778,6332108.787551117,10699072.75758001,10958994.64450394,10396730.95843762,159181.6936089673,215901875.33514625,YULARA_COMBINED,2017,complete_H144,144,full,48
9,82944.0,34311745.96290403,5540059.790406616,85089526.82971181,11715008.508052416,15210335.056894457,14751091.383248929,13768878.156438379,7940228.277873638,221342031.97228405,YULARA_COMBINED,2017,complete_H144,144,full,48
10,82944.0,34371763.74570932,2125091.302250744,94435941.88230242,10188797.254793739,18006305.814255644,18445175.379748754,16459443.476071991,1633205.4955727858,248332660.80395475,YULARA_COMBINED,2017,complete_H144,144,full,48
11,82944.0,33605824.273895286,6448004.500481198,80967327.4852188,10591789.862964138,17604875.76779428,16783913.133884907,16668896.316365536,9965118.415569188,215926620.90652552,YULARA_COMBINED,2017,complete_H144,144,full,48
12,82944.0,32947024.58051607,5078098.733741124,80746052.02880639,10035276.668565514,13189703.334043337,15232148.857555682,15052137.717821367,7077833.209700098,214179308.34611565,YULARA_COMBINED,2017,complete_H144,144,full,48
13,82944.0,35075736.78049271,15193569.824241266,72462688.4328458,18904158.88527721,18325781.120417852,17852564.537332762,17418416.972687226,25043994.353183556,194238339.13672397,YULARA_COMBINED,2017,complete_H144,144,full,48
14,82944.0,35259008.01198982,911692.9439543103,91746069.32769087,9125078.97482537,16449807.601835577,16714390.123802392,13728233.936070444,122146.8783712733,241550367.76779154,YULARA_COMBINED,2017,complete_H144,144,full,48
15,82944.0,32160436.017675757,793774.160595674,94622630.00108585,9049662.862888755,21474043.244833045,22701963.03022263,20142756.385266844,26038.11147178691,250095122.5721698,YULARA_COMBINED,2017,complete_H144,144,full,48
16,82944.0,15456077345.160759,1301729173.9617934,95879440.57531366,59505275.24784241,26145400.68776583,24296300.818574477,25892594.01909353,129788.58369232733,235635860.9196446,YULARA_COMBINED,2017,complete_H144,144,full,48
17,82944.0,21154894976.08478,1698331059.4368894,86308838.82193021,71401526.18364951,25194708.202357862,23852039.7155625,28318701.40128331,7527131.8557780115,209354615.94255137,YULARA_COMBINED,2017,complete_H144,144,full,48
18,82944.0,15790928370.844597,1245376679.7085698,65118943.63720553,52466452.236851156,25777221.96848151,24276954.211714577,27453434.67767837,24212514.997923702,157315675.62434083,YULARA_COMBINED,2017,complete_H144,144,full,48
19,82944.0,40301619.36009113,30882257.01509473,56259947.8076899,29957164.653459404,25457361.412396744,22462590.921287682,24162170.253993623,45444299.75860274,140707898.99266866,YULARA_COMBINED,2017,complete_H144,144,full,48
20,82944.0,48750927.17378535,30720086.75597785,33997451.34757204,26560322.832938176,31969372.939808797,31273579.539670836,32714296.35956863,41859922.45458915,71879646.70474188,YULARA_COMBINED,2017,complete_H144,144,full,48
21,82944.0,76651015.73432949,20906916.680043858,62348675.099399544,23953621.810477026,27285049.388896678,24279879.86199392,22843979.33405414,28832190.626812596,168732499.31630725,YULARA_COMBINED,2017,complete_H144,144,full,48
22,82944.0,38374305.79398346,9673416.637857089,84051010.81312978,15691712.859460307,24653038.826839805,21510839.78813231,19209893.825836428,14965143.686322898,220679766.84133434,YULARA_COMBINED,2017,complete_H144,144,full,48
23,82944.0,36007738.23410857,6998708.884412616,83989322.35690624,12584936.372104896,23835418.60829944,21737471.071706768,19041566.983117238,12906595.249616338,222061879.18171546,YULARA_COMBINED,2017,complete_H144,144,full,48
24,82944.0,46586218.67199641,28959641.23829854,62410345.615351535,23823192.156116765,26833975.91079508,26430687.99382681,27855504.650634125,39882666.76758254,166755978.54392007,YULARA_COMBINED,2017,complete_H144,144,full,48
25,82944.0,38388353.57755544,8883199.613973685,74086477.7810896,14519843.084933909,10635451.296345789,11367149.38251295,10688463.521723188,12615446.231599685,201502705.6602829,YULARA_COMBINED,2017,complete_H144,144,full,48
26,82944.0,31556398.718622703,6625420.6175743835,81896943.48192532,11031802.62171829,13763555.667851932,15480153.765369013,14064025.157599313,9027901.796975335,215588860.3427224,YULARA_COMBINED,2017,complete_H144,144,full,48
27,82944.0,51790597.11491075,20030227.43305924,78193433.20059392,21279582.678931855,21707373.683845337,22469069.605802223,22441334.91687297,27974096.35625436,199904133.96704382,YULARA_COMBINED,2017,complete_H144,144,full,48
28,82944.0,50245971.354347914,25173163.264251392,61816578.61049357,23737978.93872452,24985062.7817856,23626069.182297185,24688203.192718174,37981778.84509409,161046525.18945637,YULARA_COMBINED,2017,complete_H144,144,full,48
29,82944.0,91416747.1985961,29473861.455165178,49175216.304076,23647018.116716255,25103918.526534647,25501412.70253992,27001017.387947936,47660673.58331162,131936073.07769562,YULARA_COMBINED,2017,complete_H144,144,full,48
30,82944.0,41242011.8814907,18339327.310605586,78401160.31720033,21819256.92119559,30374472.83355174,26050712.906394918,24978775.463898096,25676064.044578727,209588307.6772775,YULARA_COMBINED,2017,complete_H144,144,full,48
31,82944.0,38027350.84690235,6189771.954577998,93003202.30980493,12520962.850420883,25992767.717723086,23124281.01501104,20816985.8843634,6717484.071949243,243021285.793235,YULARA_COMBINED,2017,complete_H144,144,full,48
32,82944.0,35964743.44839762,6357052.159950537,88922120.13427235,11463194.73069793,20209033.92339404,19468287.37686117,18381146.550559495,8346991.960312792,234315956.8993704,YULARA_COMBINED,2017,complete_H144,144,full,48
33,82944.0,44006581.92266852,55638717.290114924,60736625.6646338,51152820.357497215,26059564.796254847,24079732.728818946,24961571.52549117,80458413.28127135,141710512.87663326,YULARA_COMBINED,2017,complete_H144,144,full,48
34,82944.0,36640028.622146554,2717573.3179559456,86877320.55491592,8498943.069817176,16486010.993975248,17391272.571458604,15394052.572294496,2842495.0104704453,229734858.68364462,YULARA_COMBINED,2017,complete_H144,144,full,48
35,82944.0,32526929.239756703,10680730.170845004,69564602.92416266,9975865.840100788,12812034.280775942,13640287.8886302,12898076.248341309,12530401.682870954,187963980.05956343,YULARA_COMBINED,2017,complete_H144,144,full,48
36,82944.0,50645822.4345285,27503567.34768904,52692501.110651515,23702460.303341053,30259678.685359105,30751811.81919872,31254581.218023323,38550953.10818447,136827000.54490298,YULARA_COMBINED,2017,complete_H144,144,full,48
37,82944.0,29161128.582765818,24440650.401199717,86043465.20835093,29291205.216119125,16541922.782993408,15835756.487877393,14234447.29558325,35939565.594316706,224958804.9126894,YULARA_COMBINED,2017,complete_H144,144,full,48
